META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-06 00:19:58 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-21 04:18:29 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-21 08:18:45 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 27/2; 14; 9; 14; 27/2; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 33; 28; ; 18; 35; ; 28; 33; 45; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-21 12:18:46 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; ; 1/20; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; ; 15/2; 
Granada; 25; ; 30; 28; ; 18; 45; ; 28; 33; 40; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-21 16:18:53 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/14; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 1/100; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; 1/100; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-21 20:20:50 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/14; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 4/11; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; 4/11; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-22 00:18:36 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/14; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 71/5; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; 22; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-22 04:18:31 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/14; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 17/2; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; 17/2; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-22 08:18:23 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; ; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/14; ; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; ; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 17/2; ; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; ; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; 17/2; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-22 12:18:31 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/14; 1/20; 
Draw; 12; ; 11; 11; ; 12; 12; ; 11; 12; 12; 12; ; 14; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 19/2; 15/2; 
Granada; 25; ; 30; 28; ; 18; 45; ; 28; 33; 40; 28; ; 55; 28; 33; 93/4; 25; 17; 25; 93/4; 33; 21; 25; 25; ; 17/2; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-22 16:18:38 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; 14; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 19/2; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; 55; 28; 33; 47/2; 25; 17; 25; 47/2; 33; 21; 25; 25; ; 23; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-22 20:18:37 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; 14; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 10; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; 55; 28; 33; 47/2; 25; 17; 25; 47/2; 33; 21; 25; 25; ; 23; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-23 00:18:24 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; 14; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 10; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; 55; 28; 33; 47/2; 25; 17; 25; 47/2; 33; 21; 25; 25; ; 23; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-23 04:18:12 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/33; 1/16; 1/12; 1/16; 1/33; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; 14; 12; 14; 27/2; 14; 9; 14; 27/2; 33/2; 11; 14; 10; ; 10; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; 55; 28; 33; 47/2; 25; 17; 25; 47/2; 33; 21; 25; 25; ; 23; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-23 08:18:10 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; ; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; 14; 12; 14; 27/2; 14; 9; 14; ; 33/2; 11; 14; 10; ; 10; 15/2; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; 55; 28; 33; 47/2; 25; 17; 25; ; 33; 21; 25; 25; ; 23; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-23 12:18:17 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; ; 1/16; 1/16; 1/18; 1/20; ; 1/20; 1/16; 1/16; 1/25; 1/16; 1/12; 1/16; ; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/14; 
Draw; 12; ; 11; 11; ; 12; 14; ; 11; 12; 12; 12; ; 14; 12; 14; 53/4; 14; 9; 14; 53/4; 33/2; 11; 14; 10; ; 10; 46/5; 
Granada; 25; ; 30; 28; ; 18; 35; ; 28; 33; 40; 28; ; 55; 28; 33; 47/2; 25; 17; 25; 47/2; 33; 21; 25; 25; ; 23; 21; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-23 20:18:17 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; ; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/16; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 12; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 10; 46/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 33; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 21; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-24 00:18:09 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; ; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 12; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 10; 41/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 33; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-24 04:18:09 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; ; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 12; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 10; 41/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 33; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-24 08:18:11 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; ; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 12; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 54/5; 41/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 33; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-24 12:18:15 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; ; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/16; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 12; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 54/5; 46/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 33; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 21; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-24 16:18:48 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 51/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 29; 41; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-24 20:18:09 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 24; 19; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-25 00:18:17 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 24; 19; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-25 04:18:16 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/14; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 12; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 30; 28; ; 18; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-25 08:18:14 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 15/2; 
Granada; 25; ; 30; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 24; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-25 12:18:14 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 15/2; 
Granada; 25; ; 30; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 24; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-25 16:23:13 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 15/2; 
Granada; 25; ; 30; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-25 20:18:22 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 15/2; 
Granada; 25; ; 33; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 60; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 24; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-26 00:18:26 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 33; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 60; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-26 04:18:19 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 3/40; 1/19; 1/16; 1/16; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 33/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 33; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 60; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-26 08:18:29 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/22; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 2/25; 1/19; 1/16; 1/16; ; 1/12; 1/25; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 31/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 33; 28; ; 40; 35; 22; 28; 33; 40; 28; 28; 60; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 23; 92/5; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-26 12:18:56 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/20; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 2/25; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 31/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 30; 28; ; 40; 30; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 28; 23; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-26 16:19:25 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/20; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 2/25; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 19/2; 14; 49/4; 31/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 30; 28; ; 40; 30; 22; 28; 33; 40; 28; 28; 55; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 28; 23; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-26 20:18:54 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/20; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/11; 1/16; 1/25; 7/100; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 12; 14; 19/2; 14; 12; 37/2; 11; 14; 9; ; 62/5; 63/5; 
Granada; 25; ; 30; 28; ; 40; 30; 22; 28; 33; 40; 28; 28; 28; 28; 33; 97/4; 25; 35/2; 25; 97/4; 33; 21; 25; 25; ; 28; 23; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-27 00:18:54 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; 1/16; 1/16; ; 1/16; 1/20; 1/14; 1/16; 1/14; 1/18; 1/20; 1/20; 1/20; 1/16; 1/16; 1/25; 1/16; 1/19; 1/16; 1/25; 7/100; 1/19; 1/16; 1/14; ; 1/12; 1/20; 
Draw; 12; ; 11; 11; ; 14; 14; 10; 11; 12; 12; 12; 10; 14; 12; 14; 49/4; 14; 23/2; 14; 49/4; 19; 11; 14; 9; ; 16; 14; 
Granada; 25; ; 30; 28; ; 40; 30; 22; 28; 33; 40; 28; 28; 28; 28; 33; 49/2; 25; 25; 25; 49/2; 33; 21; 25; 25; ; 28; 23; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-27 04:19:00 GMT+2; 2017-01-07 12:00; e70300-dr003
