META; spain/la-liga-primera/gijon-v-athletic-bilbao; 2016-07-17 08:17:47 GMT+3; 2016-08-21 17:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; ; 20/21; ; ; 4/5; 3/4; ; 8/11; ; 1; 21/20; ; 4/5; 10/11; 4/5; 10/11; ; ; ; 1/100; ; 
Draw; 12/5; ; ; ; ; ; 5/2; ; ; 5/2; 27/10; ; 12/5; ; 13/5; 5/2; ; 5/2; 12/5; 5/2; 12/5; ; ; ; 1/100; ; 
Gijon; 11/4; ; ; ; ; ; 29/10; ; ; 7/2; 3; ; 3; ; 13/5; 13/5; ; 7/2; 3; 7/2; 29/10; ; ; ; 1/100; ; 
META; spain/la-liga-primera/gijon-v-athletic-bilbao; 2016-07-17 12:17:58 GMT+3; 2016-08-21 17:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; ; 20/21; ; ; 4/5; 3/4; ; 8/11; ; 1; 21/20; ; 4/5; 10/11; 4/5; 10/11; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 5/2; ; ; 5/2; 27/10; ; 12/5; ; 13/5; 5/2; ; 5/2; 12/5; 5/2; 12/5; ; ; ; ; ; 
Gijon; 11/4; ; ; ; ; ; 29/10; ; ; 7/2; 3; ; 3; ; 13/5; 13/5; ; 7/2; 3; 7/2; 37/13; ; ; ; ; ; 
META; spain/la-liga-primera/gijon-v-athletic-bilbao; 2016-07-17 16:18:07 GMT+3; 2016-08-21 17:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; 1; 20/21; ; ; 4/5; 3/4; ; 8/11; ; 1; 21/20; ; 4/5; 10/11; 4/5; 10/11; 19/20; ; ; ; ; 
Draw; 12/5; ; ; ; ; 12/5; 5/2; ; ; 5/2; 27/10; ; 12/5; ; 13/5; 5/2; ; 5/2; 12/5; 5/2; 12/5; 27/10; ; ; ; ; 
Gijon; 11/4; ; ; ; ; 13/5; 29/10; ; ; 7/2; 3; ; 3; ; 13/5; 13/5; ; 7/2; 3; 7/2; 29/10; 33/10; ; ; ; ; 
META; spain/la-liga-primera/gijon-v-athletic-bilbao; 2016-07-17 20:18:03 GMT+3; 2016-08-21 17:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; 1; 20/21; ; ; 4/5; 3/4; ; 8/11; ; ; 21/20; ; 4/5; 10/11; 4/5; 10/11; 19/20; ; ; 1/100; ; 
Draw; 12/5; ; ; ; ; 12/5; 5/2; ; ; 5/2; 27/10; ; 12/5; ; ; 5/2; ; 5/2; 12/5; 5/2; 12/5; 27/10; ; ; 1/100; ; 
Gijon; 11/4; ; ; ; ; 13/5; 29/10; ; ; 7/2; 3; ; 3; ; ; 13/5; ; 7/2; 3; 7/2; 29/10; 33/10; ; ; 1/100; ; 
META; spain/la-liga-primera/gijon-v-athletic-bilbao; 2016-07-18 00:18:01 GMT+3; 2016-08-21 17:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; 1; 20/21; ; ; 4/5; 20/21; ; 8/11; ; 1; 21/20; ; 4/5; 10/11; 4/5; 10/11; 19/20; ; ; ; ; 
Draw; 12/5; ; ; ; ; 12/5; 5/2; ; ; 5/2; 12/5; ; 12/5; ; 13/5; 5/2; ; 5/2; 12/5; 5/2; 12/5; 27/10; ; ; ; ; 
Gijon; 11/4; ; ; ; ; 13/5; 29/10; ; ; 7/2; 14/5; ; 3; ; 13/5; 13/5; ; 7/2; 3; 7/2; 29/10; 33/10; ; ; ; ; 
