META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-29 04:18:41 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 1/4; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/17; ; ; ; ; ; 
Draw; 5; ; ; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/10; ; ; ; ; ; 
Espanyol; 9; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-29 08:18:44 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 1/4; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/17; ; ; ; ; ; 
Draw; 5; ; ; ; ; ; 19/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/10; ; ; ; ; ; 
Espanyol; 9; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-29 12:18:57 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 1/4; ; ; ; ; ; 2/7; ; ; 3/10; ; ; ; ; ; ; ; 3/10; ; 3/10; ; 6/17; ; ; ; ; ; 
Draw; 5; ; ; ; ; ; 19/4; ; ; 9/2; ; ; ; ; ; ; ; 9/2; ; 9/2; ; 47/10; ; ; ; ; ; 
Espanyol; 9; ; ; ; ; ; 9; ; ; 8; ; ; ; ; ; ; ; 8; ; 8; ; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-29 16:18:58 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 1/4; ; ; ; ; 2/7; 2/7; ; ; 3/10; ; ; ; ; ; 2/7; 2/7; 3/10; 1/4; 3/10; 5/18; 6/17; ; ; ; ; ; 
Draw; 5; ; ; ; ; 5; 19/4; ; ; 9/2; ; ; ; ; ; 5; 5; 9/2; 19/4; 9/2; 50/11; 47/10; ; ; ; ; ; 
Espanyol; 9; ; ; ; ; 9; 9; ; ; 8; ; ; ; ; ; 17/2; 17/2; 8; 19/2; 8; 31/4; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-29 20:19:18 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 3/10; ; ; 3/10; ; ; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 3/10; 6/17; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 19/4; ; ; 9/2; ; ; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 17/4; 47/10; ; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 17/2; ; ; 8; ; ; ; ; ; 15/2; 8; 8; 19/2; 8; 15/2; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-30 00:18:43 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 3/10; ; ; 3/10; ; ; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 6/17; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 19/4; ; ; 9/2; ; ; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 47/10; ; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 17/2; ; ; 8; ; ; ; ; ; 15/2; 17/2; 8; 19/2; 8; 8; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-30 04:18:49 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 3/10; ; ; 3/10; ; ; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 6/17; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 19/4; ; ; 9/2; ; ; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 47/10; ; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 17/2; ; ; 8; ; ; ; ; ; 15/2; 17/2; 8; 19/2; 8; 8; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-30 08:18:48 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 3/10; ; ; 3/10; ; ; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 6/17; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 19/4; ; ; 9/2; ; ; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 47/10; ; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 17/2; ; ; 8; ; ; ; ; ; 15/2; 17/2; 8; 19/2; 8; 8; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-30 12:19:05 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 3/10; ; ; 3/10; ; ; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 6/17; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 19/4; ; ; 9/2; ; ; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 47/10; ; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 17/2; ; ; 8; ; ; ; ; ; 15/2; 17/2; 8; 19/2; 8; 8; 9; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-30 16:19:16 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 1/3; ; ; 3/10; ; 3/10; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 1/3; 1/3; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 22/5; ; ; 9/2; ; 4; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 24/5; 21/5; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 15/2; ; ; 8; ; 8; ; ; ; 15/2; 8; 8; 19/2; 8; 8; 10; 32/5; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-30 20:19:56 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 1/3; ; ; 3/10; ; 3/10; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 1/3; 1/3; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 22/5; ; ; 9/2; ; 4; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 24/5; 21/5; ; ; ; ; 
Espanyol; 8; ; ; ; ; 9; 15/2; ; ; 8; ; 8; ; ; ; 15/2; 8; 8; 19/2; 8; 8; 10; 32/5; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-madrid; 2016-08-31 00:18:47 GMT+3; 2016-09-18 19:45; e70300-dr003
Real Madrid; 3/10; ; ; ; ; 2/7; 1/3; ; ; 3/10; ; 3/10; ; ; ; 1/3; 3/10; 3/10; 1/4; 3/10; 5/18; 1/3; 1/3; ; ; ; ; 
Draw; 9/2; ; ; ; ; 5; 22/5; ; ; 9/2; ; 4; ; ; ; 9/2; 9/2; 9/2; 19/4; 9/2; 22/5; 24/5; 21/5; ; ; ; ; 
