META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-13 20:20:31 GMT+2; 2017-01-14 12:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-18 00:19:35 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-18 04:19:02 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-18 12:19:14 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-18 16:20:13 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-18 20:19:44 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-19 00:19:00 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-19 04:18:40 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 23/20; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; 12/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-19 08:19:01 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 23/20; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/25; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 133/50; ; ; ; ; ; ; 
Leganes; 12/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 69/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-19 12:18:54 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 117/100; 15/13; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/25; 21/10; ; ; ; ; ; 
Leganes; 5/2; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 137/50; 23/10; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-19 16:18:49 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; 23/20; ; 11/10; 6/5; ; ; ; ; ; ; ; 6/5; ; 15/13; ; ; ; 15/13; 119/100; 15/13; ; ; ; ; ; 
Draw; 23/10; ; ; 21/10; ; 23/10; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; ; ; ; 21/10; 49/20; 21/10; ; ; ; ; ; 
Leganes; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 12/5; ; 27/11; ; ; ; 27/11; 27/10; 23/10; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-19 20:19:24 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; 23/20; ; 11/10; 6/5; ; ; ; ; ; ; ; 6/5; ; 15/13; 6/5; ; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 21/10; ; 23/10; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; 21/10; ; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 12/5; ; 27/11; 13/5; ; 13/5; 27/11; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-20 00:19:06 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; 23/20; ; 11/10; 6/5; ; ; ; ; ; ; ; 6/5; ; 15/13; 6/5; ; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 21/10; ; 23/10; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; 21/10; ; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 12/5; ; 5/2; 13/5; ; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-20 04:19:01 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; 23/20; ; 11/10; 6/5; ; ; ; ; ; ; ; 6/5; ; 15/13; 6/5; ; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 21/10; ; 23/10; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; 21/10; ; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 12/5; ; 5/2; 13/5; ; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-20 08:19:05 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; 23/20; ; 11/10; 6/5; ; ; ; ; ; ; ; 6/5; ; 15/13; 6/5; ; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 21/10; ; 23/10; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; 21/10; ; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 12/5; ; 5/2; 13/5; ; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-20 12:19:36 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; ; 23/20; ; 11/10; 6/5; ; ; ; ; ; ; ; 6/5; ; 15/13; 6/5; ; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 21/10; ; 23/10; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; 21/10; ; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; ; 12/5; ; 5/2; 13/5; ; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-20 16:19:42 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; ; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; ; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 5/2; 13/5; ; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-20 20:19:50 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-21 00:19:08 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-21 04:18:55 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-21 08:19:11 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 27/11; 13/5; 12/5; 13/5; 27/11; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-21 12:19:16 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-21 16:19:21 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
Leganes; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; ; ; ; 12/5; ; ; ; 12/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 27/10; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2016-12-21 20:21:26 GMT+2; 2017-01-14 12:00; e70300-dr003
Athletic Bilbao; 11/10; ; 5/4; 23/20; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; 15/13; 6/5; 6/5; 6/5; 15/13; 119/100; 15/13; 6/5; ; ; ; ; 
Draw; 23/10; ; 41/20; 21/10; ; 23/10; 11/5; ; ; ; 19/10; ; ; ; 23/10; ; 21/10; 21/10; 21/10; 21/10; 21/10; 49/20; 21/10; 21/10; ; ; ; ; 
