META; spain/la-liga-primera/granada-v-valencia; 2017-03-26 00:24:28 GMT+2; 2017-04-03 18:45; e70300-dr003
Inter; 4/11; 4/11; 2/5; 4/11; ; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 2/5; 4/11; 4/11; 2/5; 4/11; 1/3; 10/29; 1/3; 1/3; 19/50; 4/11; 10/29; 4/11; 6/17; ; 3/10; ; 
Draw; 4; 4; 19/5; 4; ; 17/4; 4; 4; 17/4; 15/4; 15/4; 15/4; 4; 15/4; 17/4; 4; 41/10; 4; 4; 41/10; 43/10; 39/10; 4; 4; 4; ; 7/2; ; 
Sampdoria; 13/2; 7; 13/2; 13/2; ; 7; 8; 13/2; 6; 13/2; 6; 13/2; 7; 7; 6; 7; 27/4; 7; 15/2; 27/4; 44/5; 6; 15/2; 13/2; 15/2; ; 31/5; ; 
META; spain/la-liga-primera/granada-v-valencia; 2017-03-30 00:24:18 GMT+3; 2017-04-09 11:00; e70300-dr003
Granada; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 33/20; ; ; ; ; ; 5/6; ; 
Valencia; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 177/100; ; ; ; ; ; 4/5; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 13/5; ; ; ; ; ; 6/4; ; 
META; spain/la-liga-primera/granada-v-valencia; 2017-04-02 04:19:46 GMT+3; ; e70300-dr003
Australia; 3; 3; ; ; 10/3; 7/2; 3; 12/5; ; 3; ; 11/4; 10/3; 3; 10/3; 3; 11/4; 3; 11/4; 11/4; 3; ; 11/4; ; ; ; 10/3; ; 
South Africa; 4; 4; ; ; 9/2; 9/2; 4; 7/2; ; 5; ; 5; 9/2; 4; 9/2; 4; 15/4; 4; 4; 15/4; 4; ; 4; ; ; ; 23/5; ; 
India; 9/2; 5; ; ; 5; 5; 5; 9/2; ; 5; ; 4; 9/2; 5; 5; 9/2; 9/2; 5; 9/2; 9/2; 5; ; 9/2; ; ; ; 11/2; ; 
England; 11/2; 9/2; ; ; 4; 4; 9/2; 11/2; ; 4; ; 9/2; 7/2; 5; 9/2; 5; 6; 11/2; 5; 6; 5; ; 5; ; ; ; 7/2; ; 
New Zealand; 6; 7; ; ; 7; 9; 7; 6; ; 7; ; 7; 8; 6; 6; 8; 13/2; 7; 13/2; 13/2; 7; ; 13/2; ; ; ; 38/5; ; 
Pakistan; 10; 10; ; ; 12; 11; 9; 12; ; 10; ; 12; 10; 10; 14; 12; 9; 10; 10; 9; 12; ; 10; ; ; ; 69/5; ; 
Sri Lanka; 10; 10; ; ; 12; 18; 12; 12; ; 10; ; 12; 14; 10; 12; 12; 11; 11; 10; 11; 12; ; 10; ; ; ; 59/5; ; 
West Indies; 12; 14; ; ; 10; 14; 12; 20; ; 16; ; 14; 14; 8; 12; 14; 12; 12; 14; 12; 16; ; 14; ; ; ; 19/2; ; 
Bangladesh; 50; 66; ; ; 50; 66; 66; 66; ; 50; ; 33; 50; 40; 50; 50; 55; 50; 50; 55; 66; ; 50; ; ; ; 33; ; 
Zimbabwe; 100; 250; ; ; 250; 250; 200; 150; ; 100; ; 250; 150; 100; 200; 250; 110; 100; 150; 110; 200; ; 150; ; ; ; 85; ; 
Ireland; 100; 250; ; ; 250; 250; 200; 375; ; 100; ; 250; 250; 100; 200; 250; 110; 200; 200; 110; 200; ; 200; ; ; ; 85; ; 
Afghanistan; 500; 250; ; ; 500; ; 500; 500; ; ; ; 500; 500; 500; 500; 500; 500; ; ; 500; 500; ; ; ; ; ; 14/5; ; 
Scotland; 1000; 1000; ; ; 1000; ; 1000; 500; ; ; ; ; ; 1000; 1000; 1000; 1000; ; ; 1000; 1000; ; ; ; ; ; ; ; 
United Arab Emirates; 1000; 1000; ; ; 1000; ; 1000; 500; ; ; ; ; ; 1000; 1000; 1000; 1000; ; ; 1000; 1000; ; ; ; ; ; ; ; 
Canada; 5000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1000; 27005; ; ; 27005; ; ; ; ; ; ; ; ; 
Netherlands; 2000; 1000; ; ; ; ; 5000; 500; ; ; ; ; ; 1000; 1000; 1000; 210075; ; ; 210075; 1000; ; ; ; ; ; ; ; 
Papua New Guinea; 2000; ; ; ; ; ; 5000; ; ; ; ; ; ; ; ; 1000; 2500; ; ; 2500; 1000; ; ; ; ; ; ; ; 
USA; 5000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-valencia; 2017-04-02 08:20:14 GMT+3; ; e70300-dr003
Tappara; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 2; ; ; ; ; ; 
TPS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/10; ; 17/4; ; ; ; ; ; 
KalPa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; 19/4; ; ; ; ; ; 
JYP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/10; ; 5; ; ; ; ; ; 
HIFK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 89/10; ; 17/2; ; ; ; ; ; 
HPK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; 23/2; ; ; ; ; ; 
Ilves; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; 17; ; ; ; ; ; 
Pelicans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 50; ; 40; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-valencia; 2017-04-02 20:18:10 GMT+3; 2017-04-01 17:30; e70300-dr003
Southampton; 13/20; 4/6; 4/6; 4/6; 8/13; 4/6; 13/20; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 13/20; 4/6; 11/17; 8/13; 4/7; 8/13; 13/20; 11/17; 7/11; 4/6; 4/6; ; ; 4/6; 4/6
Draw; 31/10; 3; 31/10; 14/5; 10/3; 3; 31/10; 3; 3; 14/5; 3; 3; 3; 16/5; 3; 29/10; 3; 29/10; 3; 3; 16/5; 29/10; 3; 3; 31/10; ; ; 3; 3
Bournemouth; 19/4; 17/4; 9/2; 9/2; 9/2; 9/2; 19/4; 9/2; 17/4; 17/4; 9/2; 9/2; 17/4; 9/2; 19/4; 9/2; 22/5; 19/4; 22/5; 50/11; 47/10; 9/2; 22/5; 17/4; 9/2; ; ; 9/2; 23/5
META; spain/la-liga-primera/granada-v-valencia; 2017-04-03 00:17:11 GMT+3; 2017-04-01 17:00; e70300-dr003
Ciro Immobile; 4/5; 5/4; 5/4; 19/20; 21/20; ; 5/6; 8/11; 5/6; 5/4; 5/4; ; 21/20; 5/4; 9/10; 19/20; 13/10; ; 5/4; ; ; ; 23/18; ; 23/18; ; ; ; 
Filip Djordjevic; 7/5; 7/4; 7/4; 29/20; 6/4; ; 5/4; ; 13/10; 7/4; 7/4; ; 27/20; 7/4; 6/5; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; 
Keita; 8/5; 13/8; 13/8; 13/10; 8/5; ; 6/4; 13/10; 8/5; 13/8; 13/8; ; 27/20; 13/8; 6/5; 16/11; 9/5; ; 19/10; ; ; ; 19/10; ; 19/10; ; ; ; 
Alessandro Rossi; ; 2; 2; 7/4; ; ; ; 13/10; 7/4; 2; 2; ; 17/10; 2; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Alessandro Murgia; ; 2; 21/10; 19/10; 19/10; ; 19/10; 6/4; 15/8; 21/10; 21/10; ; 37/20; 21/10; 7/4; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Felipe Anderson; 2; 15/8; 19/10; 13/8; 19/10; ; 19/10; 6/4; ; 19/10; 19/10; ; 17/10; 19/10; 6/4; 7/4; 21/10; ; 21/10; ; ; ; 21/10; ; 21/10; ; ; ; 
Domenico Berardi; 7/4; 9/4; 23/10; 2; 21/10; ; 19/10; 13/10; 15/8; 23/10; 23/10; ; ; 23/10; 2; 9/5; 28/13; ; 11/5; ; ; ; 11/5; ; 11/5; ; ; ; 
Mamadou Tounkara; ; 9/4; 23/10; 21/10; 21/10; ; 19/10; 6/4; 2; 23/10; 23/10; ; 2; 23/10; 2; 15/8; 37/19; ; 19/10; ; ; ; 19/10; ; 19/10; ; ; ; 
Cristiano Lombardi; 12/5; 7/4; 7/4; 29/20; 19/10; ; 13/10; 13/10; 9/4; 7/4; 7/4; ; 31/20; 7/4; 6/4; 7/4; 23/10; ; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 
Gregoire Defrel; 11/5; 9/4; 23/10; 2; 23/10; ; 21/10; 9/4; 5/2; 23/10; 23/10; ; 11/5; 23/10; 2; 11/5; 45/17; ; 13/5; ; ; ; 45/17; ; 45/17; ; ; ; 
Alessandro Matri; 11/5; 5/2; 13/5; 23/10; 13/5; ; 9/4; 9/4; 5/2; 13/5; 13/5; ; 49/20; 13/5; 13/5; 9/4; 27/10; ; 14/5; ; ; ; 37/13; ; 37/13; ; ; ; 
Antonino Ragusa; 3; 11/4; 14/5; 13/5; 11/4; ; 27/10; 9/4; 13/5; 14/5; 14/5; ; 13/5; 14/5; 3; 5/2; 14/5; ; 14/5; 14/5; ; ; 37/13; ; 37/13; ; ; ; 
Pietro Iemmello; 3; 11/4; 14/5; 13/5; 3; ; 27/10; ; 13/5; 14/5; 14/5; ; 13/5; 14/5; 3; 27/10; 31/10; ; 3; ; ; ; 31/10; ; 31/10; ; ; ; 
Sergej Milinkovic-Savic; 3; 15/8; 19/10; 13/8; 23/10; ; 13/8; 9/4; 11/4; 19/10; 19/10; ; 17/10; 19/10; ; 11/5; 16/5; ; 3; ; ; ; 16/5; ; 16/5; ; ; ; 
Luis Alberto; 10/3; 5/2; 13/5; 12/5; ; ; 3; 11/4; ; 13/5; 13/5; ; ; 13/5; 13/5; ; 28/13; ; 21/10; 28/13; ; ; 21/10; ; 21/10; ; ; ; 
Federico Ricci; 10/3; 10/3; 10/3; 14/5; 7/2; ; 3; 11/4; 7/2; 10/3; 10/3; ; 16/5; 10/3; 7/2; 31/10; 43/10; ; 21/5; ; ; ; 17/4; ; 17/4; ; ; ; 
Marco Parolo; 12/5; 2; 21/10; 19/10; 23/10; ; 21/10; 16/5; 10/3; 21/10; 21/10; ; 11/5; 21/10; 2; 2; 23/5; ; 9/2; ; ; ; 9/2; ; 9/2; ; ; ; 
Matteo Politano; 11/4; 3; 3; 14/5; 16/5; ; 3; 15/8; 9/2; 3; 3; ; 16/5; 3; 7/2; 14/5; 23/5; ; 24/5; ; ; ; 24/5; ; 24/5; ; ; ; 
Senad Lulic; 5; 5/2; 13/5; 12/5; 13/5; ; 9/4; 9/4; 10/3; 13/5; 13/5; ; 47/20; 13/5; 13/5; 23/10; 14/5; ; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; 
Nicholas Pierini; 11/2; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lucas Biglia; 12/5; 2; 2; 7/4; 21/10; ; 21/10; 11/2; 7/2; 2; 2; ; 9/2; 2; 7/4; 15/8; 13/2; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Simone Missiroli; 13/2; 4; 4; 4; 5; ; 11/2; 9/2; 6; 4; 4; ; 9/2; 4; 11/2; 9/2; 23/4; ; 6; ; ; ; 6; ; 6; ; ; ; 
Davide Biondini; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Patric; ; ; ; ; 15/2; ; 15/2; 16/5; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; 
Bastos; 17/2; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Claud Adjapong; 3; 3; 3; 14/5; 10/3; ; 3; 17/2; 7/2; 3; 3; ; 16/5; 3; 7/2; 3; 43/10; ; 21/5; ; ; ; 17/4; ; 17/4; ; ; ; 
Stefano Sensi; 17/2; 10/3; 10/3; 14/5; 4; ; 16/5; 11/2; 6; 10/3; 10/3; ; 16/5; 10/3; 4; 7/2; 25/4; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Lorenzo Pellegrini; 10/3; 11/4; 14/5; 13/5; 10/3; ; 3; 11/2; 19/5; 14/5; 14/5; ; 14/5; 14/5; 7/2; 3; 19/2; ; 19/2; 19/2; ; ; 19/2; ; 19/2; ; ; ; 
Alfred Duncan; 13/2; 17/2; 17/2; 10; 9; ; 17/2; 9; 9; 9; 17/2; ; 9; 17/2; 9; 8; 9; ; 9; 9; ; ; 9; ; 9; ; ; ; 
Luca Mazzitelli; 17/2; 11/2; 11/2; 6; 7; ; 15/2; 11/2; 17/2; 11/2; 11/2; ; 6; 11/2; 15/2; 6; 10; ; 10; ; ; ; 10; ; 10; ; ; ; 
Dusan Basta; 17/2; 15/2; 15/2; 8; 9; ; 17/2; 17/2; 10; 15/2; 15/2; ; 8; 15/2; 9; 8; 21/2; ; 11; 21/2; ; ; 11; ; 11; ; ; ; 
Francesco Magnanelli; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Jordan Lukaku; 17/2; 11; 11; 11; 10; ; 9; 13/2; ; 11; 11; ; 9; 11; 11; 17/2; 9; ; 9; ; ; ; 9; ; 9; ; ; ; 
No Goalscorer; ; ; 11; ; 11; ; 19/2; ; ; 10; 11; ; ; ; ; 9; 10; ; ; ; ; ; ; ; ; ; ; ; 
Wallace; ; 13/2; 13/2; 8; 8; ; 15/2; 17/2; ; 13/2; 13/2; ; ; 13/2; 8; 7; 21/2; ; 11; ; ; ; 11; ; 11; ; ; ; 
Alberto Aquilani; 11/2; 9/2; 9/2; 9/2; 11/2; ; 11/2; 9/2; 7; 9/2; 9/2; ; ; 9/2; 11/2; 5; 23/2; ; 23/2; 23/2; ; ; 23/2; ; 23/2; ; ; ; 
Stefan de Vrij; 17/2; 15/2; 15/2; 8; 9; ; 17/2; 17/2; 10; 15/2; 15/2; ; 8; 15/2; 9; 8; 23/2; ; 12; ; ; ; 12; ; 12; ; ; ; 
Wesley Hoedt; 10; 9/2; 9/2; 5; 7; ; 17/2; 9; 7; 9/2; 9/2; ; 6; 9/2; 15/2; 13/2; 12; ; 12; 12; ; ; 12; ; 12; ; ; ; 
Luca Antei; 14; 11; 11; 10; 12; ; 12; 11; 12; 11; 11; ; 9; 11; 11; 11; ; ; ; ; ; ; ; ; ; ; ; ; 
Stefan Radu; 17/2; 8; 8; 11; 10; ; 9; 11; 9; 8; 8; ; 9; 8; 9; 9; 14; ; 14; ; ; ; 14; ; 14; ; ; ; 
Francesco Acerbi; 10; 6; 6; 6; 17/2; ; 17/2; 13; 9; 6; 6; ; 7; 6; 8; 15/2; 18; ; 18; ; ; ; 18; ; 18; ; ; ; 
Luca Crecco; ; 18; 18; 16; ; ; ; ; 14; 18; 18; ; 14; 18; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Federico Peluso; 14; 18; 18; 16; 18; ; 13; 11; 18; 18; 18; ; 14; 18; 16; 14; 20; ; 20; 20; ; ; 20; ; 20; ; ; ; 
Paolo Cannavaro; 14; 12; 12; 12; 14; ; 12; 13; 16; 12; 12; ; 14; 12; 11; 12; 19; ; 20; ; ; ; 20; ; 20; ; ; ; 
Timo Letschert; 14; 9; 9; 10; 12; ; 12; 13; 11; 9; 9; ; 9; 9; 11; 11; 20; ; 20; 20; ; ; 20; ; 20; ; ; ; 
Cristian DellOrco; 12; 14; 14; 16; 16; ; 13; 13; 18; 14; 14; ; 16; 14; 16; 14; 23; ; 23; 23; ; ; 23; ; 23; ; ; ; 
Pol Lirola; 10; 7; 7; 15/2; 17/2; ; 17/2; 9; ; 7; 7; ; 8; 7; 9; 15/2; 45/2; ; 23; ; ; ; 23; ; 23; ; ; ; 
Marcello Gazzola; 14; 28; 28; 33; 22; ; 28; 13; 20; 28; 28; ; 16; 28; 20; 18; 20; ; 20; ; ; ; 20; ; 20; ; ; ; 
META; spain/la-liga-primera/granada-v-valencia; 2017-04-03 08:16:49 GMT+3; 2017-04-01 15:00; e70300-dr003
Draw 1-1; 5; 11/2; ; 6; 11/2; 19/4; 6; 11/2; 5; 11/2; 5; 5; ; ; 11/2; 11/2; 25/4; 11/2; 6; ; ; 49/10; 6; 5; 6; ; 6; ; 
AaB 1-0; 15/2; 15/2; ; 15/2; 7; 13/2; 15/2; 15/2; 7; 15/2; 7; 7; ; ; 7; 7; 31/4; 7; 17/2; ; ; 15/2; 17/2; 7; 17/2; ; 17/2; ; 
AaB 2-1; 8; 8; ; 8; 15/2; 15/2; 8; 8; 8; 15/2; 15/2; 7; ; ; 8; 15/2; 17/2; 33/4; 17/2; ; ; 81/10; 17/2; 15/2; 17/2; ; 9; 39/5; 
Draw 0-0; 10; 9; ; 10; 9; 19/2; 17/2; 17/2; 10; 10; 10; 9; ; ; 10; 17/2; 33/4; 27/4; 9; ; ; 10; 9; ; 9; ; 59/5; ; 
