META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-10 20:19:53 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 69/50; 5/4; 7/5; 5/4; ; 6/5; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 43/20; 85/40; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 109/50; 19/10; 2; 21/10; ; 19/10; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 64/25; 23/10; 12/5; 23/10; ; 2; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-28 00:19:05 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 33/25; 5/4; 7/5; 5/4; ; 6/5; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 43/20; 85/40; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 113/50; 19/10; 2; 21/10; ; 19/10; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 2; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-28 04:19:04 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 33/25; 5/4; 7/5; 5/4; ; 6/5; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 43/20; 85/40; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 113/50; 19/10; 2; 21/10; ; 19/10; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 2; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-28 08:19:03 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 33/25; 5/4; 7/5; 5/4; ; 6/5; 6/5; 
Sevilla; 11/5; ; 41/20; 21/10; ; 43/20; 85/40; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 56/25; 19/10; 2; 21/10; ; 19/10; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 40/17; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; 12/5; 23/10; ; 2; 21/10; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-28 12:19:16 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 5/4; 129/100; 5/4; 7/5; 5/4; ; 5/4; 5/4; 
Sevilla; 11/5; ; 41/20; 21/10; ; 43/20; 85/40; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 2; 39/19; 58/25; 19/10; 2; 21/10; ; 19/10; 19/10; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-28 16:19:01 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 129/100; 5/4; 13/10; 5/4; ; 5/4; 5/4; 
Sevilla; 11/5; ; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-28 20:19:05 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; ; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 129/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; ; 41/20; 21/10; ; 11/5; 85/40; 19/10; 2; 21/10; 2; 21/10; 19/10; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; ; 49/20; 12/5; ; 12/5; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-29 00:19:07 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 6/5; 129/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-29 04:19:02 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 129/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-29 08:19:07 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 129/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 19/10; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-29 12:19:18 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 129/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-29 16:19:27 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 53/20; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-29 20:19:09 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; ; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; ; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 53/20; 23/10; 12/5; 23/10; ; 23/10; ; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-30 00:19:01 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 53/20; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-30 08:19:06 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 19/10; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 53/20; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-30 12:19:38 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 19/10; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 53/20; 23/10; 12/5; 23/10; ; 23/10; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-30 16:19:22 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 53/20; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-30 20:19:39 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; ; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 127/100; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; ; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; ; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 131/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-31 00:19:01 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 13/10; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-31 04:19:04 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 13/10; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 11/5; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 57/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-31 08:18:55 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 13/10; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 57/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-31 12:19:14 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 5/4; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 57/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-31 16:19:51 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 5/4; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-31 20:19:17 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 5/4; 27/20; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-01 00:19:05 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-01 04:19:02 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-01 08:19:16 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-01 12:19:25 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 58/25; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 129/50; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-01 16:19:13 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 
