META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-11 00:18:31 GMT+2; 2017-01-08 11:00; e70300-dr003
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-23 08:18:19 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 10/21; 11/21; 8/15; 1/2; ; 14/25; 1/2; 11/21; 1/2; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 29/10; 3; 3; 3; ; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; ; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-23 12:18:26 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; ; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 1/2; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; ; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 29/10; 3; 3; 3; ; 61/20; 14/5; 3; 14/5; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; ; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 6; 6; 5; 6; ; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-23 16:18:25 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-23 20:18:26 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-24 00:18:19 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-24 04:18:19 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-24 08:18:20 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-24 12:18:25 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; ; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; ; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; ; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-24 16:18:57 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-24 20:18:19 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 5; 6; 6; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-25 00:18:27 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 1/33; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/11; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 4/11; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-25 04:18:25 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/7; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 5/6; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-25 08:18:27 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 27/10; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 28/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-25 12:18:23 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 4/7; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 5/6; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-25 16:23:43 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-25 20:18:32 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-26 00:18:35 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-26 04:18:28 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 14/25; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 61/20; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 67/10; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-26 08:18:39 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 4/7; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-26 12:19:07 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-26 16:19:34 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 11/2; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-26 20:19:04 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 27/10; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 28/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-27 00:19:04 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 27/10; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 28/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-27 04:19:09 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 27/10; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 28/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-27 08:19:03 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 27/10; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 28/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-27 12:19:06 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 27/10; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 28/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-27 16:19:03 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-27 20:19:17 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-28 00:19:07 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-28 04:19:06 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-28 08:19:05 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 5; 6; 6; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-28 12:19:19 GMT+2; 2017-01-08 11:00; e70300-dr003
