META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-13 20:20:28 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-14 00:19:12 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-14 08:19:16 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-14 12:20:02 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-14 16:20:22 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-14 20:20:33 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-15 00:19:34 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-15 04:19:32 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-15 08:19:36 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-15 12:30:08 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-15 16:19:48 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
