META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-13 20:20:28 GMT+2; 2017-01-13 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-15 20:19:46 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-16 00:19:29 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-16 04:19:22 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-16 08:19:19 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-16 12:20:37 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-16 16:21:01 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-17 00:19:50 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-17 04:19:59 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-17 08:19:51 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-17 12:19:58 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-17 16:20:09 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-17 20:19:52 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-18 00:19:32 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-18 04:18:59 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-18 12:19:10 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-18 16:20:09 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-18 20:19:40 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-19 00:18:58 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-19 04:18:36 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; 9/5; ; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-19 08:18:59 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; ; ; ; ; ; ; 
Real Sociedad; 9/5; ; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-19 12:18:52 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 161/100; 7/5; ; ; ; ; ; 
Real Sociedad; 9/5; ; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/50; 17/10; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-19 16:18:47 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; 8/5; ; 6/4; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 17/11; ; ; ; 17/11; 169/100; 7/5; ; ; ; ; ; 
Real Sociedad; 9/5; ; ; 7/4; ; 9/5; 7/4; ; ; ; ; ; ; ; 7/4; 9/5; 17/10; ; ; ; 17/10; 48/25; 17/10; ; ; ; ; ; 
Draw; 9/4; ; ; 11/5; ; 9/4; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 11/5; ; ; ; 11/5; 23/10; 9/4; ; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-19 20:19:21 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; 8/5; ; 6/4; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 17/11; 28/17; ; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; ; 7/4; ; 9/5; 7/4; ; ; ; ; ; ; ; 7/4; 9/5; 17/10; 17/10; ; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; ; 11/5; ; 9/4; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 11/5; 11/5; ; 11/5; 11/5; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-20 00:19:04 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; 8/5; ; 6/4; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 17/11; 28/17; ; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; ; 7/4; ; 9/5; 7/4; ; ; ; ; ; ; ; 7/4; 9/5; 17/10; 17/10; ; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; ; 11/5; ; 9/4; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 11/5; 11/5; ; 11/5; 11/5; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-20 04:18:59 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; 13/8; ; 6/4; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 17/11; 28/17; ; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; ; 7/4; ; 9/5; 7/4; ; ; ; ; ; ; ; 7/4; 9/5; 17/10; 17/10; ; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; ; 11/5; ; 9/4; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 28/13; 11/5; ; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-20 08:19:03 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; 13/8; ; 6/4; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 17/11; 28/17; ; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; ; 7/4; ; 9/5; 7/4; ; ; ; ; ; ; ; 7/4; 9/5; 17/10; 17/10; ; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; ; 11/5; ; 9/4; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 28/13; 11/5; ; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-20 12:19:34 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; ; 13/8; ; 6/4; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 17/11; 28/17; ; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; ; 7/4; ; 9/5; 7/4; ; ; ; ; ; ; ; 7/4; 9/5; 17/10; 17/10; ; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; ; 11/5; ; 9/4; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 28/13; 11/5; ; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-20 16:19:40 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 17/11; 28/17; ; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; ; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 12/5; 28/13; 11/5; ; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-20 20:19:46 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 17/11; 28/17; 17/11; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 12/5; 28/13; 11/5; 11/5; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-21 00:19:06 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 17/11; 28/17; 17/11; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 12/5; 28/13; 11/5; 11/5; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-21 04:18:53 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 17/11; 28/17; 17/11; 13/8; 17/11; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 12/5; 28/13; 11/5; 11/5; 11/5; 28/13; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-21 08:19:08 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 8/5; 28/17; 17/11; 13/8; 8/5; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-21 12:19:14 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 8/5; 28/17; 17/11; 13/8; 8/5; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-21 16:19:18 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 8/5; 28/17; 17/11; 13/8; 8/5; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
Draw; 9/4; ; 23/10; 11/5; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 23/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 23/10; 9/4; 11/5; ; ; ; ; 
META; spain/la-liga-primera/malaga-v-real-sociedad; 2016-12-21 20:21:23 GMT+2; 2017-01-13 19:45; e70300-dr003
Malaga; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; ; ; 31/20; ; ; ; 8/5; 8/5; 8/5; 28/17; 17/11; 13/8; 8/5; 169/100; 7/5; 28/17; ; ; ; ; 
Real Sociedad; 9/5; ; 7/4; 7/4; ; 9/5; 7/4; ; ; ; 33/20; ; ; ; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 17/10; 48/25; 17/10; 17/10; ; ; ; ; 
