META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-18 20:20:52 GMT+2; 2017-04-05 17:30; e70300-dr003
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 21/4; ; 11/2; 11/2; 51/10; 17/4; ; ; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 17/2; 9; ; 9; 9; 31/4; 9; ; ; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-24 20:19:40 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 2/7; 3/10; ; 2/7; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 5; 5; ; 11/2; 11/2; ; 11/2; 5; 5; 5; 21/4; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 17/2; 7; ; 17/2; 19/2; ; 8; 17/2; 17/2; 17/2; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-25 00:20:00 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; ; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; ; 5; 5; 21/4; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; ; 9; 17/2; 9; ; 9; 9; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-25 04:19:48 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 6; ; 11/2; 5; ; 11/2; 6; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 26/5; 17/4; ; 26/5; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 9; ; 8; 17/2; 9; 17/2; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-25 08:19:49 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 2/7; 3/10; ; 2/7; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 6; ; 5; 5; ; 11/2; 6; ; 11/2; 5; 5; 5; 11/2; ; 11/2; 11/2; 26/5; 17/4; ; 26/5; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 17/2; 7; ; 17/2; 9; ; 8; 17/2; 17/2; 17/2; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-25 12:17:00 GMT+2; 2017-04-01 16:30; e70300-dr003
Alexander Meier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; 23/5; ; 23/5; ; ; ; 
Lars Stindl; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; ; 51/10; ; 51/10; ; ; ; 
Branimir Hrgota; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; 6; ; 6; ; ; ; 
Raffael; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Andre Hahn; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; 7; ; 7; ; ; ; 
Haris Seferovic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7; ; ; ; 7; ; 7; ; ; ; 
Marco Fabian; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/2; ; ; ; 15/2; ; 15/2; ; ; ; 
Josip Drmic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8; ; ; ; 8; ; 8; ; ; ; 
Thorgan Hazard; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8; ; ; ; 8; ; 8; ; ; ; 
Ante Rebic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Aymen Barkok; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Danny Blum; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Fabian Johnson; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Mijat Gacinovic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Shani Tarashaj; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Patrick Herrmann; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; 10; ; 10; ; ; ; 
Ibrahima Traore; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/2; ; ; ; 21/2; ; 21/2; ; ; ; 
Laszlo Benes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11; ; ; ; 11; ; 11; ; ; ; 
Jonas Hofmann; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; ; ; 13; ; 13; ; ; ; 
Mahmoud Dahoud; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; ; ; 13; ; 13; ; ; ; 
Marc Stendera; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; ; ; 13; ; 13; ; ; ; 
Max Besuschkow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; ; ; 13; ; 13; ; ; ; 
Djibril Sow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14; ; ; ; 14; ; 14; ; ; ; 
Christoph Kramer; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15; ; ; ; 15; ; 15; ; ; ; 
Oscar Wendt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15; ; ; ; 15; ; 15; ; ; ; 
Jannik Vestergaard; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 19; ; 19; ; ; ; 
Nico Schulz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 19; ; 19; ; ; ; 
Tobias Strobl; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 19; ; 19; ; ; ; 
Tsiy William Ndenge; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; 19; ; 19; ; ; ; 
Andersson Ordonez; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21; ; ; ; 21; ; 21; ; ; ; 
Bastian Oczipka; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21; ; ; ; 21; ; 21; ; ; ; 
Omar Mascarell; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21; ; ; ; 21; ; 21; ; ; ; 
Timothy Chandler; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21; ; ; ; 21; ; 21; ; ; ; 
David Abraham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24; ; ; ; 24; ; 24; ; ; ; 
Slobodan Medojevic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24; ; ; ; 24; ; 24; ; ; ; 
Andreas Christensen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25; ; ; ; 25; ; 25; ; ; ; 
Julian Korb; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25; ; ; ; 25; ; 25; ; ; ; 
Marvin Schulz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25; ; ; ; 25; ; 25; ; ; ; 
Nico Elvedi; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25; ; ; ; 25; ; 25; ; ; ; 
Jesus Vallejo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 28; ; ; ; 28; ; 28; ; ; ; 
Guillermo Varela; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34; ; ; ; 34; ; 34; ; ; ; 
Marco Russ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34; ; ; ; 34; ; 34; ; ; ; 
Mamadou Doucoure; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 35; ; ; ; 35; ; 35; ; ; ; 
Tony Jantschke; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 35; ; ; ; 35; ; 35; ; ; ; 
Michael Hector; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45; ; ; ; 45; ; 45; ; ; ; 
Taleb Tawatha; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45; ; ; ; 45; ; 45; ; ; ; 
Yanni Regasel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45; ; ; ; 45; ; 45; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-25 20:18:57 GMT+2; ; e70300-dr003
Tappara; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 21/10; ; ; ; ; ; 
TPS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/10; ; 19/5; ; ; ; ; ; 
JYP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 79/20; ; 7/2; ; ; ; ; ; 
KalPa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 49/10; ; 11/2; ; ; ; ; ; 
HIFK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 89/10; ; 17/2; ; ; ; ; ; 
HPK; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 89/10; ; 14; ; ; ; ; ; 
Ilves; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; 17; ; ; ; ; ; 
Pelicans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25; ; 25; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 00:18:00 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 17/2; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 00:23:56 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 17/2; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 04:18:44 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 51/10; 17/4; ; 51/10; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 08:18:41 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 12:19:12 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 16:20:33 GMT+2; 2017-04-02 13:30; e70300-dr003
CSKA Moscow; 2/7; ; ; ; ; 2/7; ; ; ; ; 2/7; 2/7; ; ; ; ; 5/18; ; 1/4; 5/18; 3/10; ; 5/18; ; 2/7; ; ; ; 
Draw; 7/2; ; ; ; ; 7/2; ; ; ; ; 18/5; 7/2; ; ; ; ; 18/5; ; 7/2; 18/5; 47/10; ; 37/10; ; 37/10; ; ; ; 
Krylya Sovetov Samara; 10; ; ; ; ; 10; ; ; ; ; 11; 10; ; ; ; ; 10; ; 11; 10; 23/2; ; 11; ; 11; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-26 20:19:50 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; 1/50; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 67/13; 57/10; 53/10; ; ; ; ; 1/50; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; 1/50; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-27 08:17:29 GMT+2; 2017-04-04 19:45; e70300-dr003
Draw 1-1; 11/2; 5; 11/2; 11/2; ; 19/4; 11/2; ; 19/4; 5; 5; 5; ; 11/2; 5; 5; 6; ; ; 6; ; 5; ; ; ; ; ; ; 
Burnley 1-0; 7; 6; 15/2; 13/2; ; 11/2; 7; ; 13/2; 13/2; 13/2; 13/2; ; 7; 13/2; 6; 7; ; ; 7; ; 13/2; ; ; ; ; ; ; 
Draw 0-0; 8; 8; 17/2; 8; ; 7; 7; ; 15/2; 8; 8; 7; ; 17/2; 15/2; 7; 13/2; ; ; 13/2; ; 41/5; ; ; ; ; ; ; 
Stoke 1-0; 8; 7; 17/2; 15/2; ; 13/2; 8; ; 7; 7; 15/2; 7; ; 8; 7; 7; 31/4; ; ; 31/4; ; 36/5; ; ; ; ; ; ; 
Burnley 2-1; 10; 17/2; 9; 17/2; ; 8; 9; ; 9; 17/2; 17/2; 9; ; 9; 8; 17/2; 39/4; ; ; 39/4; ; 9; ; ; ; ; ; ; 
Stoke 2-1; 11; 9; 11; 10; ; 9; 21/2; ; 9; 9; 10; 10; ; 10; 9; 9; 43/4; ; ; 43/4; ; 10; ; ; ; ; ; ; 
Burnley 2-0; 11; 10; 12; 11; ; 10; 12; ; 10; 10; 11; 10; ; 11; 10; 10; 11; ; ; 11; ; 11; ; ; ; ; ; ; 
Stoke 2-0; 14; 12; 15; 14; ; 12; 15; ; 12; 12; 14; 12; ; 14; 12; 12; 27/2; ; ; 27/2; ; 13; ; ; ; ; ; ; 
Draw 2-2; 16; 14; 15; 16; ; 12; 15; ; 14; 12; 14; 14; ; 14; 12; 14; 67/4; ; ; 67/4; ; 15; ; ; ; ; ; ; 
Burnley 3-1; 22; 20; 22; 20; ; 16; 21; ; 22; 20; 20; 20; ; 20; 18; 18; 22; ; ; 22; ; 22; ; ; ; ; ; ; 
Burnley 3-0; 25; 25; 25; 25; ; 20; 28; ; 25; 22; 25; 22; ; 25; 22; 22; 97/4; ; ; 97/4; ; 26; ; ; ; ; ; ; 
Stoke 3-1; 28; 25; 25; 25; ; 20; 28; ; 25; 22; 25; 22; ; 25; 20; 22; 51/2; ; ; 51/2; ; 27; ; ; ; ; ; ; 
Stoke 3-0; 33; 33; 35; 33; ; 25; 35; ; 33; 28; 33; 28; ; 33; 25; 28; 121/4; ; ; 121/4; ; 35; ; ; ; ; ; ; 
Burnley 3-2; 33; 33; 33; 33; ; 25; 30; ; 33; 28; 28; 28; ; 33; 25; 28; 135/4; ; ; 135/4; ; 39; ; ; ; ; ; ; 
Stoke 3-2; 40; 40; 35; 40; ; 28; 35; ; 40; 33; 33; 33; ; 33; 25; 33; 145/4; ; ; 145/4; ; 43; ; ; ; ; ; ; 
Any Other Score; ; ; 45; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; 48; ; ; ; ; ; ; 
Burnley 4-1; 50; 50; 60; 50; ; 50; 60; ; 66; 50; 55; 50; ; 50; 50; 50; 99/2; ; ; 99/2; ; 70; ; ; ; ; ; ; 
Burnley 4-0; 50; 66; 70; 66; ; 50; 66; ; 80; 50; 60; 50; ; 70; 50; 50; 217/4; ; ; 217/4; ; 80; ; ; ; ; ; ; 
Draw 3-3; 66; 66; 66; 66; ; 50; 66; ; 80; 50; 60; 50; ; 70; 50; 50; 123/2; ; ; 123/2; ; 90; ; ; ; ; ; ; 
Stoke 4-1; 66; 66; 75; 66; ; 50; 70; ; 80; 66; 66; 50; ; 80; 50; 50; 59; ; ; 59; ; 90; ; ; ; ; ; ; 
Burnley 4-2; 80; 80; 85; 80; ; 66; 90; ; 100; 80; 70; 66; ; 90; 66; 66; 265/4; ; ; 265/4; ; 110; ; ; ; ; ; ; 
Stoke 4-0; 80; 80; 100; 80; ; 80; 90; ; 100; 80; 80; 66; ; 100; 80; 66; 265/4; ; ; 265/4; ; 110; ; ; ; ; ; ; 
Stoke 4-2; 80; 80; 100; 100; ; 80; 100; ; 100; 90; 80; 66; ; 100; 80; 66; 147/2; ; ; 147/2; ; 130; ; ; ; ; ; ; 
Burnley 5-0; 150; 200; ; 200; ; 150; 175; ; 100; 150; 125; 100; ; 200; 150; 100; 367/4; ; ; 367/4; ; ; ; ; ; ; ; ; 
Burnley 5-1; 150; 150; ; 200; ; 150; 150; ; 100; 125; 125; 100; ; 150; 100; 100; 88; ; ; 88; ; ; ; ; ; ; ; ; 
Burnley 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 8-0; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 8-1; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 9-0; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 8-0; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 8-1; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 9-0; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 7-0; ; ; ; ; ; ; 225; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 7-1; ; ; ; ; ; ; 225; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 4-3; 150; 200; 175; 125; ; 100; 150; ; ; 125; 125; 100; ; 150; 100; 100; 367/4; ; ; 367/4; ; 250; ; ; ; ; ; ; 
Burnley 5-2; 250; 200; ; 250; ; 200; 200; ; ; 175; 150; 100; ; 200; 200; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 5-0; 250; 250; ; 250; ; 250; 250; ; 100; 225; 150; 100; ; 250; 250; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 5-1; 200; 200; ; 250; ; 200; 200; ; 100; 175; 150; 100; ; 200; 200; 125; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 4-3; 150; 200; 175; 125; ; 150; 175; ; ; 150; 125; 100; ; 150; 125; 100; 94; ; ; 94; ; 270; ; ; ; ; ; ; 
Stoke 5-2; 300; 250; ; 250; ; 250; 250; ; ; 225; 150; 150; ; 250; 250; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 5-3; ; 250; ; ; ; ; 325; ; ; 300; 150; ; ; 300; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 5-3; ; 250; ; ; ; ; 350; ; ; 325; 200; ; ; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 5-4; ; ; ; ; ; ; ; ; ; 475; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 6-0; ; 250; ; 500; ; ; 350; ; 100; 350; 200; ; ; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 6-1; ; 250; ; 500; ; ; 350; ; ; 325; 200; ; ; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 6-2; ; 250; ; 500; ; ; 350; ; ; 400; 200; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 7-0; ; ; ; 500; ; ; 225; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burnley 7-1; ; ; ; 500; ; ; 225; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; 500; 250; 250; 200; ; ; 300; ; ; 275; 150; ; ; 300; ; 200; ; ; ; ; ; 350; ; ; ; ; ; ; 
Stoke 5-4; ; ; ; ; ; ; ; ; ; 500; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 6-0; ; 250; ; 500; ; ; 350; ; 100; 450; 200; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 6-1; ; 250; ; 500; ; ; 350; ; ; 400; 200; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Stoke 6-2; ; 250; ; 500; ; ; 350; ; ; 475; 200; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-27 12:05:23 GMT+3; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; 1/25; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 5; 57/10; 53/10; ; ; ; ; 4/11; ; 
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 9; 31/4; 9; ; 8; 10; 67/10; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-27 16:18:18 GMT+3; 2017-04-05 17:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; 1/25; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 67/13; 17/4; ; 5; 57/10; 53/10; ; ; ; ; 4/11; ; 
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 9; 31/4; 9; ; 8; 10; 67/10; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-27 20:19:05 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; 1/25; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; ; 11/2; 11/2; 51/10; 17/4; ; 51/10; 57/10; 53/10; ; ; ; ; 4/11; ; 
