META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-08 20:20:08 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; ; 29/5; ; ; ; ; ; ; 
Eibar; ; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 27/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 00:19:28 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; ; 29/5; ; ; ; ; 4/11; ; 
Eibar; ; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 27/2; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 04:19:10 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; ; 29/5; ; ; ; ; 4/11; ; 
Eibar; ; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 27/2; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 12:19:34 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 3/10; 2/7; ; ; ; ; ; ; 5/19; ; 1/4; ; 5/19; 1/4; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; 5; 19/4; ; ; ; ; ; ; 49/11; ; 9/2; ; 49/11; 29/5; ; ; ; ; 4/11; ; 
Eibar; ; ; ; ; ; ; ; ; 17/2; 9; ; ; ; ; ; ; 9; ; 10; ; 9; 27/2; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 16:20:05 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; ; ; ; 2/7; 1/4; ; 3/10; 2/7; ; ; 1/4; ; 2/7; 2/7; 3/11; ; 1/4; ; 3/11; 1/4; 1/4; ; ; ; 1/20; ; 
Draw; 5; ; ; ; ; 5; 5; ; 5; 19/4; ; ; 5; ; 5; 5; 24/5; ; 9/2; ; 24/5; 29/5; 24/5; ; ; ; 4/11; ; 
Eibar; 9; ; ; ; ; 9; 10; ; 17/2; 9; ; ; 10; ; 9; 10; 15/2; ; 10; ; 15/2; 27/2; 15/2; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 20:19:54 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; ; ; ; 2/7; 1/4; ; 3/10; 2/7; ; ; 1/4; ; 2/7; 1/4; 3/13; 1/4; 1/4; 3/13; 1/4; 1/4; 3/11; ; ; 1/20; ; 
Barcelona; 2/7; 3/10; 3/10; 2/7; 2/7; 3/10; 2/7; 1/4; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 3/10; ; 5/18; 2/7; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 9/2; 19/4; 5; 49/10; 9/2; 23/5; 49/10; 26/5; ; 23/5; 9/2; ; 23/5; 24/5; 5
Eibar; 9; 17/2; 10; 9; 9; 17/2; 9; 9; 8; 17/2; 17/2; 10; 10; 9; 8; 9; 39/4; 10; 19/2; 39/4; 21/2; ; 19/2; 15/2; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-20 04:19:02 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 2/7; 3/10; 2/7; 1/4; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 30/100; 3/10; 5/19; 1/4; 1/4; 5/19; 29/100; 3/10; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 9/2; 19/4; 5; 49/10; 19/4; 23/5; 49/10; 11/2; 5; 23/5; 5; ; 23/5; 24/5; 5
Eibar; 9; 17/2; 10; 10; 9; 17/2; 9; 9; 8; 17/2; 17/2; 10; 10; 9; 8; 9; 39/4; 19/2; 19/2; 39/4; 21/2; 41/5; 19/2; 17/2; ; 9; 46/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-20 08:19:12 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 1/4; 3/10; 3/10; 3/10; 3/10; 2/7; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 29/100; 3/10; 5/18; 3/10; ; 3/10; 2/7; 3/10
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 9/2; 19/4; 5; 49/10; 5; 23/5; 49/10; 11/2; 5; 23/5; 5; ; 23/5; 24/5; 5
Eibar; 17/2; 17/2; 10; 10; 9; 17/2; 9; 9; 8; 17/2; 8; 10; 10; 9; 8; 9; 39/4; 10; 19/2; 39/4; 21/2; 41/5; 19/2; 17/2; ; 9; 46/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-20 12:21:14 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 1/4; 3/10; 3/10; 3/10; 3/10; 2/7; 2/7; 30/100; 3/10; 3/11; 5/19; 1/4; 3/11; 31/100; 3/10; 5/18; 3/10; ; 2/7; 3/10; 3/10
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 9/2; 19/4; 5; 49/10; 5; 23/5; 49/10; 26/5; 5; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 8; 10; 9; 9; 17/2; 17/2; 9; 8; 17/2; 8; 10; 10; 9; 8; 9; 19/2; 10; 19/2; 19/2; 10; 41/5; 19/2; 8; ; 9; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-20 16:21:37 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 1/3; 3/10; 3/10; 3/10; 2/7; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 5/18; 5/19; 1/4; 5/18; 31/100; 3/10; 5/18; 3/10; ; 2/7; 3/10; 3/10
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 9/2; 19/4; 5; 94/19; 5; 23/5; 94/19; 26/5; 5; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 8; 9; 17/2; 9; 8; 17/2; 9; 8; 8; 8; 10; 9; 17/2; 15/2; 9; 39/4; 10; 19/2; 39/4; 10; 41/5; 19/2; 17/2; ; 9; 46/5; 9
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-20 20:20:08 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 1/3; 1/3; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 3/10; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 19/4; 9/2; 19/4; 9/2; 19/4; 9/2; 19/4; 9/2; 9/2; 5; 49/10; 5; 23/5; 49/10; 5; 5; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 15/2; 9; 9; 17/2; 8; 8; 9; 8; 8; 15/2; 10; 9; 17/2; 15/2; 9; 37/4; 10; 19/2; 37/4; 19/2; 41/5; 19/2; 8; ; 17/2; 43/5; 9
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 00:19:33 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 1/3; 1/3; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 3/10; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 49/10; 5; 23/5; 49/10; 5; 5; 23/5; 5; ; 5; 5; 5
Eibar; 17/2; 15/2; 9; 9; 9; 8; 9; 9; 8; 8; 8; 10; 9; 10; 15/2; 9; 37/4; 10; 19/2; 37/4; 19/2; 41/5; 19/2; 8; ; 9; 43/5; 9
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 04:19:26 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 1/3; 1/3; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 3/10; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 49/10; 5; 23/5; 49/10; 5; 5; 23/5; 5; ; 5; 5; 5
Eibar; 17/2; 15/2; 9; 9; 9; 8; 9; 9; 8; 8; 8; 10; 9; 10; 15/2; 9; 9; 10; 19/2; 9; 19/2; 41/5; 19/2; 8; ; 9; 46/5; 47/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 08:19:45 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 1/3; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 3/10; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 94/19; 5; 23/5; 94/19; 5; 5; 23/5; 5; ; 5; 5; 5
Eibar; 17/2; 17/2; 9; 9; 9; 8; 9; 9; 8; 8; 8; 10; 9; 10; 15/2; 9; 9; 10; 19/2; 9; 19/2; 41/5; 19/2; 8; ; 9; 46/5; 47/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 16:20:43 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 1/3; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; ; 3/10; 1/3; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 4/13; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; ; 24/5; 9/2; 5; 94/19; 5; 23/5; 94/19; 5; 96/19; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; ; 10; 15/2; 9; 9; 10; 19/2; 9; 19/2; 8; 19/2; 8; ; 19/2; 46/5; 49/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 19:48:30 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 1/3; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 4/13; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 5; 5; 23/5; 5; 5; 96/19; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; 9; 10; 9; 9; 17/2; 10; 19/2; 17/2; 19/2; 8; 19/2; 8; ; 9; 48/5; 19/2
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 20:20:18 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 1/4; 2/7; 33/100; 4/13; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 5; 5; 23/5; 5; 5; 96/19; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; 9; 10; 9; 9; 17/2; 10; 19/2; 17/2; 19/2; 8; 19/2; 8; ; 9; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 21:47:55 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 3/10; 5/19; 1/4; 3/10; 33/100; 4/13; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 5; 5; 23/5; 5; 5; 96/19; 23/5; 5; ; 24/5; 24/5; 5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; 9; 10; 9; 9; 17/2; 10; 19/2; 17/2; 19/2; 8; 19/2; 8; ; 9; 48/5; 47/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-21 23:47:10 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 5; 5; 5; 5; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; 9; 11; 9; 9; 35/4; 10; 17/2; 35/4; 44/5; 8; 17/2; 17/2; ; 9; 46/5; 46/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 00:19:31 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 5; 5; 5; 5; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; 9; 11; 9; 9; 17/2; 10; 17/2; 17/2; 44/5; 8; 17/2; 17/2; ; 9; 48/5; 48/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 00:48:47 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/4; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 24/5; 9/2; 5; 5; 5; 5; 5; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 9; 17/2; 9; 8; 9; 9; 8; 8; 8; 10; 9; 11; 9; 9; 17/2; 10; 17/2; 17/2; 44/5; 8; 17/2; 17/2; ; 19/2; 48/5; 46/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 01:46:39 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 5; 5; 5; 5; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 9; 17/2; 17/2; 8; 9; 9; 8; 8; 8; 10; 9; 9; 9; 9; 17/2; 10; 17/2; 17/2; 44/5; 8; 17/2; 17/2; ; 9; 46/5; 46/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 03:46:46 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 5; 5; 5; 5; 26/5; 96/19; 5; 5; ; 5; 26/5; 26/5
Eibar; 17/2; 15/2; 9; 8; 17/2; 8; 9; 9; 8; 8; 8; 10; 9; 9; 9; 9; 17/2; 10; 17/2; 17/2; 44/5; 8; 17/2; 17/2; ; 19/2; 46/5; 48/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 04:18:59 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 96/19; 5; 5; 96/19; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 9; 8; 17/2; 8; 9; 9; 8; 8; 8; 10; 9; 9; 9; 9; 17/2; 10; 17/2; 17/2; 44/5; 8; 17/2; 17/2; ; 9; 46/5; 9
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 05:46:51 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 96/19; 5; 5; 96/19; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 9; 8; 17/2; 8; 9; 9; 8; 8; 8; 10; 9; 9; 9; 9; 17/2; 10; 17/2; 17/2; 44/5; 8; 17/2; 17/2; ; 9; 46/5; 9
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 06:27:56 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 4/13; 2/7; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 96/19; 5; 5; 96/19; 26/5; 96/19; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 10; 8; 17/2; 8; 19/2; 9; 8; 8; 8; 10; 9; 9; 9; 9; 35/4; 10; 17/2; 35/4; 44/5; 8; 17/2; 17/2; ; 19/2; 48/5; 48/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 07:46:41 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 6/19; 2/7; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 96/19; 5; 5; 96/19; 26/5; 49/10; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 10; 8; 17/2; 8; 19/2; 9; 8; 8; 8; 10; 9; 9; 9; 9; 35/4; 10; 17/2; 35/4; 44/5; 39/5; 17/2; 17/2; ; 19/2; 48/5; 48/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 08:19:13 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 1/3; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 6/19; 2/7; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 96/19; 5; 5; 96/19; 26/5; 49/10; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 15/2; 10; 17/2; 17/2; 8; 19/2; 9; 8; 8; 8; 10; 9; 9; 9; 9; 35/4; 10; 17/2; 35/4; 44/5; 39/5; 17/2; 17/2; ; 19/2; 48/5; 48/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 09:46:43 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/19; 2/7; 2/7; 33/100; 6/19; 2/7; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 96/19; 5; 5; 96/19; 26/5; 49/10; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 8; 9; 17/2; 17/2; 8; 9; 9; 8; 8; 8; 10; 9; 9; 9; 9; 35/4; 10; 17/2; 35/4; 44/5; 39/5; 17/2; 17/2; ; 10; 48/5; 49/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 11:47:18 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 2/7; 5/18; 2/7; 2/7; 33/100; 3/10; 2/7; 3/10; ; 2/7; 3/10; 1/3
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 9/2; 5; 51/10; 21/4; 5; 51/10; 26/5; 5; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 8; 10; 9; 17/2; 8; 19/2; 8; 8; 17/2; 8; 10; 9; 9; 9; 9; 35/4; 10; 17/2; 35/4; 44/5; 83/10; 17/2; 17/2; ; 10; 48/5; 48/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 12:20:58 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 3/10; 5/18; 5/18; 2/7; 5/18; 8/25; 3/10; 2/7; 3/10; ; 2/7; 3/10; 1/3
Draw ; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 19/4; 19/4; 9/2; 5; 5; 9/2; 5; 67/13; 21/4; 5; 67/13; 53/10; 5; 5; 5; ; 5; 5; 5
Eibar; 17/2; 8; 10; 9; 17/2; 17/2; 10; 8; 8; 17/2; 17/2; 10; 9; 9; 9; 9; 9; 10; 17/2; 9; 19/2; 83/10; 17/2; 17/2; ; 10; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 12:52:12 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 3/10; 5/18; 5/18; 2/7; 5/18; 8/25; 3/10; 2/7; 3/10; ; 2/7; 3/10; 1/3
Draw ; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 19/4; 19/4; 9/2; 19/4; 5; 9/2; 5; 67/13; 21/4; 5; 67/13; 53/10; 5; 5; 5; ; 24/5; 5; 5
Eibar; 17/2; 8; 10; 9; 17/2; 17/2; 10; 8; 8; 17/2; 17/2; 10; 10; 9; 9; 9; 9; 10; 17/2; 9; 19/2; 83/10; 17/2; 17/2; ; 10; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 13:46:59 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 3/10; 5/18; 5/18; 2/7; 5/18; 8/25; 3/10; 2/7; 3/10; ; 2/7; 3/10; 1/3
Draw ; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 19/4; 19/4; 19/4; 9/2; 19/4; 5; 9/2; 5; 26/5; 21/4; 5; 26/5; 53/10; 5; 5; 5; ; 5; 5; 26/5
Eibar; 17/2; 17/2; 10; 9; 17/2; 17/2; 10; 8; 8; 17/2; 17/2; 10; 10; 9; 9; 9; 9; 10; 17/2; 9; 19/2; 83/10; 17/2; 17/2; ; 10; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-22 15:47:09 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 2/7; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 3/10; 5/18; 5/18; 2/7; 5/18; 8/25; 3/10; 2/7; 3/10; ; 2/7; 3/10; 1/3
