META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-11 20:19:02 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; 10/17; ; 4/7; ; 10/17; 3/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; 14/5; 16/5; ; ; ; ; ; ; 
Villarreal; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; 9/2; ; 9/2; 11/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-12 00:18:06 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 8/15; ; 10/21; ; 8/15; 3/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 56/19; ; 3; ; 56/19; 16/5; ; ; ; ; ; ; 
Villarreal; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 51/10; ; 23/4; ; 51/10; 11/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-12 04:18:13 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; 1/2; 8/15; ; 1/2; ; 8/15; 3/5; ; ; ; ; ; ; 
Draw; 15/4; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 7/2; 56/19; ; 16/5; ; 56/19; 16/5; ; ; ; ; ; ; 
Villarreal; 5; ; ; ; ; ; 21/4; ; ; ; ; ; ; ; ; 11/2; 5; ; 5; ; 5; 11/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-12 08:18:12 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; ; ; ; 9/20; ; ; ; ; ; ; ; ; 1/2; 17/35; ; 1/2; ; 17/35; 3/5; ; ; ; ; ; ; 
Draw; 15/4; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; 7/2; 33/10; ; 16/5; ; 33/10; 16/5; ; ; ; ; ; ; 
Villarreal; 5; ; ; ; ; ; 21/4; ; ; ; ; ; ; ; ; 11/2; 49/10; ; 5; ; 49/10; 11/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-12 12:10:57 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; ; ; ; ; 9/20; 4/9; 10/21; ; 4/9; ; 10/21; 11/20; 4/9; ; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; ; ; ; ; 15/4; 4; 57/17; ; 10/3; ; 57/17; 7/2; 7/2; ; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; ; ; ; ; 11/2; 11/2; 5; ; 23/4; ; 5; 29/5; 23/5; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-12 16:19:28 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 1/2; 10/21; ; 4/9; ; 10/21; 11/20; 4/9; ; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 7/2; 57/17; ; 10/3; ; 57/17; 7/2; 7/2; ; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 11/2; 5; ; 23/4; ; 5; 29/5; 23/5; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-12 20:19:38 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 5/12; ; 4/9; ; 5/12; 11/20; 4/9; ; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; ; 10/3; ; 7/2; 7/2; 7/2; ; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 23/4; ; 23/4; ; 23/4; 29/5; 23/5; ; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-13 00:19:04 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 5/12; 5/11; 4/9; 4/9; 5/12; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 23/4; 6; 23/4; 6; 23/4; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-13 04:19:07 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 5/12; 5/11; 4/9; 4/9; 5/12; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 23/4; 6; 23/4; 6; 23/4; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-13 08:19:15 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 5/12; 5/11; 4/9; 4/9; 5/12; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 23/4; 6; 23/4; 6; 23/4; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-13 12:19:16 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 7/17; 5/11; 4/9; 4/9; 7/17; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 7/2; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 39/11; 7/2; 10/3; 7/2; 39/11; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 11/2; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 113/19; 6; 23/4; 6; 113/19; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-13 16:20:07 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 7/17; 5/11; 4/9; 4/9; 7/17; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 10/3; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 6; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 59/10; 6; 23/4; 6; 59/10; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-13 20:20:20 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 7/17; 5/11; 4/9; 4/9; 7/17; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 10/3; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 6; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 59/10; 6; 23/4; 6; 59/10; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-14 00:19:07 GMT+2; 2017-01-08 19:45; e70300-dr003
Barcelona; 4/9; ; ; 4/9; ; ; 4/9; ; 1/2; ; 4/9; ; ; ; 9/20; 4/9; 7/17; 5/11; 4/9; 4/9; 7/17; 11/20; 4/9; 5/11; ; ; ; ; 
Draw; 15/4; ; ; 10/3; ; ; 15/4; ; 7/2; ; 13/4; ; ; ; 15/4; 4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; ; ; ; ; 
Villarreal; 5; ; ; 6; ; ; 6; ; 21/4; ; 11/2; ; ; ; 11/2; 6; 59/10; 6; 23/4; 6; 59/10; 29/5; 23/5; 6; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-barcelona; 2016-12-14 04:19:18 GMT+2; 2017-01-08 19:45; e70300-dr003
