META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-04 20:19:21 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 17/5; ; ; ; ; ; ; 
Athletic Bilbao; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-05 00:19:20 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 17/5; ; ; ; ; ; ; 
Athletic Bilbao; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-05 04:19:45 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 17/5; ; ; ; ; ; ; 
Athletic Bilbao; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-05 08:20:30 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 17/5; ; ; ; ; ; ; 
Athletic Bilbao; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-05 12:20:51 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 17/5; ; ; ; ; ; ; 
Athletic Bilbao; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-05 16:20:16 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 17/5; ; ; ; ; ; ; 
Athletic Bilbao; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-real-madrid; 2017-03-05 20:19:59 GMT+2; 2017-03-18 15:15; e70300-dr003
Real Madrid; 13/20; ; 4/7; ; ; ; 4/6; ; ; 4/6; 8/13; ; 13/20; ; ; 8/13; 5/9; 11/17; ; 5/9; 13/20; ; ; ; ; ; ; 
Draw; 3; ; 14/5; ; ; ; 3; ; ; 3; 29/10; ; 3; ; ; 31/10; 3; 11/4; ; 3; 17/5; ; ; ; ; ; ; 
