META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-29 04:18:32 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/4; ; ; ; ; ; 2/9; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; ; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; ; 5; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; 57/10; ; ; ; ; ; 
Gijon; 9; ; ; ; ; ; 14; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; 18; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-29 08:18:35 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/4; ; ; ; ; ; 2/9; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; ; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; ; 5; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; 57/10; ; ; ; ; ; 
Gijon; 9; ; ; ; ; ; 14; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; 18; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-29 12:18:48 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; ; 2/9; ; ; 2/9; 1/4; ; ; ; ; ; ; 2/9; ; 2/9; ; 3/13; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-30 12:18:56 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; ; ; ; ; 1/4; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; ; ; ; ; 9/2; 5; 19/4; 4; 23/5; 47/10; 57/10; ; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 14; ; ; 14; 14; ; ; ; ; 14; 14; 14; 25/2; 14; 14; 18; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-30 16:19:05 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 47/10; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; ; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 14; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-30 20:19:44 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 47/10; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; ; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 14; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-31 00:18:38 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; ; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-31 04:18:49 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; ; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; ; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-31 08:18:41 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; ; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; ; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; ; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; ; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-31 11:56:43 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; ; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 5; ; ; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; ; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-31 16:19:06 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; ; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-08-31 20:19:29 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-01 00:19:03 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-01 04:19:10 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-01 08:19:06 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; ; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; ; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; ; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-01 12:19:14 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-01 16:19:22 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 1/4; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 9/2; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 14; 14; ; ; ; 14; 14; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-01 20:19:53 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 16; 16; ; ; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-02 00:19:19 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 16; 16; ; ; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-02 04:19:12 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; ; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 16; 16; ; ; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; ; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-02 08:19:05 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 16; 16; ; ; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-02 12:19:26 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; 2/9; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; 19/4; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; 16; ; 12; 14; 16; 16; ; ; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-02 16:19:42 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; ; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; ; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 12; 14; 16; 16; ; ; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-02 20:19:32 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 12; 14; 16; 16; ; 16; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-03 00:19:15 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 3/14; 2/9; 1/4; 2/9; 3/14; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 12; 14; 16; 16; ; 16; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-03 04:19:19 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-03 08:19:29 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-03 12:19:42 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 3/13; 2/9; 1/4; 2/9; 3/13; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 22/5; 19/4; 4; 23/5; 22/5; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 14; 47/4; 14; 25/2; 14; 47/4; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-03 16:19:49 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-03 20:19:40 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 79/17; 19/4; 4; 23/5; 79/17; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 16; 27/2; 14; 25/2; 14; 27/2; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-04 00:19:19 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 23/5; 19/4; 4; 23/5; 23/5; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 16; 55/4; 14; 25/2; 14; 55/4; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-04 04:19:14 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; 2/9; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 23/5; 19/4; 4; 23/5; 23/5; 57/10; 22/5; ; ; ; ; 
Gijon; 14; ; ; ; ; 14; ; ; 14; 14; 16; 16; ; 16; ; 16; 16; 55/4; 14; 25/2; 14; 55/4; 18; 12; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-gijon; 2016-09-04 08:19:14 GMT+3; 2016-09-17 19:45; e70300-dr003
Atletico Madrid; 1/5; ; ; ; ; 2/9; ; ; 1/4; 2/9; 2/9; 2/9; ; 2/9; ; 2/9; 2/9; 1/5; 2/9; 1/4; 2/9; 1/5; 3/13; ; ; ; ; ; 
Draw; 5; ; ; ; ; 11/2; ; ; 9/2; 19/4; 9/2; 21/5; ; 9/2; ; 19/4; 9/2; 23/5; 19/4; 4; 23/5; 23/5; 57/10; ; ; ; ; ; 
