META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-29 04:18:36 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45/17; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-29 08:18:40 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 1; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45/17; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-29 12:18:52 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 17/20; ; ; ; ; ; 9/10; ; ; 11/13; ; ; ; ; ; ; ; 11/13; ; 5/6; ; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 5/2; ; 34/13; ; ; ; ; ; 
Valencia; 16/5; ; ; ; ; ; 16/5; ; ; 13/4; ; ; ; ; ; ; ; 13/4; ; 3; ; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-29 16:18:52 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 17/20; ; ; ; ; 17/20; 10/11; ; ; 11/13; ; ; ; ; ; 9/10; 11/13; 11/13; 11/13; 5/6; 5/6; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; ; 5/2; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; ; ; ; ; ; 
Valencia; 16/5; ; ; ; ; 7/2; 3; ; ; 13/4; ; ; ; ; ; 16/5; 10/3; 13/4; 31/10; 3; 41/13; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-29 20:19:14 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 17/20; ; ; ; ; 17/20; 37/40; ; ; 11/13; ; ; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 10/11; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; ; 5/2; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 34/13; ; ; ; ; ; 
Valencia; 16/5; ; ; ; ; 7/2; 3; ; ; 13/4; ; ; ; ; ; 16/5; 3; 13/4; 31/10; 3; 29/10; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-30 00:18:38 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 17/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; ; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 10/11; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; ; 5/2; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 34/13; ; ; ; ; ; 
Valencia; 16/5; ; ; ; ; 7/2; 29/10; ; ; 13/4; ; ; ; ; ; 16/5; 3; 13/4; 31/10; 3; 29/10; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-30 04:18:44 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; ; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 13/15; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; ; 5/2; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 29/10; ; ; 13/4; ; ; ; ; ; 16/5; 3; 13/4; 31/10; 3; 58/19; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-30 08:18:44 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; ; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 13/15; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; ; 5/2; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 29/10; ; ; 13/4; ; ; ; ; ; 16/5; 3; 13/4; 31/10; 3; 58/19; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-30 12:19:00 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; ; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 13/15; 21/20; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; ; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 119/40; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-30 16:19:10 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; 19/20; ; ; ; 9/10; 19/20; 11/13; 11/13; 5/6; 13/15; 11/12; 11/12; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; 9/4; ; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; 11/4; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 18/5; 27/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-30 20:19:50 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; 19/20; ; ; ; 9/10; 19/20; 11/13; 11/13; 5/6; 13/15; 11/12; 11/12; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; 9/4; ; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; 11/4; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 18/5; 27/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-31 00:18:42 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; 10/11; ; ; ; 9/10; 19/20; 11/13; 11/13; 5/6; 13/15; 11/12; 11/12; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; 9/4; ; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; 14/5; ; ; ; 16/5; 3; 13/4; 31/10; 3; 58/19; 18/5; 27/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-31 04:18:53 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; 10/11; ; ; ; 9/10; 19/20; 11/13; 11/13; 5/6; 13/15; 11/12; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; 9/4; ; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; 14/5; ; ; ; 16/5; 3; 13/4; 31/10; 3; 58/19; 18/5; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-31 08:18:46 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; 10/11; ; ; ; 9/10; 19/20; 11/13; 11/13; 5/6; ; 11/12; 11/12; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; 9/4; ; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; ; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; 14/5; ; ; ; 16/5; 3; 13/4; 31/10; 3; ; 18/5; 27/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-31 11:56:48 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 19/20; ; ; 11/13; ; 10/11; ; ; ; 9/10; 19/20; 11/13; 11/13; 5/6; ; 11/12; 11/12; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 5/2; ; ; 5/2; ; 9/4; ; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; ; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 3; ; ; 13/4; ; 14/5; ; ; ; 16/5; 3; 13/4; 31/10; 3; 58/19; 18/5; 27/10; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-31 16:19:11 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 5/6; 11/12; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; ; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 18/5; ; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-08-31 20:19:34 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 5/6; 11/12; 7/8; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 18/5; 37/13; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-09-01 00:19:08 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 19/20; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 5/6; 11/12; 7/8; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; 27/11; ; ; ; ; 
Valencia; 11/4; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 18/5; 37/13; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-09-01 04:19:14 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 10/11; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 5/6; 11/12; 7/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; 27/11; ; ; ; ; 
Valencia; 3; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 13/4; 31/10; 3; 31/10; 18/5; 37/13; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-09-01 08:19:11 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 10/11; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; ; 11/12; 7/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; ; 34/13; 27/11; ; ; ; ; 
Valencia; 3; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 13/4; 31/10; 3; ; 18/5; 37/13; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-09-01 12:19:19 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 10/11; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 11/13; 11/13; 5/6; 5/6; 11/12; 7/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 34/13; 27/11; ; ; ; ; 
Valencia; 3; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 13/4; 31/10; 3; 41/13; 18/5; 37/13; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-09-01 16:19:27 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 10/11; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 5/6; 11/13; 11/13; 5/6; 5/6; 11/12; 7/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; 27/11; 34/13; 27/11; ; ; ; ; 
Valencia; 3; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 41/13; 13/4; 31/10; 3; 41/13; 18/5; 37/13; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-valencia; 2016-09-01 20:20:01 GMT+3; 2016-09-18 15:15; e70300-dr003
Athletic Bilbao; 10/11; ; ; ; ; 17/20; 20/23; ; 9/10; 11/13; ; 20/23; ; ; ; 9/10; 10/11; 5/6; 11/13; 11/13; 5/6; 5/6; 11/12; 7/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; 23/10; ; ; ; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; 27/11; 34/13; 27/11; ; ; ; ; 
Valencia; 3; ; ; ; ; 7/2; 16/5; ; 3; 13/4; ; 3; ; ; ; 16/5; 3; 41/13; 13/4; 31/10; 3; 41/13; 18/5; 37/13; ; ; ; ; 
