META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-21 20:21:12 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-22 00:20:06 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-22 04:19:37 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-22 08:19:53 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-22 12:21:59 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-22 16:20:53 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-22 20:20:00 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 17/10; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 48/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 57/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-23 00:19:25 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; ; ; 13/10; ; ; ; 7/5; ; ; 7/5; 27/20; ; ; 7/5; ; ; 16/11; 6/4; ; 16/11; 17/10; ; ; ; ; 5/4; ; 
Granada; ; ; 7/4; ; ; ; 19/10; ; ; 15/8; 9/5; ; ; 19/10; ; ; 24/13; 7/4; ; 24/13; 48/25; ; ; ; ; 7/4; ; 
Draw; ; ; 12/5; ; ; ; 12/5; ; ; 12/5; 9/4; ; ; 23/10; ; ; 9/4; 9/4; ; 9/4; 57/25; ; ; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-23 04:19:15 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 13/10; ; ; ; 7/5; ; ; 13/10; 27/20; ; 27/20; 11/8; ; ; 16/11; 6/4; ; 16/11; 17/10; ; ; ; ; 5/4; ; 
Granada; 2; ; 7/4; ; ; ; 19/10; ; ; 19/10; 15/8; ; 39/20; 19/10; ; ; 19/10; 7/4; ; 19/10; 48/25; ; ; ; ; 7/4; ; 
Draw; 12/5; ; 12/5; ; ; ; 12/5; ; ; 12/5; 9/4; ; 12/5; 23/10; ; ; 9/4; 9/4; ; 9/4; 57/25; ; ; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-23 08:19:18 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 13/10; ; ; 29/20; 7/5; ; ; 13/10; 27/20; ; 27/20; 11/8; ; ; 23/17; 6/4; ; 23/17; 17/10; ; ; ; ; 5/4; ; 
Granada; 2; ; 7/4; ; ; 2; 19/10; ; ; 19/10; 15/8; ; 39/20; 19/10; ; ; 19/10; 7/4; ; 19/10; 48/25; ; ; ; ; 7/4; ; 
Draw; 12/5; ; 12/5; ; ; 12/5; 12/5; ; ; 12/5; 9/4; ; 12/5; 23/10; ; ; 23/10; 9/4; ; 23/10; 57/25; ; ; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-23 12:19:33 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 13/10; 7/5; ; 29/20; 7/5; ; ; 7/5; 27/20; ; 11/8; 7/5; 7/5; ; 7/5; 6/4; ; 7/5; 163/100; 15/11; ; ; ; 5/4; ; 
Granada; 2; ; 7/4; 19/10; ; 2; 2; ; ; 19/10; 19/10; ; 39/20; 2; 2; ; 37/19; 7/4; ; 37/19; 101/50; 35/19; ; ; ; 9/5; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 23/10; ; ; 9/4; 11/5; ; 47/20; 11/5; 23/10; ; 9/4; 9/4; ; 9/4; 57/25; 23/10; ; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-23 16:19:48 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 13/10; 7/5; ; 29/20; 7/5; ; ; 7/5; 27/20; ; 11/8; 7/5; 7/5; ; 7/5; 16/11; ; 7/5; 163/100; 15/11; ; ; ; 5/4; ; 
Granada; 2; ; 7/4; 19/10; ; 2; 2; ; ; 19/10; 19/10; ; 39/20; 2; 2; ; 37/19; 9/5; ; 37/19; 101/50; 35/19; ; ; ; 9/5; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 23/10; ; ; 9/4; 11/5; ; 47/20; 11/5; 23/10; ; 9/4; 9/4; ; 9/4; 57/25; 23/10; ; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-23 20:19:30 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 13/10; 7/5; ; 29/20; 7/5; ; 7/5; 7/5; 27/20; ; 11/8; 7/5; 7/5; 7/5; 7/5; 16/11; ; 7/5; 163/100; 15/11; ; ; ; 5/4; ; 
Granada; 2; ; 7/4; 19/10; ; 2; 19/10; ; 15/8; 19/10; 19/10; ; 39/20; 2; 2; 2; 37/19; 9/5; ; 37/19; 101/50; 35/19; ; ; ; 9/5; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; ; 9/4; 57/25; 23/10; ; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-24 00:19:20 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 7/5; ; 29/20; 7/5; ; 7/5; 7/5; 27/20; ; 7/5; 7/5; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 163/100; 15/11; 16/11; ; ; 5/4; ; 
Granada; 2; ; 2; 19/10; ; 2; 19/10; ; 15/8; 19/10; 19/10; ; 19/10; 2; 2; 2; 37/19; 9/5; 19/10; 37/19; 101/50; 35/19; 19/10; ; ; 9/5; ; 
Draw; 12/5; ; 23/10; 23/10; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 57/25; 23/10; 9/4; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-24 04:19:25 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 29/20; ; 29/20; 7/5; ; 7/5; 7/5; 7/5; ; 7/5; 29/20; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 163/100; 15/11; 16/11; ; ; 27/20; ; 
Granada; 2; ; 2; 19/10; ; 2; 19/10; ; 15/8; 19/10; 9/5; ; 19/10; 19/10; 2; 2; 37/19; 9/5; 19/10; 37/19; 101/50; 35/19; 19/10; ; ; 7/4; ; 
Draw; 12/5; ; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 57/25; 23/10; 9/4; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-24 08:19:19 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 29/20; ; 29/20; 7/5; ; 7/5; 7/5; 7/5; ; 7/5; 29/20; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 163/100; 15/11; 16/11; ; ; 27/20; ; 
Granada; 2; ; 2; 19/10; ; 2; 19/10; ; 15/8; 19/10; 9/5; ; 19/10; 19/10; 2; 2; 37/19; 9/5; 19/10; 37/19; 101/50; 35/19; 19/10; ; ; 9/5; ; 
Draw; 12/5; ; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 11/5; 9/4; 9/4; 11/5; 57/25; 23/10; 9/4; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-24 12:19:40 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 29/20; ; 29/20; 7/5; ; 7/5; 7/5; 7/5; ; 7/5; 29/20; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 163/100; 15/11; 16/11; ; ; 27/20; ; 
Granada; 2; ; 2; 19/10; ; 2; 19/10; ; 15/8; 19/10; 9/5; ; 19/10; 19/10; 2; 2; 37/19; 9/5; 19/10; 37/19; 101/50; 35/19; 19/10; ; ; 9/5; ; 
Draw; 12/5; ; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 57/25; 23/10; 9/4; ; ; 19/10; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-24 16:20:15 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 29/20; ; 29/20; 11/8; ; 7/5; 7/5; 7/5; ; 7/5; 29/20; 7/5; 7/5; 23/17; 16/11; 7/5; 23/17; 163/100; 15/11; 16/11; ; ; 27/20; ; 
Granada; 2; ; 2; 19/10; ; 2; 2; ; 15/8; 19/10; 9/5; ; 19/10; 19/10; 2; 2; 37/19; 9/5; 19/10; 37/19; 101/50; 35/19; 19/10; ; ; 9/5; ; 
Draw; 12/5; ; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 57/25; 23/10; 9/4; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-24 20:20:16 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 29/20; ; 29/20; 11/8; ; 7/5; 7/5; 7/5; ; 7/5; 29/20; 7/5; 7/5; 7/5; 16/11; 7/5; ; 38/25; 15/11; 16/11; ; ; 27/20; ; 
Granada; 2; ; 2; 19/10; ; 2; 2; ; 15/8; 19/10; 9/5; ; 19/10; 19/10; 2; 2; 37/19; 9/5; 19/10; ; 21/10; 35/19; 19/10; ; ; 9/5; ; 
Draw; 12/5; ; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; ; 119/50; 23/10; 9/4; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-25 00:19:11 GMT+2; 2017-02-04 17:30; e70300-dr003
Las Palmas; 13/10; ; 7/5; 29/20; ; 29/20; 11/8; ; 7/5; 7/5; 7/5; ; 7/5; 29/20; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 38/25; 15/11; 16/11; ; ; 27/20; ; 
Granada; 2; ; 2; 19/10; ; 2; 2; ; 15/8; 19/10; 9/5; ; 19/10; 19/10; 2; 2; 37/19; 9/5; 19/10; 37/19; 21/10; 35/19; 19/10; ; ; 9/5; ; 
Draw; 12/5; ; 23/10; 9/4; ; 12/5; 12/5; ; 23/10; 9/4; 11/5; ; 47/20; 11/5; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; 119/50; 23/10; 9/4; ; ; 2; ; 
META; spain/la-liga-primera/granada-v-las-palmas; 2017-01-25 04:19:08 GMT+2; 2017-02-04 17:30; e70300-dr003
