META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-24 08:20:22 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; ; ; ; ; 1; ; ; 20/21; 19/20; ; 19/20; ; ; ; 1; ; 1; ; 1; 19/17; ; 9/10; ; ; 4/7; ; 
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; 10/11; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 23/10; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-30 08:20:34 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; 10/11; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 23/10; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-30 12:21:02 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; 10/11; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 23/10; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 12/5; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 14/5; ; 11/4; 58/19; 5/2; 3; 13/5; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-30 16:21:09 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; 10/11; 1; 20/21; 1; 1; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 23/10; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 5/2; ; 12/5; ; 12/5; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 13/5; 11/4; 14/5; ; 13/5; ; 11/4; ; 14/5; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-30 20:20:57 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 21/20; 21/20; 1; 1; 1; 1; 10/11; 1; 20/21; 1; 1; ; 1; 21/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; 12/5; 49/20; 23/10; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 23/10; 12/5; ; 13/5; 5/2; ; 12/5; ; 12/5; ; 12/5; 23/9; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; 13/5; 27/10; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 13/5; 11/4; ; 5/2; 13/5; ; 11/4; ; 14/5; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-31 00:20:16 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 21/20; 21/20; 20/21; 1; 1; 1; 10/11; 1; 20/21; 1; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; ; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 12/5; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 23/9; ; 5/2; 12/5; ; 12/5; 5/2; 
Eibar; 11/4; 13/5; 13/5; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 5/2; 14/5; ; 27/10; ; 14/5; ; 27/10; 58/19; ; 3; 13/5; ; 11/4; 11/4; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-31 04:19:42 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 13/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 12/5; ; 12/5; ; 12/5; 23/9; 5/2; 5/2; 12/5; ; 5/2; 5/2; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 13/5; 14/5; ; 27/10; ; 14/5; ; 27/10; 58/19; 5/2; 3; 13/5; ; 14/5; 11/4; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-31 08:19:36 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 13/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 12/5; ; 12/5; ; 12/5; 23/9; 5/2; 5/2; 12/5; ; 5/2; 5/2; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 13/5; 14/5; ; 27/10; ; 14/5; ; 27/10; 58/19; 5/2; 3; 13/5; ; 14/5; 11/4; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-31 12:20:11 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 13/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 12/5; ; 12/5; ; 12/5; 23/9; 28/11; 5/2; 12/5; ; 12/5; 5/2; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 13/5; 14/5; ; 27/10; ; 14/5; ; 27/10; 58/19; 14/5; 3; 13/5; ; 11/4; 27/10; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-31 16:20:12 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 13/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 13/5; 13/5; ; 12/5; ; 12/5; ; 12/5; 23/9; 28/11; 5/2; 5/2; ; 12/5; 5/2; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 14/5; 13/5; 14/5; ; 14/5; ; 14/5; ; 14/5; 58/19; 14/5; 3; 11/4; ; 11/4; 14/5; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-31 20:20:43 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 13/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 13/5; 13/5; ; 12/5; ; 12/5; ; 12/5; 23/9; 28/11; 5/2; 5/2; ; 12/5; 5/2; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 14/5; 13/5; 14/5; ; 14/5; ; 14/5; ; 14/5; 58/19; 14/5; 3; 11/4; ; 11/4; 14/5; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-01 00:20:16 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 10/11; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 12/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 23/9; 28/11; 5/2; 5/2; ; 12/5; 5/2; 
Eibar; 3; 13/5; 27/10; 14/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 13/5; 14/5; ; 14/5; ; 14/5; ; 14/5; 58/19; 14/5; 3; 14/5; ; 11/4; 14/5; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-01 04:19:44 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 10/11; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 12/5; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 23/9; 28/11; 5/2; 5/2; ; 5/2; 5/2; 
Eibar; 3; 13/5; 27/10; 14/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 13/5; 14/5; ; 14/5; ; 14/5; ; 14/5; 58/19; 14/5; 3; 14/5; ; 11/4; 11/4; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-01 08:19:46 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 1; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 21/20; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 23/9; 28/11; 5/2; 5/2; ; 5/2; 5/2; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 5/2; 14/5; ; 14/5; ; 14/5; ; 14/5; 58/19; 14/5; 3; 11/4; ; 11/4; 14/5; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-01 12:20:01 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 1; 20/21; 1; 1; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 30/29; 28/29; 19/20; 1; ; 20/21; 20/21; 
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 34/13; 28/11; 5/2; 5/2; ; 5/2; 13/5; 
Eibar; 11/4; 13/5; 27/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 14/5; 5/2; 11/4; 11/4; 5/2; 14/5; ; 11/4; ; 14/5; ; 11/4; 58/19; 14/5; 3; 11/4; ; 27/10; 11/4; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-01 16:21:18 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 10/11; ; 19/20; ; 10/11; 22/23; 15/16; 19/20; 1; ; 10/11; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 11/4; 28/11; 5/2; 5/2; ; 13/5; 5/2; 13/5
Eibar; 11/4; 13/5; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 56/19; ; 14/5; ; 56/19; 16/5; 29/10; 3; 14/5; ; 11/4; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-01 20:20:26 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 1; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 10/11; ; 19/20; ; 10/11; 28/29; 15/16; 19/20; 1; ; 10/11; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 13/5
Eibar; 11/4; 13/5; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 56/19; ; 14/5; ; 56/19; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-02 00:21:00 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 1; ; 10/11; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 5/2
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 3; ; 14/5; ; 3; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-02 04:19:41 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 5/2
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 56/19; ; 14/5; ; 56/19; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-02 08:19:39 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 5/2
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 56/19; ; 14/5; ; 56/19; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-02 12:20:18 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 5/2
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 29/10; ; 14/5; ; 29/10; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-02 16:20:52 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; ; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; ; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 13/5; 5/2; 13/5
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; ; 13/5; 14/5; ; 56/19; ; 14/5; ; 56/19; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-02 20:21:15 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 20/21; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 13/5; 5/2; 
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 14/5; 13/5; 14/5; 14/5; 13/5; 11/4; 29/10; 13/5; 14/5; ; 56/19; ; 14/5; ; 56/19; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-03 00:19:22 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; 19/20; 1; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 27/11; ; 12/5; ; 27/11; 52/19; 28/11; 5/2; 5/2; ; 13/5; 5/2; 13/5
Eibar; 11/4; 11/4; 14/5; 14/5; 11/4; 3; 29/10; 13/5; 14/5; 3; 13/5; 11/4; 59/20; 27/10; 14/5; ; 3; ; 14/5; ; 3; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-03 04:22:56 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas; 19/20; 10/11; 1; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 10/11; 19/20; 1; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 13/5; 5/2; 13/5
Eibar; 3; 29/10; 14/5; 14/5; 11/4; 3; 29/10; 13/5; 14/5; 3; 13/5; 11/4; 59/20; 27/10; 14/5; ; 3; ; 14/5; ; 3; 41/13; 29/10; 3; 3; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-03 08:19:21 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas; 19/20; 10/11; 1; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 15/16; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 12/5; 5/2; 51/20; 13/5; 13/5; ; 5/2; ; 12/5; ; 5/2; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 5/2
Eibar; 3; 29/10; 14/5; 14/5; 11/4; 3; 29/10; 13/5; 14/5; 3; 13/5; 14/5; 59/20; 27/10; 14/5; ; 3; ; 14/5; ; 3; 41/13; 29/10; 3; 3; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-03 12:20:25 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas; 19/20; 10/11; 1; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 20/21; 19/20; 19/20; 10/11; ; 19/20; ; 1; ; 19/20; ; ; 28/29; 15/16; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 13/5; 5/2; 5/2; 12/5; 12/5; 5/2; 51/20; ; 13/5; ; 5/2; ; 12/5; ; ; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 5/2
Eibar; 3; 29/10; 14/5; 14/5; 11/4; 3; 29/10; 11/4; 14/5; 14/5; 13/5; 14/5; 29/10; ; 14/5; ; 37/13; ; 14/5; ; ; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-03 16:19:51 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 19/20; 10/11; 1; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; ; 19/20; ; 19/20; ; 19/20; ; 19/20; 28/29; 13/14; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; ; 13/5; ; 5/2; ; 12/5; ; ; 52/19; 28/11; 5/2; 5/2; ; 5/2; 5/2; 13/5
Eibar; 3; 29/10; 14/5; 14/5; 11/4; 3; 29/10; 11/4; 14/5; 3; 13/5; 11/4; 29/10; ; 14/5; ; 3; ; 14/5; ; 3; 41/13; 3; 3; 3; ; 3; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-03 20:20:24 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 19/20; 10/11; 1; 20/21; 1; 19/20; 1; 10/11; 10/11; 20/21; 19/20; 19/20; 19/20; ; 19/20; ; 19/20; ; 19/20; ; 19/20; 66/67; 19/20; 13/14; 1; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 13/5; 51/20; ; 13/5; ; 5/2; ; 12/5; ; 5/2; 27/10; 28/11; 5/2; 5/2; ; 5/2; 5/2; 13/5
Eibar; 3; 29/10; 11/4; 14/5; 3; 3; 11/4; 11/4; 14/5; 14/5; 13/5; 11/4; 14/5; 13/5; 14/5; ; 37/13; ; 14/5; ; 37/13; 41/13; 29/10; 31/10; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-04 00:19:09 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 19/20; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 10/11; 20/21; 10/11; 19/20; 10/11; ; 19/20; ; 19/20; ; 19/20; ; 19/20; 39/40; 19/20; 19/20; 1; ; 20/21; 20/21; 20/21
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; ; 13/5; ; 5/2; ; 12/5; ; 5/2; 27/10; 28/11; 5/2; 5/2; ; 5/2; 5/2; 13/5
Eibar; 3; 13/5; 14/5; 14/5; 3; 3; 29/10; 11/4; 14/5; 14/5; 13/5; 11/4; 57/20; 27/10; 14/5; ; 37/13; ; 14/5; ; 37/13; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-04 04:18:13 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 19/20; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 10/11; 20/21; 10/11; 19/20; 10/11; ; 19/20; ; 19/20; ; 19/20; ; 19/20; 39/40; 19/20; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 13/5; 51/20; 5/2; 13/5; ; 5/2; ; 12/5; ; 5/2; 27/10; 28/11; 5/2; 5/2; ; 5/2; 5/2; 13/5
