META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-16 00:19:22 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; ; 43/100; ; ; ; ; 1/4; ; 
Draw; ; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 79/20; ; ; ; ; 19/10; ; 
Gijon; ; ; 7; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 6; ; ; 39/5; ; ; ; ; 5/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-16 04:18:55 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; ; 43/100; ; ; ; ; 1/4; ; 
Draw; ; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 79/20; ; ; ; ; 19/10; ; 
Gijon; ; ; 7; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 6; ; ; 39/5; ; ; ; ; 5/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-16 08:18:50 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; ; 43/100; ; ; ; ; 1/4; ; 
Draw; ; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 79/20; ; ; ; ; 19/10; ; 
Gijon; ; ; 7; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 6; ; ; 39/5; ; ; ; ; 5/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-16 12:18:52 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; ; 43/100; ; ; ; ; 1/4; ; 
Draw; ; ; 7/2; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; 79/20; ; ; ; ; 19/10; ; 
Gijon; ; ; 7; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; 6; ; ; 39/5; ; ; ; ; 5/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-16 16:19:57 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; 1/3; ; ; 1/3; ; 4/11; 4/11; ; 1/3; 7/20; 4/11; ; 7/20; ; 7/20; 4/11; 6/19; 1/3; ; 6/19; 43/100; ; ; ; ; 1/100; ; 
Draw; 4; ; ; 15/4; ; 4; 4; ; 19/5; 4; 7/2; ; 4; ; 4; 4; 4; 17/4; ; 4; 79/20; ; ; ; ; 4/11; ; 
Gijon; 8; ; ; 17/2; ; 8; 8; ; 15/2; 17/2; 15/2; ; 15/2; ; 8; 17/2; 15/2; 7; ; 15/2; 39/5; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-16 20:19:55 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; 1/3; ; 4/11; 1/3; ; 4/11; 4/11; ; 1/3; 7/20; 4/11; ; 7/20; ; 7/20; 4/11; 6/19; 1/3; 1/3; 6/19; 43/100; ; 1/3; ; ; 1/100; ; 
Draw; 4; ; 7/2; 15/4; ; 4; 4; ; 19/5; 4; 7/2; ; 4; ; 4; 4; 4; 17/4; 4; 4; 79/20; ; 4; ; ; 4/11; ; 
Gijon; 8; ; 7; 17/2; ; 8; 8; ; 15/2; 17/2; 15/2; ; 15/2; ; 8; 17/2; 15/2; 7; 8; 15/2; 39/5; ; 8; ; ; 4/11; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-17 00:18:22 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; 1/3; ; 4/11; 1/3; ; 4/11; 4/11; ; 1/3; 7/20; 4/11; ; 7/20; ; 7/20; 4/11; 6/19; 1/3; 1/3; 6/19; 43/100; ; 1/3; ; ; 1/100; ; 
Draw; 4; ; 7/2; 15/4; ; 4; 4; ; 19/5; 4; 7/2; ; 4; ; 4; 4; 4; 17/4; 4; 4; 79/20; ; 4; ; ; 4/11; ; 
Gijon; 8; ; 7; 17/2; ; 8; 8; ; 15/2; 17/2; 15/2; ; 15/2; ; 8; 17/2; 15/2; 7; 8; 15/2; 39/5; ; 8; ; ; 4/11; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-17 04:19:13 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; 1/3; ; 4/11; 1/3; ; 4/11; 4/11; ; 1/3; 7/20; 4/11; ; 7/20; ; 7/20; 4/11; 6/19; 1/3; 1/3; 6/19; 43/100; ; 1/3; ; ; 1/100; ; 
Draw; 4; ; 7/2; 15/4; ; 4; 4; ; 19/5; 4; 7/2; ; 4; ; 4; 4; 4; 17/4; 4; 4; 79/20; ; 4; ; ; 4/11; ; 
Gijon; 8; ; 7; 17/2; ; 8; 8; ; 15/2; 17/2; 15/2; ; 15/2; ; 8; 17/2; 15/2; 7; 8; 15/2; 39/5; ; 8; ; ; 4/11; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-17 08:19:06 GMT+2; 2017-01-29 17:30; e70300-dr003
Athletic Bilbao; 1/3; ; 4/11; 1/3; ; 4/11; 4/11; ; 1/3; 7/20; 4/11; ; 7/20; ; 7/20; 4/11; 6/19; 1/3; 1/3; 6/19; 43/100; ; 1/3; ; ; 1/100; ; 
Draw; 4; ; 7/2; 15/4; ; 4; 4; ; 19/5; 4; 7/2; ; 4; ; 4; 4; 4; 17/4; 4; 4; 79/20; ; 4; ; ; 4/11; ; 
Gijon; 8; ; 7; 17/2; ; 8; 8; ; 15/2; 17/2; 15/2; ; 15/2; ; 8; 17/2; 15/2; 7; 8; 15/2; 39/5; ; 8; ; ; 4/11; ; 
META; spain/la-liga-primera/athletic-bilbao-v-gijon; 2017-01-17 12:19:37 GMT+2; 2017-01-29 17:30; e70300-dr003
