META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2016-12-18 00:19:53 GMT+2; 2017-01-15 15:15; e70300-dr003
Villarreal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2016-12-18 04:19:14 GMT+2; 2017-01-15 15:15; e70300-dr003
Villarreal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2016-12-18 08:26:56 GMT+2; 2017-01-15 15:15; e70300-dr003
Villarreal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/25; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2016-12-18 12:19:27 GMT+2; 2017-01-15 15:15; e70300-dr003
Villarreal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 117/50; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2016-12-18 16:20:27 GMT+2; 2017-01-15 15:15; e70300-dr003
Villarreal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 117/50; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2016-12-18 20:20:01 GMT+2; 2017-01-15 15:15; e70300-dr003
Villarreal; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/50; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 117/50; ; ; ; ; ; ; 
