META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-04 08:19:54 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; 5/6; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; 12/5; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; 57/17; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-04 12:20:17 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; 5/6; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; 12/5; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; 57/17; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-04 16:20:32 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; 5/6; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; 12/5; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; 57/17; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-04 20:20:36 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; ; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; ; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; ; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-05 00:20:06 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; ; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; ; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; ; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-05 04:20:04 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; ; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; ; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; ; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-05 08:20:01 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 5/6; 19/20; 11/13; 20/21; ; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; ; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 57/17; 3; 13/4; 3; ; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-05 12:21:06 GMT+3; 2016-10-22 12:00; e70300-dr003
Espanyol; 17/20; ; 9/10; ; ; ; 5/6; ; ; 19/20; 5/6; ; ; ; ; 9/10; 11/13; 4/5; 19/20; 11/13; 20/21; ; 11/12; 5/6; ; ; ; ; 
Draw; 13/5; ; 12/5; ; ; ; 5/2; ; ; 40/17; 12/5; ; ; ; ; 5/2; 13/5; 12/5; 40/17; 12/5; 23/10; ; 13/5; 27/11; ; ; ; ; 
Eibar; 3; ; 17/5; ; ; ; 7/2; ; ; 3; 7/2; ; ; ; ; 16/5; 10/3; 17/5; 3; 13/4; 3; ; 39/11; 31/10; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-eibar; 2016-10-05 16:20:12 GMT+3; 2016-10-22 12:00; e70300-dr003
