META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-18 00:19:46 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-18 04:19:12 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-18 08:26:50 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-18 12:19:24 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-18 16:20:24 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-18 20:19:58 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-19 00:19:09 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-19 04:18:49 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 8/11; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; 7/2; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-19 08:19:14 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 8/11; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; 7/2; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-19 12:19:05 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 8/11; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 
Espanyol; 7/2; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-19 16:19:01 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; ; 8/11; ; 7/10; 3/4; ; ; ; ; ; ; ; 3/4; 8/11; 5/7; ; ; ; 5/7; 17/20; 8/11; ; ; ; ; ; 
Draw; 11/4; ; ; 14/5; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 27/10; ; ; ; 27/10; 14/5; 13/5; ; ; ; ; ; 
Espanyol; 15/4; ; ; 7/2; ; 15/4; 15/4; ; ; ; ; ; ; ; 15/4; 4; 62/17; ; ; ; 62/17; 15/4; 3; ; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-19 20:19:36 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; ; 8/11; ; 7/10; 3/4; ; ; ; ; ; ; ; 3/4; 8/11; 5/7; 3/4; ; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; ; 14/5; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 27/10; 13/5; ; 13/5; 27/10; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; ; 7/2; ; 15/4; 15/4; ; ; ; ; ; ; ; 15/4; 4; 18/5; 15/4; ; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-20 00:19:17 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; ; 8/11; ; 7/10; 3/4; ; ; ; ; ; ; ; 3/4; 8/11; 5/7; 3/4; ; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; ; 14/5; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 45/17; 13/5; ; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; ; 7/2; ; 15/4; 15/4; ; ; ; ; ; ; ; 15/4; 4; 18/5; 15/4; ; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-20 04:19:12 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; ; 8/11; ; 7/10; 3/4; ; ; ; ; ; ; ; 3/4; 8/11; 5/7; 3/4; ; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; ; 14/5; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 45/17; 13/5; ; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; ; 7/2; ; 15/4; 15/4; ; ; ; ; ; ; ; 15/4; 4; 18/5; 15/4; ; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-20 08:19:16 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; ; 8/11; ; 7/10; 3/4; ; ; ; ; ; ; ; 3/4; 8/11; 5/7; 3/4; ; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; ; 14/5; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 45/17; 13/5; ; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; ; 7/2; ; 15/4; 15/4; ; ; ; ; ; ; ; 15/4; 4; 18/5; 15/4; ; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-20 12:19:45 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; ; 8/11; ; 7/10; 3/4; ; ; ; ; ; ; ; 3/4; 8/11; 5/7; 3/4; ; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; ; 14/5; ; 11/4; 11/4; ; ; ; ; ; ; ; 11/4; 14/5; 45/17; 13/5; ; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; ; 7/2; ; 15/4; 15/4; ; ; ; ; ; ; ; 15/4; 4; 18/5; 15/4; ; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-20 16:19:52 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; ; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; ; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; ; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-20 20:20:02 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 7/9; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 31/10; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-21 00:19:20 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-21 04:19:04 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-21 08:19:20 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 27/10; 13/5; 14/5; 13/5; 27/10; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-21 12:19:29 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-21 16:19:31 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-21 20:21:39 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-22 00:19:12 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-22 04:19:04 GMT+2; 2017-01-15 11:00; e70300-dr003
Valencia; 7/10; ; 4/5; 8/11; ; 7/10; 3/4; ; ; ; 8/11; ; ; ; 3/4; 8/11; 5/7; 3/4; 3/4; 8/11; 5/7; 17/20; 8/11; 3/4; ; ; ; ; 
Draw; 11/4; ; 27/10; 14/5; ; 11/4; 11/4; ; ; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 13/5; 14/5; 13/5; 45/17; 14/5; 13/5; 13/5; ; ; ; ; 
Espanyol; 15/4; ; 7/2; 7/2; ; 15/4; 15/4; ; ; ; 10/3; ; ; ; 15/4; 4; 18/5; 15/4; 16/5; 7/2; 18/5; 15/4; 3; 15/4; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-espanyol; 2016-12-22 08:18:58 GMT+2; 2017-01-15 11:00; e70300-dr003
