META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-19 00:18:53 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-19 04:19:51 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-19 08:19:32 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-19 12:20:58 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-19 16:21:08 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-19 20:20:35 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-20 00:18:18 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; ; ; 7/10; ; ; ; ; ; ; 4/5; 3/4; ; ; ; ; ; ; 3/4; ; ; 41/50; ; ; ; ; ; ; ; 
Draw; ; ; 23/10; ; ; ; ; ; ; 13/5; 5/2; ; ; ; ; ; ; 23/10; ; ; 53/20; ; ; ; ; ; ; ; 
Granada; ; ; 4; ; ; ; ; ; ; 10/3; 13/4; ; ; ; ; ; ; 4; ; ; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-20 04:18:01 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; 3/4; ; 7/10; ; ; ; 4/5; ; ; 4/5; 3/4; ; ; ; ; 4/5; 14/19; 3/4; ; 14/19; 41/50; ; ; ; ; ; ; ; 
Draw; 11/4; ; 23/10; ; ; ; 11/4; ; ; 13/5; 5/2; ; ; ; ; 14/5; 13/5; 23/10; ; 13/5; 53/20; ; ; ; ; ; ; ; 
Granada; 10/3; ; 4; ; ; ; 17/5; ; ; 10/3; 16/5; ; ; ; ; 7/2; 17/5; 4; ; 17/5; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-20 08:18:26 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; 8/11; ; 7/10; ; ; ; 3/4; ; ; 3/4; 8/11; 3/4; ; ; ; 4/5; 14/19; 3/4; ; 14/19; 41/50; ; ; ; ; ; ; ; 
Draw; 11/4; ; 23/10; ; ; ; 14/5; ; ; 14/5; 13/5; 13/5; ; ; ; 14/5; 13/5; 23/10; ; 13/5; 53/20; ; ; ; ; ; ; ; 
Granada; 7/2; ; 4; ; ; ; 18/5; ; ; 7/2; 17/5; 15/4; ; ; ; 7/2; 7/2; 4; ; 7/2; 21/5; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-20 12:20:19 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; 13/20; ; 7/10; ; ; ; 7/10; ; ; 7/10; 4/6; 4/6; ; ; 7/10; 7/10; 4/6; 3/4; ; 4/6; 77/100; 14/19; ; ; ; ; ; ; 
Draw; 14/5; ; 11/4; ; ; ; 14/5; ; ; 14/5; 13/5; 14/5; ; ; 14/5; 29/10; 27/10; 23/10; ; 27/10; 53/20; 11/4; ; ; ; ; ; ; 
Granada; 4; ; 4; ; ; ; 4; ; ; 15/4; 19/5; 4; ; ; 4; 4; 75/19; 4; ; 75/19; 23/5; 16/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-20 16:19:32 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; 13/20; ; 8/11; ; ; ; 7/10; ; ; 4/6; 4/6; 7/10; ; ; 7/10; 7/10; 11/17; 3/4; ; 11/17; 77/100; 14/19; ; ; ; ; ; ; 
Draw; 14/5; ; 11/4; ; ; ; 14/5; ; ; 11/4; 13/5; 13/5; ; ; 14/5; 29/10; 11/4; 23/10; ; 11/4; 53/20; 11/4; ; ; ; ; ; ; 
Granada; 4; ; 4; ; ; ; 4; ; ; 4; 15/4; 4; ; ; 4; 4; 41/10; 4; ; 41/10; 23/5; 16/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-granada; 2017-03-20 20:18:39 GMT+2; 2017-04-05 18:30; e70300-dr003
Deportivo La Coruna; 13/20; ; 8/11; ; ; 8/11; 7/10; ; 4/6; 4/6; 4/6; 7/10; ; ; 7/10; 4/6; 11/17; 3/4; ; 11/17; 77/100; 14/19; ; ; ; ; ; ; 
Draw; 14/5; ; 11/4; ; ; 11/4; 14/5; ; 14/5; 11/4; 13/5; 13/5; ; ; 14/5; 14/5; 11/4; 23/10; ; 11/4; 53/20; 11/4; ; ; ; ; ; ; 
