META; english/premier-league/arsenal-v-man-city; 2017-03-04 22:16:51 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man City; ; ; 8/5; ; ; ; 13/8; 9/5; 13/8; ; ; ; ; ; ; 7/4; 8/5; 28/17; 8/5; 8/5; 191/100; ; 8/5; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; 9/4; 23/10; 12/5; ; ; ; ; ; ; 23/10; 9/4; 23/10; 23/10; 9/4; 49/20; ; 23/10; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 02:16:11 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 6/4; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 17/10; 17/11; 17/10; 17/10; 8/5; ; 17/10; ; ; ; ; 
Man City; 6/4; ; 8/5; ; 6/4; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; ; 8/5; 17/11; 28/17; 8/5; 17/11; 191/100; ; 8/5; ; ; ; ; 
Draw; 5/2; ; 12/5; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; ; ; ; 12/5; 23/10; 23/10; 23/10; 23/10; 49/20; ; 23/10; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 06:16:16 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man City; 6/4; ; 8/5; ; 6/4; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; ; 8/5; 17/11; 28/17; 8/5; 17/11; 33/20; ; 8/5; ; ; ; ; 
Arsenal; 13/8; ; 6/4; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 17/10; 17/11; 17/10; 17/10; 181/100; ; 17/10; ; ; ; ; 
Draw; 5/2; ; 12/5; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; 49/20; ; ; 12/5; 23/10; 23/10; 23/10; 23/10; 51/20; ; 23/10; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 10:15:57 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man City; 6/4; ; 8/5; ; 8/5; ; 8/5; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 33/20; ; 8/5; ; ; ; ; 
Arsenal; 13/8; ; 6/4; ; 7/4; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; 7/4; 8/5; 17/10; 17/11; 17/10; 17/10; 181/100; ; 17/10; ; ; ; ; 
Draw; 5/2; ; 12/5; ; 13/5; ; 13/5; 23/10; 12/5; ; 23/10; ; 49/20; ; 23/10; 5/2; 23/10; 23/10; 23/10; 23/10; 51/20; ; 23/10; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 14:15:53 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 33/20; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; 7/4; 8/5; 17/10; 17/11; 17/10; 17/10; 9/5; 8/5; 17/10; ; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; 49/20; ; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 13/5; 5/2; 23/10; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 18:16:28 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; 7/4; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 17/11; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 23/17; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; 49/20; ; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 22:15:57 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; 7/4; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; 49/20; ; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-14 02:16:23 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; ; ; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-14 06:15:53 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; ; ; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-14 10:15:56 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 23/20; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; ; ; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-14 14:16:11 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; 17/10; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; 8/5; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 23/20; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; 5/2; ; 5/2; 23/10; 12/5; ; 23/10; ; ; ; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-14 18:15:57 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 8/5; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 23/20; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 23/10; ; ; ; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-14 22:15:52 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 23/20; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; ; 12/5; 5/2; 23/10; 23/10; 23/10; 23/10; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-15 02:16:10 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; ; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-15 06:15:47 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; ; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-15 10:15:57 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; ; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; ; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; ; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-15 14:16:22 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; 6/4; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; 21/10; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-15 18:15:51 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; 6/4; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; 21/10; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-15 22:16:11 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Arsenal; 13/8; ; 17/10; ; ; ; 7/4; 7/5; 13/8; ; 31/20; ; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; ; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; ; 31/20; ; ; ; 13/8; 9/5; 13/8; ; 6/4; ; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; ; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; ; 49/20; ; ; ; 5/2; 23/10; 12/5; ; 12/5; ; ; 21/10; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-16 02:16:06 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Arsenal; 13/8; 7/4; 17/10; ; ; 8/5; 7/4; 7/5; 13/8; ; 31/20; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; 3/2; 31/20; ; ; 6/4; 13/8; 9/5; 13/8; ; 6/4; 31/20; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; ; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 21/10; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-16 06:16:04 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Arsenal; 13/8; 7/4; 17/10; ; ; 8/5; 7/4; 7/5; 13/8; ; 31/20; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; 3/2; 31/20; ; ; 6/4; 13/8; 9/5; 13/8; ; 6/4; 31/20; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; ; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 21/10; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-16 10:16:17 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Arsenal; 13/8; 7/4; 17/10; ; ; 8/5; 7/4; 7/5; 13/8; ; 31/20; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; 3/2; 31/20; ; ; 6/4; 13/8; 9/5; 13/8; ; 6/4; 31/20; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; ; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 21/10; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-16 14:16:07 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 11/8; 6/4; 13/8; 9/5; 13/8; ; 6/4; 31/20; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 7/4; 7/5; 13/8; ; 31/20; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 5/2; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 21/10; 23/10; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-16 18:16:30 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Arsenal; 13/8; 7/4; 17/10; ; ; 8/5; 7/4; 7/5; 13/8; ; 31/20; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Man City; 6/4; 3/2; 31/20; ; ; 6/4; 13/8; 9/5; 13/8; ; 6/4; 31/20; ; 6/4; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; ; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 21/10; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-16 22:16:10 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 11/8; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 8/5; ; 13/8; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 5/2; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 5/2; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-17 02:16:06 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 7/5; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 8/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 19/10; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 5/2; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 5/2; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-17 06:15:47 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 7/5; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 19/10; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 5/2; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-17 10:15:59 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 7/5; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 6/5; 8/5; 17/11; 28/17; 8/5; 17/11; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 19/10; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 8/5; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 5/2; 5/2; 5/2; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 12/5; 5/2; 40/17; 23/10; 23/10; 40/17; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-17 14:16:53 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 29/20; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 8/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 13/8; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 13/5; 5/2; 13/5; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 5/2; 5/2; 12/5; 23/10; 23/10; 12/5; 13/5; 5/2; 23/10; ; 23/10; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-17 18:16:56 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 31/20; ; 29/20; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 8/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 13/8; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 49/20; ; 13/5; 5/2; 13/5; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 5/2; 5/2; 12/5; 23/10; 23/10; 12/5; 13/5; 5/2; 40/17; ; 40/17; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-17 22:16:06 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 6/4; ; 29/20; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 6/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 13/8; ; 8/5; 7/4; 17/11; 17/10; 7/4; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 5/2; ; 13/5; 5/2; 13/5; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 12/5; 5/2; 9/4; 23/10; 23/10; 9/4; 13/5; 5/2; 40/17; ; 40/17; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-18 02:16:15 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 6/4; ; 29/20; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 6/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 13/8; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 5/2; ; 13/5; 5/2; 13/5; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 12/5; 5/2; 27/11; 23/10; 23/10; 27/11; 13/5; 5/2; 40/17; ; 40/17; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-18 06:16:14 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 6/4; ; 29/20; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 8/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 13/8; ; 8/5; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 5/2; ; 13/5; 5/2; 13/5; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 5/2; 5/2; 27/11; 23/10; 23/10; 27/11; 13/5; 5/2; 40/17; ; 40/17; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-18 10:16:45 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
Man City; 6/4; 3/2; 6/4; ; 29/20; 6/4; 31/20; 9/5; 13/8; ; 29/20; 31/20; ; 6/4; 8/5; 8/5; 8/5; 28/17; 8/5; 8/5; 13/8; 13/8; 8/5; ; 8/5; ; ; ; 
Arsenal; 13/8; 7/4; 17/10; ; 2; 8/5; 9/5; 7/5; 13/8; ; 8/5; 17/10; ; 13/8; ; 13/8; 28/17; 17/11; 17/10; 28/17; 9/5; 8/5; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 23/10; 5/2; ; 13/5; 5/2; 13/5; 23/10; 12/5; ; 12/5; 12/5; ; 11/5; 5/2; 5/2; 27/11; 23/10; 23/10; 27/11; 13/5; 5/2; 40/17; ; 40/17; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-18 14:17:10 GMT+2; 2017-04-02 16:00; Nothing; Xlenovo
