META; english/premier-league/leicester-v-stoke; 2017-03-07 02:17:03 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
META; english/premier-league/leicester-v-stoke; 2017-03-14 14:16:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 21/20; ; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; ; ; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 28/25; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; ; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 13/5; ; 13/5; 13/5; 11/4; ; 29/10; 2; 13/5; 13/5; 12/5; 13/5; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 57/20; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-14 18:16:07 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 21/20; ; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; ; ; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 28/25; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; ; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 13/5; ; 13/5; 13/5; 11/4; ; 29/10; 2; 13/5; 13/5; 12/5; 13/5; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 57/20; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-14 22:16:00 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 21/20; ; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; ; ; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 28/25; ; 21/20; ; 21/20; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; ; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; ; 12/5; ; 12/5; ; ; ; 
Stoke; 13/5; ; 13/5; 13/5; 11/4; ; 29/10; 2; 13/5; 13/5; 12/5; 13/5; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 57/20; ; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-15 02:16:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 21/20; 11/10; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; ; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 28/25; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; ; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 13/5; 12/5; 27/10; 13/5; 11/4; ; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 57/20; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-15 06:15:56 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; ; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 28/25; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; ; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; ; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 57/20; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-15 10:16:12 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; ; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 28/25; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; ; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; ; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; ; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 57/20; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-15 14:16:41 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; ; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; ; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; ; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-15 18:16:03 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-15 22:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-16 02:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 11/4; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-16 06:15:52 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-16 10:16:05 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-16 14:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-16 18:16:19 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-16 22:15:57 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-17 02:15:50 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 27/10; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-17 06:15:34 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-17 10:15:43 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 5/4; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 12/5; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 12/5; 40/17; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 11/4; 5/2; 13/5; ; 12/5; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-17 14:16:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 12/5; 40/17; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 13/5; 5/2; 13/5; ; 12/5; 13/5; 13/5; 27/10; 5/2; 5/2; 27/10; 29/10; 27/10; 28/11; ; 28/11; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-17 18:16:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; ; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; ; 23/10; 5/2; 12/5; 40/17; 40/17; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 13/5; 5/2; 13/5; ; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 27/10; 29/10; 27/10; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-17 22:15:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; ; 5/4; 11/10; 21/20; 21/20; 21/20; 1; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; ; 9/4; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 5/2; 12/5; 40/17; 40/17; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; ; 2; 13/5; 13/5; 5/2; 13/5; 27/10; 12/5; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 29/10; 27/10; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-18 02:16:03 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; 1; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 5/2; 12/5; 40/17; 40/17; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 13/5; 5/2; 13/5; 27/10; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 27/10; 29/10; 27/10; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-18 06:15:58 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; 1; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 5/2; 12/5; 40/17; 40/17; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 13/5; 5/2; 13/5; 27/10; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 27/10; 29/10; 27/10; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-18 10:16:21 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; ; 5/4; 11/10; 21/20; 21/20; 21/20; 1; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; ; 9/4; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 5/2; 12/5; 40/17; 40/17; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; ; 2; 13/5; 13/5; 5/2; 13/5; 27/10; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 27/10; 29/10; 27/10; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-18 14:16:48 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 5/4; 11/10; 21/20; 21/20; 21/20; 1; 1; 21/20; 15/13; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 47/20; 12/5; 5/2; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 5/2; 5/2; 40/17; 40/17; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 13/5; 13/5; 11/4; 11/4; 29/10; 2; 13/5; 13/5; 5/2; 13/5; 27/10; 12/5; 13/5; 11/4; 27/10; 5/2; 13/5; 27/10; 29/10; 27/10; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-18 18:16:23 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 1; 11/10; 1; 21/20; 21/20; 1; 1; 5/4; 21/20; 21/20; 19/20; 20/21; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 11/10; ; 21/20; ; 21/20; ; ; ; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 40/17; 23/10; 12/5; 5/2; ; 40/17; ; 40/17; ; ; ; 
Stoke; 14/5; 12/5; 29/10; 13/5; 3; 11/4; 16/5; 2; 14/5; 13/5; 27/10; 3; 11/4; 12/5; 3; 3; 29/10; 5/2; 13/5; 29/10; 29/10; ; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-18 22:15:37 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 10/11; 19/20; 1; 21/20; 1; 1; 1; 5/4; 1; 20/21; 19/20; 20/21; 19/20; 10/11; 1; 21/20; 1; 19/20; 21/20; 1; 21/20; 19/20; 21/20; ; 21/20; ; ; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 9/4; 5/2; 9/4; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 27/11; 40/17; ; 40/17; ; ; ; 
Stoke; 16/5; 29/10; 29/10; 13/5; 16/5; 11/4; 31/10; 2; 14/5; 14/5; 27/10; 3; 29/10; 13/5; 14/5; 3; 29/10; 14/5; 13/5; 29/10; 31/10; 58/19; 45/17; ; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-19 02:15:47 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 10/11; 19/20; 1; 10/11; 1; 1; 1; 5/4; 1; ; 19/20; 20/21; 19/20; 10/11; 1; 1; 1; 19/20; 21/20; 1; 21/20; 19/20; 21/20; 19/20; 21/20; ; ; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 9/4; 5/2; 9/4; 5/2; ; 9/4; 23/10; 12/5; 23/10; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 27/11; 40/17; 12/5; 40/17; ; ; ; 
Stoke; 16/5; 29/10; 29/10; 3; 16/5; 11/4; 31/10; 2; 14/5; ; 27/10; 3; 29/10; 13/5; 14/5; 16/5; 29/10; 14/5; 13/5; 29/10; 31/10; 58/19; 45/17; 14/5; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-19 06:15:38 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 10/11; 19/20; 1; 10/11; 1; 1; 1; 5/4; 1; 20/21; 19/20; 20/21; 19/20; 10/11; 1; 1; 1; 19/20; 21/20; 1; 21/20; 19/20; 21/20; 19/20; 21/20; ; ; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 9/4; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; 12/5; 23/10; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 27/11; 40/17; 12/5; 40/17; ; ; ; 
Stoke; 16/5; 29/10; 29/10; 3; 16/5; 11/4; 31/10; 2; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 16/5; 29/10; 14/5; 13/5; 29/10; 31/10; 58/19; 45/17; 14/5; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-19 10:15:47 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 10/11; 19/20; 1; 10/11; 1; 1; 1; 5/4; 1; 20/21; 19/20; 20/21; 19/20; 10/11; 1; 1; 1; 19/20; 21/20; 1; 21/20; 19/20; 21/20; 19/20; 21/20; ; ; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 9/4; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; 12/5; 23/10; 5/2; 5/2; 12/5; 12/5; 23/10; 12/5; 5/2; 27/11; 40/17; 12/5; 40/17; ; ; ; 
Stoke; 16/5; 29/10; 29/10; 3; 16/5; 11/4; 31/10; 2; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 16/5; 56/19; 14/5; 13/5; 56/19; 31/10; 58/19; 45/17; 14/5; 45/17; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-19 14:15:56 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Leicester; 10/11; 19/20; 1; 19/20; 1; 1; 1; 5/4; 1; 20/21; 19/20; 20/21; 19/20; 10/11; 1; 1; 1; 19/20; 21/20; 1; 21/20; 19/20; 21/20; 19/20; 21/20; ; ; ; 20/21
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 9/4; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; 12/5; 23/10; 5/2; 13/5; 12/5; 12/5; 23/10; 12/5; 5/2; 27/11; 40/17; 12/5; 40/17; ; ; ; 23/10
Stoke; 16/5; 29/10; 29/10; 14/5; 16/5; 11/4; 31/10; 2; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 31/10; 56/19; 14/5; 13/5; 56/19; 31/10; 58/19; 45/17; 14/5; 45/17; ; ; ; 12/5
META; english/premier-league/leicester-v-stoke; 2017-03-19 18:16:01 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
