META; english/premier-league/everton-v-hull; 2017-03-01 22:16:19 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 02:16:17 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 06:16:16 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 10:16:32 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 14:16:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 18:16:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 22:16:29 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
