META; english/premier-league/stoke-v-chelsea; 2017-03-01 22:16:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-02 02:16:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-02 06:16:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-02 10:16:37 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-02 14:16:25 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-02 18:16:28 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-02 22:16:33 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-03 02:17:00 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-03 06:16:27 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-03 10:17:17 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-03 14:17:36 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-03 18:17:18 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-03 22:17:30 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-04 02:17:00 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-04 06:16:37 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-04 10:16:56 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-04 14:17:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-04 18:17:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-04 22:16:22 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-05 02:16:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-05 06:16:09 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-05 10:16:29 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; ; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; ; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; ; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; ; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-05 14:16:46 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; ; 4/7; 8/15; ; ; ; ; 3/5; 4/7; ; ; ; ; ; ; 4/6; ; 8/15; ; ; 8/13; ; ; ; ; ; ; 
Draw; ; 14/5; 11/4; ; ; ; ; 29/10; 3; ; ; ; ; ; ; 31/10; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Stoke; ; 5; 5; ; ; ; ; 4; 5; ; ; ; ; ; ; 5; ; 5; ; ; 11/2; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-05 18:16:11 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 8/13; 4/7; 8/15; ; 4/6; ; 13/20; 3/5; 8/13; 13/20; 8/13; ; 8/13; ; ; 4/6; 11/18; 8/15; ; 11/18; 13/20; ; ; ; ; ; ; 
Draw; 14/5; 14/5; 11/4; ; 3; ; 3; 29/10; 3; 14/5; 11/4; ; 57/20; ; ; 31/10; 37/13; 3; ; 37/13; 3; ; ; ; ; ; ; 
Stoke; 9/2; 5; 5; ; 5; ; 5; 4; 9/2; 4; 4; ; 9/2; ; ; 5; 49/11; 5; ; 49/11; 26/5; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-05 22:16:14 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 8/15; ; 3/5; ; 8/13; 3/5; 8/13; 3/5; 4/7; ; 4/7; ; ; 8/13; 4/7; 8/15; 8/15; 4/7; 8/13; ; 6/11; ; ; 2/5; ; 
Draw; 3; 14/5; 11/4; ; 3; ; 3; 29/10; 3; 3; 14/5; ; 29/10; ; ; 16/5; 56/19; 3; 3; 56/19; 31/10; ; 3; ; ; 23/10; ; 
Stoke; 5; 5; 5; ; 11/2; ; 21/4; 4; 9/2; 9/2; 9/2; ; 5; ; ; 5; 79/17; 5; 5; 79/17; 11/2; ; 5; ; ; 7/2; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-06 02:16:26 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 8/15; ; 3/5; ; 3/5; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; ; 8/13; 4/7; 8/15; 8/15; 4/7; 8/13; ; 6/11; ; ; 4/9; ; 
Draw; 3; 14/5; 11/4; ; 3; ; 3; 29/10; 3; 14/5; 11/4; ; 29/10; ; ; 16/5; 56/19; 3; 3; 56/19; 31/10; ; 3; ; ; 23/10; ; 
Stoke; 5; 5; 5; ; 11/2; ; 11/2; 4; 19/4; 19/4; 9/2; ; 5; ; ; 5; 79/17; 5; 5; 79/17; 11/2; ; 5; ; ; 7/2; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-06 06:15:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 8/15; ; 3/5; ; 3/5; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; ; 8/13; 4/7; 8/15; 8/15; 4/7; 8/13; ; 6/11; ; ; 4/9; ; 
Draw; 3; 14/5; 11/4; ; 3; ; 3; 29/10; 3; 14/5; 11/4; ; 29/10; ; ; 16/5; 56/19; 3; 3; 56/19; 31/10; ; 3; ; ; 23/10; ; 
Stoke; 5; 5; 5; ; 11/2; ; 11/2; 4; 19/4; 19/4; 9/2; ; 5; ; ; 5; 79/17; 5; 5; 79/17; 11/2; ; 5; ; ; 7/2; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-06 10:16:03 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 8/15; ; 3/5; 8/13; 3/5; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; ; 8/13; 4/7; 8/15; 8/15; 4/7; 8/13; ; 6/11; ; ; 4/9; ; 
Draw; 3; 14/5; 11/4; ; 3; 16/5; 3; 29/10; 3; 14/5; 11/4; ; 29/10; ; ; 16/5; 56/19; 3; 3; 56/19; 31/10; ; 3; ; ; 11/5; ; 
Stoke; 5; 5; 5; ; 11/2; 19/4; 11/2; 4; 19/4; 19/4; 9/2; ; 5; ; ; 5; 79/17; 5; 5; 79/17; 11/2; ; 5; ; ; 7/2; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-06 14:16:05 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 6/10; ; 3/5; 8/13; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; ; 4/7; 8/13; 4/7; 8/15; 8/15; 4/7; 8/13; 3/5; 6/11; ; ; 4/9; ; 
Draw; 3; 14/5; 29/10; ; 3; 3; 3; 29/10; 3; 14/5; 11/4; 14/5; 29/10; ; 3; 16/5; 56/19; 3; 3; 56/19; 31/10; 3; 3; ; ; 12/5; ; 
Stoke; 5; 5; 19/4; ; 11/2; 19/4; 11/2; 4; 19/4; 19/4; 9/2; 5; 5; ; 5; 5; 79/17; 5; 5; 79/17; 11/2; 47/10; 5; ; ; 4; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-06 18:16:14 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 6/10; 6/10; 3/5; 8/13; 3/5; 3/5; 4/7; 3/5; 4/7; 8/13; 4/7; 6/10; 4/7; 8/13; 5/9; 8/15; 8/15; 5/9; 8/13; 3/5; 6/11; ; ; 8/15; ; 
Draw; 3; 14/5; 29/10; 3; 3; 3; 3; 29/10; 3; 14/5; 11/4; 14/5; 29/10; 3; 3; 31/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; ; ; 14/5; ; 
Stoke; 5; 5; 19/4; 9/2; 11/2; 19/4; 11/2; 4; 19/4; 19/4; 9/2; 9/2; 5; 5; 5; 5; 63/13; 5; 5; 63/13; 11/2; 47/10; 5; ; ; 23/5; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-06 22:16:03 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 6/10; 6/10; 3/5; 8/13; 4/7; 3/5; 4/7; 3/5; 4/7; 8/13; 4/7; 6/10; 4/7; 8/13; 5/9; 8/15; 8/15; 5/9; 8/13; ; 6/11; ; ; 8/15; ; 
Draw; 3; 14/5; 29/10; 3; 16/5; 3; 31/10; 29/10; 3; 14/5; 11/4; 14/5; 29/10; 3; 3; 31/10; 56/19; 3; 3; 56/19; 31/10; ; 3; ; ; 14/5; ; 
Stoke; 5; 5; 19/4; 9/2; 5; 19/4; 11/2; 4; 19/4; 19/4; 9/2; 9/2; 5; 5; 5; 5; 63/13; 5; 5; 63/13; 11/2; ; 5; ; ; 23/5; ; 
META; english/premier-league/stoke-v-chelsea; 2017-03-07 02:16:18 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Chelsea; 11/20; 4/7; 6/10; 6/10; 3/5; 8/13; 4/7; 3/5; 4/7; 3/5; 4/7; 8/13; 4/7; 6/10; 4/7; 8/13; 5/9; 8/15; 8/15; 5/9; 8/13; 3/5; 6/11; ; ; 8/15; ; 
