META; english/premier-league/hull-v-west-ham; 2017-03-05 22:16:37 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; ; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; ; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; ; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 06:15:35 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 10:15:45 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 14:15:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 8/5
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-19 18:15:56 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 8/5
West Ham; 7/4; 9/5; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-19 22:15:33 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 6/4
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 15/8; 9/5; 7/4; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 02:15:40 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 6/4; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 13/8
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 21/10; 23/10; 12/5; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 06:15:28 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 13/8
West Ham; 7/4; 15/8; 9/5; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 10:15:29 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; ; 13/8
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 14:15:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 13/8
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 18:15:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-20 22:15:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 02:15:30 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 06:15:27 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 10:15:29 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 14:15:30 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 18:15:32 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 22:15:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 02:15:47 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 13/8; 8/5; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 20/11; 15/8; 17/10; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 19/10; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 06:15:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 13/8; 8/5; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 20/11; 15/8; 17/10; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 10:15:36 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 13/8; 8/5; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 27/20; 8/5
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 20/11; 15/8; 17/10; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 6/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/5; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 14:15:29 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 18:15:28 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-22 22:15:38 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 02:15:40 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 17/10; 
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 06:15:33 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 17/10; 
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 10:15:33 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 17/10; 
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 14:15:42 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 15/8; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 18:15:50 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Hull; 13/10; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 7/5; 7/5; 27/20; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 11/8; 7/5; ; ; 7/5; 
West Ham; 2; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; 2; 15/8; 2; 39/20; 21/10; 2; 2; 39/19; 2; 2; 39/19; 52/25; 2; 2; 2; 2; ; ; 19/10; 
