META; english/premier-league/man-city-v-liverpool; 2017-03-01 22:16:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Man City; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 10/11; ; ; 99/100; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Liverpool; ; ; 3; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 14/5; ; ; 16/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-03-02 02:16:19 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Man City; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 10/11; ; ; 99/100; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Liverpool; ; ; 3; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 14/5; ; ; 16/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-03-02 06:16:19 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Man City; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 10/11; ; ; 99/100; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Liverpool; ; ; 3; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 14/5; ; ; 16/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-03-02 10:16:34 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Man City; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 10/11; ; ; 99/100; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Liverpool; ; ; 3; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 14/5; ; ; 16/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-03-02 14:16:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Man City; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 10/11; ; ; 99/100; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Liverpool; ; ; 3; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 14/5; ; ; 16/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-liverpool; 2017-03-02 18:16:26 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Man City; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 10/11; ; ; 99/100; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
