META; english/premier-league/arsenal-v-leicester; 2017-02-20 18:16:55 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Arsenal; 9/20; 4/9; 4/9; 4/9; ; 4/9; 9/20; 9/20; 4/9; 4/9; 4/9; 4/9; 21/50; ; 9/20; 4/9; 5/12; 5/11; 4/9; 5/12; 51/100; 7/15; 7/15; ; 7/15; ; ; ; 4/9
Draw; 10/3; 4; 37/10; 15/4; ; 19/5; 4; 14/5; 19/5; 7/2; 7/2; 15/4; 15/4; ; 15/4; 15/4; 37/10; 10/3; 7/2; 37/10; 77/20; 18/5; 18/5; ; 18/5; ; ; ; 7/2
Leicester; 6; 5; 11/2; 11/2; ; 6; 6; 6; 11/2; 6; 11/2; 11/2; 6; ; 11/2; 6; 113/19; 11/2; 28/5; 113/19; 57/10; 11/2; 28/5; ; 28/5; ; ; ; 31/5
META; english/premier-league/arsenal-v-leicester; 2017-04-19 10:15:34 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 4/9; 4/9; 4/9; ; 4/9; 9/20; 9/20; 4/9; 4/9; 4/9; 4/9; 21/50; ; 9/20; 4/9; 7/17; 5/11; 2/5; 7/17; 51/100; 7/15; 3/7; ; 3/7; ; ; ; 4/9
Draw; 10/3; 4; 37/10; 15/4; ; 19/5; 4; 14/5; 19/5; 7/2; 7/2; 15/4; 15/4; ; 15/4; 15/4; 37/10; 10/3; 7/2; 37/10; 77/20; 18/5; 15/4; ; 15/4; ; ; ; 7/2
Leicester; 6; 5; 11/2; 11/2; ; 6; 6; 6; 11/2; 6; 11/2; 11/2; 6; ; 11/2; 6; 6; 11/2; 6; 6; 57/10; 11/2; 6; ; 6; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-19 14:15:33 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 9/20; 4/9; 4/9; 4/9; ; 4/9; 9/20; 9/20; 4/9; 4/9; 4/9; 4/9; 21/50; ; 9/20; 4/9; 7/17; 5/11; 2/5; 7/17; 23/50; 7/15; 3/7; ; 3/7; ; ; ; 4/9
Draw; 10/3; 19/5; 37/10; 15/4; ; 19/5; 19/5; 14/5; 19/5; 7/2; 7/2; 7/2; 15/4; ; 15/4; 15/4; 37/10; 10/3; 7/2; 37/10; 4; 18/5; 15/4; ; 15/4; ; ; ; 7/2
Leicester; 6; 5; 11/2; 11/2; ; 6; 6; 6; 11/2; 6; 11/2; 11/2; 6; ; 11/2; 6; 6; 11/2; 6; 6; 32/5; 11/2; 6; ; 6; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-19 18:15:33 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 4/9; 4/9; ; 4/9; 9/20; 9/20; 4/9; 2/5; 4/9; 4/9; 21/50; ; 9/20; 4/9; 2/5; 5/11; 2/5; 2/5; 23/50; 7/15; 3/7; ; 3/7; ; ; ; 4/9
Draw; 7/2; 19/5; 37/10; 15/4; ; 19/5; 19/5; 14/5; 19/5; 7/2; 7/2; 7/2; 15/4; ; 15/4; 15/4; 37/10; 10/3; 7/2; 37/10; 4; 18/5; 15/4; ; 15/4; ; ; ; 7/2
Leicester; 13/2; 5; 11/2; 11/2; ; 6; 6; 6; 11/2; 6; 11/2; 11/2; 6; ; 11/2; 6; 6; 11/2; 6; 6; 32/5; 11/2; 6; ; 6; ; ; ; 13/2
META; english/premier-league/arsenal-v-leicester; 2017-04-19 22:15:34 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 4/9; 4/9; ; 4/9; 9/20; 9/20; 4/9; 2/5; 4/9; 4/9; 21/50; ; 9/20; 4/9; 2/5; 5/12; 2/5; ; 23/50; 7/15; 3/7; ; 3/7; ; ; ; 4/9
Draw; 7/2; 19/5; 37/10; 15/4; ; 19/5; 19/5; 14/5; 19/5; 7/2; 7/2; 7/2; 15/4; ; 15/4; 15/4; 37/10; 18/5; 7/2; ; 4; 18/5; 15/4; ; 15/4; ; ; ; 7/2
Leicester; 13/2; 5; 11/2; 11/2; ; 6; 6; 6; 11/2; 6; 11/2; 11/2; 6; ; 11/2; 6; 6; 23/4; 6; ; 32/5; 11/2; 6; ; 6; ; ; ; 11/2
META; english/premier-league/arsenal-v-leicester; 2017-04-20 02:15:32 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 2/5; 4/9; 40/85; 4/9; 2/5; 4/9; 9/20; 9/20; 4/9; 4/9; 4/9; 4/9; 21/50; ; 9/20; 4/9; 2/5; 5/12; 2/5; 2/5; 23/50; 7/15; 3/7; ; 3/7; ; ; ; 4/9
Draw; 7/2; 19/5; 37/10; 15/4; 19/5; 19/5; 19/5; 14/5; 19/5; 7/2; 7/2; 15/4; 15/4; ; 15/4; 15/4; 37/10; 18/5; 7/2; 37/10; 4; 18/5; 15/4; ; 15/4; ; ; ; 7/2
Leicester; 13/2; 5; 11/2; 11/2; 13/2; 11/2; 6; 6; 11/2; 6; 5; 11/2; 6; ; 11/2; 6; 6; 23/4; 6; 6; 32/5; 11/2; 6; ; 6; ; ; ; 28/5
META; english/premier-league/arsenal-v-leicester; 2017-04-20 06:15:29 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 4/9; 4/9; 8/15; 4/9; 2/5; 8/15; 1/2; 9/20; 1/2; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 2/5; 5/12; 2/5; 2/5; 23/50; 11/21; 3/7; ; 3/7; ; ; ; 1/2
Draw; 7/2; 19/5; 7/2; 15/4; 19/5; 18/5; 19/5; 14/5; 7/2; 7/2; 10/3; 7/2; 7/2; ; 15/4; 15/4; 37/10; 18/5; 7/2; 37/10; 4; 7/2; 15/4; ; 15/4; ; ; ; 7/2
Leicester; 11/2; 5; 19/4; 11/2; 13/2; 5; 11/2; 6; 5; 5; 9/2; 9/2; 5; ; 19/4; 11/2; 6; 23/4; 6; 6; 32/5; 24/5; 6; ; 6; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-20 10:15:29 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 4/9; 4/9; 8/15; 4/9; 4/9; 8/15; 1/2; 9/20; 1/2; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 17/35; 5/12; 4/9; 17/35; 23/50; 11/21; 10/21; ; 10/21; ; ; ; 1/2
Draw; 7/2; 19/5; 7/2; 15/4; 19/5; 18/5; 19/5; 14/5; 7/2; 7/2; 10/3; 7/2; 7/2; ; 15/4; 7/2; 7/2; 18/5; 7/2; 7/2; 4; 7/2; 18/5; ; 18/5; ; ; ; 7/2
Leicester; 11/2; 5; 19/4; 11/2; 11/2; 5; 11/2; 6; 5; 5; 9/2; 9/2; 5; ; 19/4; 11/2; 5; 23/4; 5; 5; 32/5; 24/5; 5; ; 5; ; ; ; 26/5
META; english/premier-league/arsenal-v-leicester; 2017-04-20 14:15:30 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 1/2; 11/20; 4/9; 4/9; 4/7; 8/15; 9/20; 8/15; 11/20; 8/15; 8/15; 8/15; ; 8/15; 8/15; 18/35; 1/2; 4/9; ; 14/25; 11/21; 10/21; ; 10/21; ; ; ; 8/15
Draw; 10/3; 18/5; 17/5; 15/4; 19/5; 18/5; 15/4; 14/5; 7/2; 10/3; 16/5; 7/2; 7/2; ; 7/2; 7/2; 17/5; 7/2; 7/2; ; 15/4; 7/2; 18/5; ; 18/5; ; ; ; 7/2
Leicester; 5; 9/2; 9/2; 11/2; 11/2; 19/4; 5; 6; 9/2; 9/2; 21/5; 9/2; 9/2; ; 19/4; 5; 47/10; 9/2; 5; ; 51/10; 24/5; 5; ; 5; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-20 18:15:30 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 4/7; 4/9; 4/9; 4/7; 8/15; 1/2; 8/15; 11/20; 8/15; 8/15; 8/15; ; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; ; 11/21; ; 1/2; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 16/5; 7/2; 7/2; ; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 15/4; 7/2; 18/5; ; 18/5; ; 3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 9/2; 21/5; 9/2; 9/2; ; 19/4; 5; 23/5; 9/2; 9/2; 23/5; 51/10; 24/5; 9/2; ; 9/2; ; 24/5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-20 22:15:29 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 4/7; 4/9; 4/9; 4/7; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; ; 11/21; ; 1/2; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 16/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 15/4; 7/2; 18/5; ; 18/5; ; 3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 21/5; 4; 19/4; 5; 19/4; 5; 79/17; 9/2; 9/2; 79/17; 51/10; 24/5; 9/2; ; 9/2; ; 24/5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-21 02:15:20 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 4/7; 4/9; 4/9; 4/7; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; ; 11/21; ; ; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 16/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 15/4; 7/2; 18/5; ; 18/5; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 21/5; 4; 19/4; 5; 19/4; 5; 79/17; 9/2; 9/2; 79/17; 51/10; 24/5; 9/2; ; 9/2; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-21 06:15:20 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 4/7; 4/9; 4/9; 4/7; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; ; 11/21; ; 1/2; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 16/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 15/4; 7/2; 18/5; ; 18/5; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 21/5; 4; 19/4; 5; 19/4; 5; 79/17; 9/2; 9/2; 79/17; 51/10; 24/5; 9/2; ; 9/2; ; 24/5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-21 10:15:20 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 4/9; 4/7; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; ; 11/21; ; ; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 15/4; 7/2; 18/5; ; 18/5; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 21/5; 4; 19/4; 5; 19/4; 5; 47/10; 9/2; 9/2; 47/10; 51/10; 24/5; 9/2; ; 9/2; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-21 14:15:24 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 4/9; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; 8/15; 11/21; ; 1/2; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 7/2; 7/2; 17/5; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 5; 47/10; 9/2; 23/5; 19/4; 51/10; 24/5; 19/4; 9/2; 19/4; ; 5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-21 18:16:05 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 4/9; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 18/35; 1/2; 1/2; 18/35; 14/25; 11/21; 11/21; 8/15; 11/21; ; 1/2; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 7/2; 57/17; 7/2; 7/2; 57/17; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 5; 47/10; 9/2; 23/5; 47/10; 51/10; 24/5; 19/4; 9/2; 19/4; ; 26/5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-21 22:15:31 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 4/9; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; 8/15; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 7/2; 38/11; 7/2; 7/2; 38/11; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 5; 19/4; 9/2; 23/5; 19/4; 51/10; 24/5; 19/4; 9/2; 19/4; ; 5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-22 02:15:30 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 4/9; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; 8/15; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 19/5; 18/5; 15/4; 10/3; 7/2; 10/3; 13/4; 16/5; 7/2; 17/5; 7/2; 7/2; 38/11; 7/2; 7/2; 38/11; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 11/2; 19/4; 5; 5; 9/2; 19/4; 17/4; 9/2; 19/4; 5; 19/4; 5; 24/5; 9/2; 23/5; 24/5; 51/10; 24/5; 19/4; 9/2; 19/4; ; 5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-22 06:15:31 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 1/2; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; 8/15; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 7/2; 18/5; 15/4; 10/3; 7/2; 10/3; 13/4; 16/5; 7/2; 17/5; 7/2; 7/2; 38/11; 7/2; 7/2; 38/11; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 9/2; 19/4; 5; 19/4; 5; 24/5; 9/2; 23/5; 24/5; 51/10; 24/5; 19/4; 9/2; 19/4; ; 5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-22 10:15:30 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 1/2; 11/20; 11/20; 1/2; 8/15; 8/15; 8/15; 11/20; 1/2; 11/20; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; 8/15; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 16/5; 7/2; 17/5; 7/2; 7/2; 38/11; 7/2; 7/2; 38/11; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 9/2; 19/4; 5; 19/4; 5; 24/5; 9/2; 23/5; 24/5; 51/10; 24/5; 19/4; 9/2; 19/4; ; 23/5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-22 14:15:32 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 4/9; 1/2; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 11/20; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; ; ; 8/15
Draw; 10/3; 7/2; 17/5; 15/4; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 7/2; 38/11; 7/2; 7/2; 38/11; 15/4; 7/2; 7/2; 16/5; 7/2; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 11/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 5; 24/5; 9/2; 23/5; 24/5; 51/10; 24/5; 19/4; 9/2; 19/4; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-22 18:15:30 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 8/15; 1/2; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 11/20; 1/2; 8/15; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; 1/2; ; 8/15
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 10/3; 38/11; 7/2; 7/2; 38/11; 15/4; 7/2; 7/2; 16/5; 7/2; ; 10/3; ; 7/2
Leicester; 5; 17/4; 9/2; 9/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 9/2; 24/5; 9/2; 23/5; 24/5; 51/10; 24/5; 19/4; 9/2; 19/4; ; 24/5; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-22 22:15:19 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 8/15; 1/2; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 11/20; 1/2; 8/15; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; ; ; 1/2
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 7/2; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 9/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 9/2; 49/10; 9/2; 23/5; 49/10; 51/10; 24/5; 19/4; 9/2; 19/4; ; ; ; 24/5
META; english/premier-league/arsenal-v-leicester; 2017-04-23 02:15:19 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 11/20; 8/15; 1/2; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 11/20; 1/2; 8/15; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 8/15; 11/21; ; 8/15; ; 8/15
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 7/2; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 7/2; ; 7/2; ; 7/2
Leicester; 5; 17/4; 9/2; 9/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 4; 19/4; 5; 19/4; 9/2; 49/10; 9/2; 23/5; 49/10; 51/10; 24/5; 19/4; 9/2; 19/4; ; 23/5; ; 24/5
META; english/premier-league/arsenal-v-leicester; 2017-04-23 06:15:22 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 8/15; 8/15; 1/2; 11/20; 11/20; 1/2; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 1/2; 11/21; ; ; ; 8/15
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 10/3; 7/2; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 9/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 9/2; 19/4; 5; 19/4; 9/2; 49/10; 9/2; 23/5; 49/10; 51/10; 24/5; 19/4; 9/2; 19/4; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-23 10:15:21 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 8/15; 8/15; 1/2; 11/20; 11/20; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 14/25; 11/21; 11/21; 1/2; 11/21; ; ; ; 8/15
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 13/4; 10/3; 7/2; 17/5; 7/2; 10/3; 39/11; 7/2; 7/2; 39/11; 15/4; 7/2; 7/2; 10/3; 7/2; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 9/2; 5; 19/4; 5; 5; 9/2; 19/4; 17/4; 9/2; 19/4; 5; 19/4; 9/2; 49/10; 9/2; 23/5; 94/19; 51/10; 24/5; 19/4; 9/2; 19/4; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-23 18:15:20 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 8/15; 8/15; 8/15; 8/15; 11/20; 11/20; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 4/7; 8/15; 1/2; 1/2; 8/15; 14/25; ; 11/21; 8/15; 11/21; ; ; ; 8/15
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 18/5; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 7/2; 17/5; 7/2; 10/3; 39/11; 7/2; 7/2; 39/11; 15/4; ; 7/2; 7/2; 7/2; ; ; ; 7/2
Leicester; 5; 17/4; 9/2; 9/2; 9/2; 19/4; 5; 5; 9/2; 19/4; 9/2; 9/2; 19/4; 5; 19/4; 9/2; 94/19; 9/2; 23/5; 94/19; 51/10; ; 19/4; 5; 19/4; ; ; ; 5
META; english/premier-league/arsenal-v-leicester; 2017-04-23 22:15:15 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 3/5; 4/7; 8/15; 8/15; 3/5; 4/7; 4/7; 4/7; 4/7; 8/15; 4/7; 4/7; 11/20; 3/5; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 8/13; 4/7; 4/7; 4/7; ; ; ; 4/7
Draw; 10/3; 10/3; 17/5; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 10/3; 10/3; 10/3; 10/3; 16/5; 16/5; 10/3; 57/17; 7/2; 7/2; 57/17; 18/5; 57/17; 7/2; 10/3; 7/2; ; ; ; 7/2
Leicester; 5; 4; 9/2; 9/2; 9/2; 9/2; 19/4; 4; 17/4; 17/4; 9/2; 4; 9/2; 5; 17/4; 9/2; 79/17; 9/2; 9/2; 79/17; 47/10; 4; 9/2; 5; 9/2; ; ; ; 23/5
META; english/premier-league/arsenal-v-leicester; 2017-04-24 02:15:13 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 1/2; 3/5; 4/7; 8/15; 8/15; 3/5; 4/7; 4/7; 4/7; 11/20; 8/15; 4/7; 4/7; 4/7; 3/5; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 7/12; 4/7; 4/7; 4/7; ; 4/7; ; 4/7
Draw; 10/3; 10/3; 10/3; 17/5; 7/2; 7/2; 7/2; 7/2; 7/2; 16/5; 10/3; 10/3; 10/3; 10/3; 16/5; 10/3; 17/5; 7/2; 7/2; 17/5; 18/5; 57/17; 7/2; 10/3; 7/2; ; 10/3; ; 7/2
Leicester; 5; 4; 9/2; 9/2; 9/2; 9/2; 19/4; 4; 17/4; 9/2; 9/2; 4; 9/2; 5; 17/4; 9/2; 79/17; 9/2; 9/2; 79/17; 47/10; 43/10; 9/2; 9/2; 9/2; ; 23/5; ; 23/5
META; english/premier-league/arsenal-v-leicester; 2017-04-24 06:15:14 GMT+3; 2017-04-26 19:45; Nothing; Xlenovo
Arsenal; 4/7; 3/5; 4/7; 8/15; 8/15; 3/5; 4/7; 4/7; 4/7; 11/20; 8/15; 4/7; 4/7; 4/7; 3/5; 4/7; 4/7; 1/2; 4/7; 4/7; 3/5; 7/12; 4/7; 4/7; 4/7; ; 4/7; ; 4/7
Draw; 7/2; 10/3; 10/3; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 16/5; 10/3; 10/3; 10/3; 10/3; 16/5; 10/3; 17/5; 7/2; 7/2; 17/5; 18/5; 57/17; 7/2; 10/3; 7/2; ; 10/3; ; 7/2
