META; english/premier-league/man-utd-v-west-brom; 2017-03-09 02:16:16 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-09 06:16:16 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-09 10:16:18 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-09 14:16:19 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-09 18:16:42 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-09 22:16:11 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-10 02:16:05 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-10 06:16:01 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-10 10:15:58 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-10 14:16:02 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
West Brom; ; ; 11; ; ; ; ; 11; 12; ; ; ; ; ; ; ; ; 10; ; ; 12; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-west-brom; 2017-03-10 18:16:03 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man Utd; ; ; 1/4; ; ; ; ; 1/4; 3/10; ; ; ; ; ; ; ; ; 1/4; ; ; 3/10; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 4; 9/2; ; ; ; ; ; ; ; ; 9/2; ; ; 24/5; ; ; ; ; ; ; 
