META; english/premier-league/leicester-v-tottenham; 2017-05-06 22:15:57 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-07 02:15:55 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-07 10:15:55 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-07 14:15:55 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-07 18:15:52 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; 1/50; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; 1/16; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-07 22:15:49 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; 1/50; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; 1/16; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-08 02:15:51 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; 1/50; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; 1/16; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-08 10:15:50 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; ; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; ; ; 3/4; ; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; ; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; ; ; 14/5; ; ; ; ; ; 1/50; ; 
Leicester; ; ; ; ; ; ; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; 1/16; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-08 14:15:54 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; 13/20; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; 8/13; ; 18/25; ; 11/17; ; 11/17; ; 1/16; ; 
Draw; ; ; ; ; ; 11/4; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; 14/5; ; 29/10; ; 29/10; ; 29/10; ; 1/50; ; 
Leicester; ; ; ; ; ; 4; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; 4; ; 21/5; ; 4; ; 4; ; 1/20; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-08 18:15:50 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; 13/20; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; 8/13; ; 18/25; ; 11/17; ; 11/17; ; 2/11; ; 
Draw; ; ; ; ; ; 11/4; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; 14/5; ; 29/10; ; 29/10; ; 29/10; ; 1/12; ; 
Leicester; ; ; ; ; ; 4; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; 4; ; 21/5; ; 4; ; 4; ; 1/20; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-08 22:15:49 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; 13/20; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; 8/13; ; 18/25; ; 11/17; ; 11/17; ; 2/9; ; 
Draw; ; ; ; ; ; 11/4; ; 14/5; 14/5; ; ; ; ; ; ; ; ; 11/4; 14/5; ; 29/10; ; 29/10; ; 29/10; ; 21/10; ; 
Leicester; ; ; ; ; ; 4; ; 7/2; 4; ; ; ; ; ; ; ; ; 4; 4; ; 21/5; ; 4; ; 4; ; 1/20; ; 
META; english/premier-league/leicester-v-tottenham; 2017-05-09 02:15:47 GMT+3; 2017-05-18 19:45; Nothing; Xlenovo
Tottenham; ; ; ; ; ; 13/20; ; 8/13; 4/6; ; ; ; ; ; ; ; ; 11/17; 8/13; ; 18/25; ; 11/17; ; 11/17; ; 2/9; ; 
