META; english/league-cup/rotherham-v-morecambe; 2016-07-12 13:08:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/100; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/100; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/100; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-12 16:20:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/100; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/100; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/100; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-12 20:22:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/100; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/100; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/100; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-13 00:19:35 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/100; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/100; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/100; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-13 04:19:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/10; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/10; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-13 08:19:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/100; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/100; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/100; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-13 12:20:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 1/10; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 1/10; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-13 16:20:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 4/11; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 4/11; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-13 20:21:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 4/11; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 4/11; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-14 00:19:12 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 4/11; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 4/11; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-14 04:19:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 8/15; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 11/4; 3; ; ; 4/11; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 19/4; 11/2; ; ; 4/11; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-14 08:18:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Rotherham; 4/7; ; 4/7; 6/10; ; 11/20; 8/15; ; ; 4/7; ; 8/15; ; 8/15; ; 8/13; ; 4/7; 4/7; 4/7; 5/9; 3/5; ; ; 1/50; ; 
Draw; 14/5; ; 3; 14/5; ; 14/5; 3; ; ; 14/5; ; 29/10; ; 57/20; ; 14/5; ; 14/5; 11/4; 14/5; 27/10; 3; ; ; 4/11; ; 
Morecambe; 5; ; 5; 9/2; ; 5; 21/4; ; ; 5; ; 9/2; ; 21/4; ; 5; ; 5; 5; 5; 24/5; 11/2; ; ; 4/11; ; 
META; english/league-cup/rotherham-v-morecambe; 2016-07-14 12:21:22 GMT+3; 2016-08-09 19:45; e70300-dr003
