META; english/league-cup/exeter-v-brentford; 2016-07-12 13:07:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/100; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 9/4; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/100; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-12 16:19:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/100; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 9/4; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/100; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-12 20:21:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; ; 19/20; ; ; 1/100; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; ; 45/17; ; ; 9/4; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; ; 16/5; ; ; 1/100; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-13 00:19:07 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/100; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 9/4; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/100; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-13 04:18:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/50; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 1/12; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/12; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-13 08:18:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/100; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 1/100; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/100; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-13 12:20:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/50; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 1/12; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/12; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-13 16:19:25 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/50; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 1/12; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/12; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-13 20:20:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/50; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 1/12; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/12; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-14 00:18:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; ; 19/20; ; ; 1/50; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; ; 45/17; ; ; 1/12; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; ; 16/5; ; ; 1/12; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-14 04:18:35 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 10/11; ; 10/11; 10/11; ; 9/10; 9/10; ; ; 9/10; ; 10/11; ; 17/20; ; 10/11; ; 9/10; 9/10; 9/10; 13/15; 19/20; ; ; 1/50; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 12/5; ; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; ; ; 1/12; ; 
Exeter; 11/4; ; 11/4; 14/5; ; 11/4; 29/10; ; ; 11/4; ; 11/4; ; 57/20; ; 3; ; 11/4; 11/4; 11/4; 27/10; 16/5; ; ; 1/12; ; 
META; english/league-cup/exeter-v-brentford; 2016-07-14 08:18:26 GMT+3; 2016-08-09 19:45; e70300-dr003
