META; english/league-cup/blackpool-v-bolton; 2016-07-12 13:07:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; ; 1; 1; ; 19/20; 20/21; ; ; 1; ; 19/20; ; 19/20; ; 1; ; 1; 19/20; 1; 19/20; 21/20; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 5/2; ; 12/5; 12/5; 12/5; 23/10; 28/11; ; ; 21/10; ; 
Blackpool; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; 45/17; 29/10; ; ; 1/100; ; 
META; english/league-cup/blackpool-v-bolton; 2016-07-12 16:19:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; ; 1; 1; ; 19/20; 20/21; ; ; 1; ; 19/20; ; 19/20; ; 1; ; 1; 19/20; 1; 19/20; 21/20; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 5/2; ; 12/5; 12/5; 12/5; 23/10; 28/11; ; ; 21/10; ; 
Blackpool; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; 45/17; 29/10; ; ; 1/100; ; 
META; english/league-cup/blackpool-v-bolton; 2016-07-12 20:20:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; ; 1; 1; ; 19/20; 20/21; ; ; 1; ; 19/20; ; 19/20; ; 1; ; 1; 19/20; 1; ; 21/20; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 5/2; ; 12/5; 12/5; 12/5; ; 28/11; ; ; 21/10; ; 
Blackpool; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; ; 29/10; ; ; 1/100; ; 
META; english/league-cup/blackpool-v-bolton; 2016-07-13 00:18:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; ; 1; 1; ; 19/20; 20/21; ; ; 1; ; 19/20; ; 19/20; ; 1; ; 1; 19/20; 1; 19/20; 21/20; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 5/2; ; 12/5; 12/5; 12/5; 23/10; 28/11; ; ; 21/10; ; 
Blackpool; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; 45/17; 29/10; ; ; 1/100; ; 
META; english/league-cup/blackpool-v-bolton; 2016-07-13 04:18:21 GMT+3; 2016-08-09 19:45; e70300-dr003
