META; english/league-cup/coventry-v-portsmouth; 2016-07-12 13:07:36 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 21/10; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-12 16:19:36 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 21/10; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-12 20:21:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; ; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; ; 5/2; ; ; 21/10; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; ; 29/11; ; ; 1/100; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-13 00:19:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 21/10; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-13 04:18:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/50; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/12; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/12; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-13 08:18:48 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-13 12:19:56 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/50; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/12; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/12; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-13 16:19:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/50; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/12; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/12; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-13 20:20:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/50; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/12; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/12; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-14 00:18:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Coventry; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; ; 15/13; ; ; 1/50; ; 
Draw; 12/5; ; 12/5; 5/2; ; 23/10; 12/5; ; ; 12/5; ; 23/10; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; ; 5/2; ; ; 1/12; ; 
Portsmouth; 12/5; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 12/5; ; 23/10; ; 49/20; ; 12/5; ; 12/5; 23/10; 12/5; ; 29/11; ; ; 1/12; ; 
META; english/league-cup/coventry-v-portsmouth; 2016-07-14 04:18:28 GMT+3; 2016-08-09 19:45; e70300-dr003
