META; english/league-cup/reading-v-plymouth; 2016-07-12 13:08:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Reading; 4/6; ; 7/10; 4/6; ; 13/20; 13/20; ; ; 19/29; ; 4/6; ; 13/20; ; 7/10; ; 19/29; 4/6; 8/13; 11/17; 7/10; ; ; 1/100; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 11/4; ; 11/4; ; 14/5; ; 11/4; 11/4; 11/4; 27/10; 37/13; ; ; 1/100; ; 
Plymouth; 4; ; 4; 4; ; 4; 17/4; ; ; 4; ; 15/4; ; 4; ; 4; ; 4; 4; 4; 19/5; 23/5; ; ; 1/100; ; 
META; english/league-cup/reading-v-plymouth; 2016-07-12 16:20:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Reading; 4/6; ; 7/10; 4/6; ; 13/20; 13/20; ; ; 19/29; ; 4/6; ; 13/20; ; 7/10; ; 19/29; 4/6; 8/13; 11/17; 7/10; ; ; 1/100; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 11/4; ; 11/4; ; 14/5; ; 11/4; 11/4; 11/4; 27/10; 37/13; ; ; 1/100; ; 
Plymouth; 4; ; 4; 4; ; 4; 17/4; ; ; 4; ; 15/4; ; 4; ; 4; ; 4; 4; 4; 19/5; 23/5; ; ; 1/100; ; 
META; english/league-cup/reading-v-plymouth; 2016-07-12 20:21:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Reading; 4/6; ; 7/10; 4/6; ; 13/20; 13/20; ; ; 19/29; ; 4/6; ; 13/20; ; 7/10; ; 19/29; 4/6; 8/13; 11/17; 7/10; ; ; 1/100; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 11/4; ; 11/4; ; 14/5; ; 11/4; 11/4; 11/4; 27/10; 37/13; ; ; 1/100; ; 
Plymouth; 4; ; 4; 4; ; 4; 17/4; ; ; 4; ; 15/4; ; 4; ; 4; ; 4; 4; 4; 19/5; 23/5; ; ; 1/100; ; 
META; english/league-cup/reading-v-plymouth; 2016-07-13 00:19:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Reading; 4/6; ; 7/10; 4/6; ; 13/20; 13/20; ; ; 19/29; ; 4/6; ; 13/20; ; 7/10; ; 19/29; 4/6; 8/13; 11/17; 7/10; ; ; 1/100; ; 
Draw; 11/4; ; 11/4; 14/5; ; 11/4; 14/5; ; ; 11/4; ; 11/4; ; 11/4; ; 14/5; ; 11/4; 11/4; 11/4; 27/10; 37/13; ; ; 1/100; ; 
Plymouth; 4; ; 4; 4; ; 4; 17/4; ; ; 4; ; 15/4; ; 4; ; 4; ; 4; 4; 4; 19/5; 23/5; ; ; 1/100; ; 
META; english/league-cup/reading-v-plymouth; 2016-07-13 04:19:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Reading; 4/6; ; 7/10; 4/6; ; 13/20; 13/20; ; ; 19/29; ; 4/6; ; 13/20; ; 7/10; ; 19/29; 4/6; 8/13; 11/17; 7/10; ; ; 1/50; ; 
