META; english/league-cup/sheffield-utd-v-crewe; 2016-07-12 13:08:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 8/15; ; 8/15; 11/20; ; 8/15; 1/2; ; ; 8/15; ; 1/2; ; 1/2; ; 4/7; ; 8/15; 8/15; 8/15; 18/35; 4/7; ; ; 1/100; ; 
Draw; 3; ; 16/5; 16/5; ; 3; 16/5; ; ; 3; ; 3; ; 3; ; 3; ; 3; 3; 3; 29/10; 16/5; ; ; 1/100; ; 
Crewe; 5; ; 5; 9/2; ; 5; 11/2; ; ; 5; ; 19/4; ; 11/2; ; 5; ; 5; 5; 5; 24/5; 28/5; ; ; 1/100; ; 
META; english/league-cup/sheffield-utd-v-crewe; 2016-07-12 16:20:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 8/15; ; 8/15; 11/20; ; 8/15; 1/2; ; ; 8/15; ; 1/2; ; 1/2; ; 4/7; ; 8/15; 8/15; 8/15; 18/35; 4/7; ; ; 1/100; ; 
Draw; 3; ; 16/5; 16/5; ; 3; 16/5; ; ; 3; ; 3; ; 3; ; 3; ; 3; 3; 3; 29/10; 16/5; ; ; 1/100; ; 
Crewe; 5; ; 5; 9/2; ; 5; 11/2; ; ; 5; ; 19/4; ; 11/2; ; 5; ; 5; 5; 5; 24/5; 28/5; ; ; 1/100; ; 
META; english/league-cup/sheffield-utd-v-crewe; 2016-07-12 20:22:06 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 8/15; ; 8/15; 11/20; ; 8/15; 1/2; ; ; 8/15; ; 1/2; ; 1/2; ; 4/7; ; 8/15; 8/15; 8/15; 18/35; 4/7; ; ; 1/100; ; 
Draw; 3; ; 16/5; 16/5; ; 3; 16/5; ; ; 3; ; 3; ; 3; ; 3; ; 3; 3; 3; 29/10; 16/5; ; ; 1/100; ; 
Crewe; 5; ; 5; 9/2; ; 5; 11/2; ; ; 5; ; 19/4; ; 11/2; ; 5; ; 5; 5; 5; 24/5; 28/5; ; ; 1/100; ; 
META; english/league-cup/sheffield-utd-v-crewe; 2016-07-13 00:19:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 8/15; ; 8/15; 11/20; ; 8/15; 1/2; ; ; 8/15; ; 1/2; ; 1/2; ; 4/7; ; 8/15; 8/15; 8/15; 18/35; 4/7; ; ; 1/100; ; 
Draw; 3; ; 16/5; 16/5; ; 3; 16/5; ; ; 3; ; 3; ; 3; ; 3; ; 3; 3; 3; 29/10; 16/5; ; ; 1/100; ; 
Crewe; 5; ; 5; 9/2; ; 5; 11/2; ; ; 5; ; 19/4; ; 11/2; ; 5; ; 5; 5; 5; 24/5; 28/5; ; ; 1/100; ; 
META; english/league-cup/sheffield-utd-v-crewe; 2016-07-13 04:19:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 8/15; ; 8/15; 11/20; ; 8/15; 1/2; ; ; 8/15; ; 1/2; ; 1/2; ; 4/7; ; 8/15; 8/15; 8/15; 18/35; 4/7; ; ; 1/100; ; 
Draw; 3; ; 16/5; 16/5; ; 3; 16/5; ; ; 3; ; 3; ; 3; ; 3; ; 3; 3; 3; 29/10; 16/5; ; ; 1/100; ; 
Crewe; 5; ; 5; 9/2; ; 5; 11/2; ; ; 5; ; 19/4; ; 11/2; ; 5; ; 5; 5; 5; 24/5; 28/5; ; ; 1/100; ; 
META; english/league-cup/sheffield-utd-v-crewe; 2016-07-13 08:19:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 8/15; ; 8/15; 11/20; ; 8/15; 1/2; ; ; 8/15; ; 1/2; ; 1/2; ; 4/7; ; 8/15; 8/15; 8/15; 18/35; 4/7; ; ; 1/100; ; 
Draw; 3; ; 16/5; 16/5; ; 3; 16/5; ; ; 3; ; 3; ; 3; ; 3; ; 3; 3; 3; 29/10; 16/5; ; ; 1/100; ; 
Crewe; 5; ; 5; 9/2; ; 5; 11/2; ; ; 5; ; 19/4; ; 11/2; ; 5; ; 5; 5; 5; 24/5; 28/5; ; ; 1/100; ; 
