META; english/league-cup/barnet-v-millwall; 2016-07-12 13:07:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Millwall; 11/10; ; 11/10; 23/20; ; 11/10; 11/10; ; ; 6/5; ; 21/20; ; 11/10; ; 23/20; ; 6/5; 11/10; 6/5; 11/10; 6/5; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 23/10; ; 23/10; ; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; ; ; 9/4; ; 
Barnet; 5/2; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 9/4; ; 12/5; ; 12/5; ; 5/2; ; 9/4; 12/5; 9/4; 9/4; 34/13; ; ; 1/100; ; 
META; english/league-cup/barnet-v-millwall; 2016-07-12 16:19:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Millwall; 11/10; ; 11/10; 23/20; ; 11/10; 11/10; ; ; 6/5; ; 21/20; ; 11/10; ; 23/20; ; 6/5; 11/10; 6/5; 11/10; 6/5; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 23/10; ; 23/10; ; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; ; ; 9/4; ; 
Barnet; 5/2; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 9/4; ; 12/5; ; 12/5; ; 5/2; ; 9/4; 12/5; 9/4; 9/4; 34/13; ; ; 1/100; ; 
META; english/league-cup/barnet-v-millwall; 2016-07-12 20:20:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Millwall; 11/10; ; 11/10; 23/20; ; 11/10; 11/10; ; ; 6/5; ; 21/20; ; 11/10; ; 23/20; ; 6/5; 11/10; 6/5; ; 6/5; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 23/10; ; 23/10; ; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; ; 12/5; ; ; 9/4; ; 
Barnet; 5/2; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 9/4; ; 12/5; ; 12/5; ; 5/2; ; 9/4; 12/5; 9/4; ; 34/13; ; ; 1/100; ; 
META; english/league-cup/barnet-v-millwall; 2016-07-13 00:18:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Millwall; 11/10; ; 11/10; 23/20; ; 11/10; 11/10; ; ; 6/5; ; 21/20; ; 11/10; ; 23/20; ; 6/5; 11/10; 6/5; 11/10; 6/5; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 23/10; ; 23/10; ; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; ; ; 9/4; ; 
Barnet; 5/2; ; 5/2; 23/10; ; 12/5; 5/2; ; ; 9/4; ; 12/5; ; 12/5; ; 5/2; ; 9/4; 12/5; 9/4; 9/4; 34/13; ; ; 1/100; ; 
META; english/league-cup/barnet-v-millwall; 2016-07-13 04:18:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Millwall; 11/10; ; 11/10; 23/20; ; 11/10; 11/10; ; ; 6/5; ; 21/20; ; 11/10; ; 23/20; ; 6/5; 11/10; 6/5; 11/10; 6/5; ; ; 1/50; ; 
