META; english/league-cup/accrington-v-bradford; 2016-07-12 13:08:40 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; 23/20; ; 23/20; ; 5/4; ; 6/5; 6/5; 6/5; 15/13; 13/10; ; ; 1/100; ; 
Accrington; 9/4; ; 9/4; 11/5; ; 11/5; 9/4; ; ; 9/4; ; 21/10; ; 9/4; ; 23/10; ; 9/4; 11/5; 9/4; 28/13; 26/11; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 5/2; ; 9/4; 12/5; ; ; 23/10; ; 9/4; ; 23/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 12/5; ; ; 11/5; ; 
META; english/league-cup/accrington-v-bradford; 2016-07-12 16:20:39 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; 23/20; ; 23/20; ; 5/4; ; 6/5; 6/5; 6/5; 15/13; 13/10; ; ; 1/100; ; 
Accrington; 9/4; ; 9/4; 11/5; ; 11/5; 9/4; ; ; 9/4; ; 21/10; ; 9/4; ; 23/10; ; 9/4; 11/5; 9/4; 28/13; 26/11; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 5/2; ; 9/4; 12/5; ; ; 23/10; ; 9/4; ; 23/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 12/5; ; ; 11/5; ; 
META; english/league-cup/accrington-v-bradford; 2016-07-12 20:22:20 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; 23/20; ; 23/20; ; 5/4; ; 6/5; 6/5; 6/5; 15/13; 13/10; ; ; 1/100; ; 
Accrington; 9/4; ; 9/4; 11/5; ; 11/5; 9/4; ; ; 9/4; ; 21/10; ; 9/4; ; 23/10; ; 9/4; 11/5; 9/4; 28/13; 26/11; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 5/2; ; 9/4; 12/5; ; ; 23/10; ; 9/4; ; 23/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 12/5; ; ; 11/5; ; 
META; english/league-cup/accrington-v-bradford; 2016-07-13 00:19:52 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; 23/20; ; 23/20; ; 5/4; ; 6/5; 6/5; 6/5; 15/13; 13/10; ; ; 1/100; ; 
Accrington; 9/4; ; 9/4; 11/5; ; 11/5; 9/4; ; ; 9/4; ; 21/10; ; 9/4; ; 23/10; ; 9/4; 11/5; 9/4; 28/13; 26/11; ; ; 1/100; ; 
Draw; 23/10; ; 12/5; 5/2; ; 9/4; 12/5; ; ; 23/10; ; 9/4; ; 23/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 12/5; ; ; 11/5; ; 
META; english/league-cup/accrington-v-bradford; 2016-07-13 04:19:39 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; 23/20; ; 23/20; ; 5/4; ; 6/5; 6/5; 6/5; 15/13; 13/10; ; ; 1/50; ; 
Accrington; 9/4; ; 9/4; 11/5; ; 11/5; 9/4; ; ; 9/4; ; 21/10; ; 9/4; ; 23/10; ; 9/4; 11/5; 9/4; 28/13; 26/11; ; ; 1/14; ; 
Draw; 23/10; ; 12/5; 5/2; ; 9/4; 12/5; ; ; 23/10; ; 9/4; ; 23/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 12/5; ; ; 1/14; ; 
META; english/league-cup/accrington-v-bradford; 2016-07-13 08:19:47 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; 23/20; ; 23/20; ; 5/4; ; 6/5; 6/5; 6/5; 15/13; 13/10; ; ; 1/100; ; 
Accrington; 9/4; ; 9/4; 11/5; ; 11/5; 9/4; ; ; 9/4; ; 21/10; ; 9/4; ; 23/10; ; 9/4; 11/5; 9/4; 28/13; 26/11; ; ; 1/100; ; 
