META; english/league-cup/carlisle-v-port-vale; 2016-07-12 13:07:30 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 5/4; ; 5/4; 5/4; ; 6/5; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Port Vale; 2; ; 2; 11/5; ; 2; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 36/17; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 23/10; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 27/10; ; ; 11/5; ; 
META; english/league-cup/carlisle-v-port-vale; 2016-07-12 16:19:30 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 5/4; ; 5/4; 5/4; ; 6/5; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Port Vale; 2; ; 2; 11/5; ; 2; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 36/17; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 23/10; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 27/10; ; ; 11/5; ; 
META; english/league-cup/carlisle-v-port-vale; 2016-07-12 20:21:15 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 5/4; ; 5/4; 5/4; ; 6/5; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; ; 13/10; ; ; 1/100; ; 
Port Vale; 2; ; 2; 11/5; ; 2; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; ; 36/17; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 23/10; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; ; 27/10; ; ; 11/5; ; 
META; english/league-cup/carlisle-v-port-vale; 2016-07-13 00:18:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 5/4; ; 5/4; 5/4; ; 6/5; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Port Vale; 2; ; 2; 11/5; ; 2; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 36/17; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 23/10; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 27/10; ; ; 11/5; ; 
META; english/league-cup/carlisle-v-port-vale; 2016-07-13 04:18:35 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 5/4; ; 5/4; 5/4; ; 6/5; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/20; ; 
Port Vale; 2; ; 2; 11/5; ; 2; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 36/17; ; ; 1/14; ; 
Draw; 5/2; ; 5/2; 23/10; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 27/10; ; ; 1/8; ; 
META; english/league-cup/carlisle-v-port-vale; 2016-07-13 08:18:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 5/4; ; 5/4; 5/4; ; 6/5; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Port Vale; 2; ; 2; 11/5; ; 2; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 36/17; ; ; 1/100; ; 
