META; english/league-cup/bristol-rovers-v-cardiff; 2016-07-12 13:07:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; ; 5/4; 5/4; ; 5/4; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Bristol Rovers; 2; ; 2; 21/10; ; 19/10; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 41/18; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 12/5; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 49/20; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; ; ; 11/5; ; 
META; english/league-cup/bristol-rovers-v-cardiff; 2016-07-12 16:19:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; ; 5/4; 5/4; ; 5/4; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Bristol Rovers; 2; ; 2; 21/10; ; 19/10; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 41/18; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 12/5; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 49/20; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; ; ; 11/5; ; 
META; english/league-cup/bristol-rovers-v-cardiff; 2016-07-12 20:21:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; ; 5/4; 5/4; ; 5/4; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; ; 13/10; ; ; 1/100; ; 
Bristol Rovers; 2; ; 2; 21/10; ; 19/10; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; ; 41/18; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 12/5; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 49/20; ; 5/2; ; 5/2; 5/2; 5/2; ; 5/2; ; ; 11/5; ; 
META; english/league-cup/bristol-rovers-v-cardiff; 2016-07-13 00:18:49 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; ; 5/4; 5/4; ; 5/4; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
Bristol Rovers; 2; ; 2; 21/10; ; 19/10; 2; ; ; 2; ; 2; ; 2; ; 21/10; ; 2; 2; 2; 37/19; 41/18; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 12/5; ; 5/2; 5/2; ; ; 5/2; ; 23/10; ; 49/20; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; ; ; 11/5; ; 
META; english/league-cup/bristol-rovers-v-cardiff; 2016-07-13 04:18:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; ; 5/4; 5/4; ; 5/4; 5/4; ; ; 5/4; ; 5/4; ; 6/5; ; 5/4; ; 5/4; 6/5; 5/4; 6/5; 13/10; ; ; 1/100; ; 
