META; english/league-cup/oldham-v-wigan; 2016-07-12 13:08:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 1; ; 1; 20/21; ; 1; 20/21; ; ; 1; ; 19/20; ; 19/20; ; 1; ; 1; 1; 1; 19/20; 21/20; ; ; 1/100; ; 
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; ; 1; 1; 1; 1; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; ; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; 13/5; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-19 04:19:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; ; 1; 1; 1; 1; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; ; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; 13/5; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-19 08:19:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; ; 1; 1; 1; 1; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; ; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; ; 11/4; 11/4; 11/4; 13/5; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-19 12:19:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-19 16:19:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-19 20:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-20 00:19:52 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-20 04:20:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-20 08:19:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-20 16:20:07 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; ; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; ; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; ; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; ; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; ; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; ; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-20 20:21:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-21 00:19:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-21 04:19:48 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-21 08:19:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-21 12:20:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-21 16:20:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-21 20:20:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-22 00:18:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-22 04:18:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-22 08:18:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-22 12:18:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-22 16:18:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-22 20:19:15 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-23 00:18:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-23 04:18:21 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-23 08:18:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-23 12:18:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-23 16:20:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-23 20:20:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-24 00:19:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-24 04:19:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-24 08:19:38 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-24 12:20:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-24 16:20:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-24 20:20:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-25 00:19:35 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
