META; english/league-cup/southend-v-gillingham; 2016-07-12 13:08:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-19 16:20:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-19 20:21:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-20 00:20:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-20 04:20:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-20 08:20:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-20 12:22:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-20 16:20:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; ; ; 6/5; ; 5/4; 6/5; ; 6/5; ; ; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; ; ; 21/10; ; 21/10; 2; ; 2; ; ; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; ; ; 47/20; ; 5/2; 12/5; ; 5/2; ; ; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-20 20:21:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-21 00:19:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-21 04:20:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-21 08:20:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-21 12:20:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-21 16:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-21 20:20:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-22 00:19:06 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-22 04:18:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-22 08:18:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-22 12:18:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-22 16:19:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-22 20:19:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-23 00:18:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-23 04:18:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-23 08:18:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-23 12:19:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-23 16:21:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-23 20:21:25 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; ; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; ; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; ; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-24 00:20:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-24 04:20:01 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-24 08:19:59 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-24 12:20:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-24 16:20:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-24 20:20:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-25 00:19:59 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-25 04:19:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-25 08:19:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-25 12:20:08 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-25 16:20:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-25 20:21:25 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-26 00:21:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-26 04:20:42 GMT+3; 2016-08-09 19:45; e70300-dr003
