META; english/league-cup/newport-county-v-mk-dons; 2016-07-12 13:08:02 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-12 16:19:59 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-12 20:21:45 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-13 00:19:20 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-13 04:19:01 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-13 08:19:08 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 21/20; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 49/20; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-13 12:20:25 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-13 16:19:46 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; 21/20; ; 21/20; ; 23/20; ; 11/10; 11/10; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 12/5; ; 5/2; 12/5; ; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; 12/5; 12/5; 40/17; 5/2; ; ; 1/100; ; 
Newport County; 12/5; ; 12/5; 12/5; ; 23/10; 12/5; ; ; 12/5; ; 9/4; ; 12/5; ; 12/5; ; 12/5; 23/10; 12/5; 23/10; 29/11; ; ; 1/100; ; 
META; english/league-cup/newport-county-v-mk-dons; 2016-07-13 20:21:02 GMT+3; 2016-08-09 19:45; e70300-dr003
