META; english/league-cup/birmingham-v-oxford; 2016-07-12 13:07:15 GMT+3; 2016-08-09 19:45; e70300-dr003
Birmingham; 5/6; ; 5/6; 4/5; ; 4/5; 4/5; ; ; 5/6; ; 4/5; ; 4/5; ; 5/6; ; 5/6; 4/5; 5/6; 4/5; 11/13; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 13/5; ; 5/2; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 13/5; ; ; 11/5; ; 
Oxford; 10/3; ; 10/3; 16/5; ; 10/3; 17/5; ; ; 33/10; ; 16/5; ; 10/3; ; 7/2; ; 33/10; 10/3; 3; 41/13; 19/5; ; ; 1/100; ; 
META; english/league-cup/birmingham-v-oxford; 2016-07-12 16:19:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Birmingham; 5/6; ; 5/6; 4/5; ; 4/5; 4/5; ; ; 5/6; ; 4/5; ; 4/5; ; 5/6; ; 5/6; 4/5; 5/6; 4/5; 11/13; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 13/5; ; 5/2; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 13/5; ; ; 11/5; ; 
Oxford; 10/3; ; 10/3; 16/5; ; 10/3; 17/5; ; ; 33/10; ; 16/5; ; 10/3; ; 7/2; ; 33/10; 10/3; 3; 41/13; 19/5; ; ; 1/100; ; 
META; english/league-cup/birmingham-v-oxford; 2016-07-12 20:20:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Birmingham; 5/6; ; 5/6; 4/5; ; 4/5; 4/5; ; ; 5/6; ; 4/5; ; 4/5; ; 5/6; ; 5/6; 4/5; 5/6; ; 11/13; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 13/5; ; 5/2; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; ; 13/5; ; ; 11/5; ; 
Oxford; 10/3; ; 10/3; 16/5; ; 10/3; 17/5; ; ; 33/10; ; 16/5; ; 10/3; ; 7/2; ; 33/10; 10/3; 3; ; 19/5; ; ; 1/100; ; 
META; english/league-cup/birmingham-v-oxford; 2016-07-13 00:18:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Birmingham; 5/6; ; 5/6; 4/5; ; 4/5; 4/5; ; ; 5/6; ; 4/5; ; 4/5; ; 5/6; ; 5/6; 4/5; 5/6; 4/5; 11/13; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 13/5; ; 5/2; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 13/5; ; ; 11/5; ; 
Oxford; 10/3; ; 10/3; 16/5; ; 10/3; 17/5; ; ; 33/10; ; 16/5; ; 10/3; ; 7/2; ; 33/10; 10/3; 3; 41/13; 19/5; ; ; 1/100; ; 
META; english/league-cup/birmingham-v-oxford; 2016-07-13 04:18:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Birmingham; 5/6; ; 5/6; 4/5; ; 4/5; 4/5; ; ; 5/6; ; 4/5; ; 4/5; ; 5/6; ; 5/6; 4/5; 5/6; 4/5; 11/13; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 13/5; ; 5/2; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 13/5; ; ; 1/100; ; 
Oxford; 10/3; ; 10/3; 16/5; ; 10/3; 17/5; ; ; 33/10; ; 16/5; ; 10/3; ; 7/2; ; 33/10; 10/3; 3; 41/13; 19/5; ; ; 1/100; ; 
META; english/league-cup/birmingham-v-oxford; 2016-07-13 08:18:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Birmingham; 5/6; ; 5/6; 4/5; ; 4/5; 4/5; ; ; 5/6; ; 4/5; ; 4/5; ; 5/6; ; 5/6; 4/5; 5/6; 4/5; 11/13; ; ; 1/100; ; 
Draw; 5/2; ; 5/2; 13/5; ; 5/2; 13/5; ; ; 5/2; ; 5/2; ; 5/2; ; 5/2; ; 5/2; 5/2; 5/2; 12/5; 13/5; ; ; 1/100; ; 
Oxford; 10/3; ; 10/3; 16/5; ; 10/3; 17/5; ; ; 33/10; ; 16/5; ; 10/3; ; 7/2; ; 33/10; 10/3; 3; 41/13; 19/5; ; ; 1/100; ; 
META; english/league-cup/birmingham-v-oxford; 2016-07-13 12:19:34 GMT+3; 2016-08-09 19:45; e70300-dr003
