META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-14 02:24:01 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-17 02:25:21 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-17 10:25:17 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-17 14:29:37 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; ; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/13; ; ; 1/4; ; 
Draw; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 20/21; ; 
Sevilla B; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 7/4; ; 
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-17 18:23:59 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 1/2; ; 63/100; ; 1/2; ; 11/21; 1/2; 1/2; ; 1/2; 8/15; 8/15; 1/2; 8/15; 17/35; 8/15; 10/21; 11/21; ; ; 1/2; 17/35; ; 4/11; 4/9; 1/2
Draw; 3; 14/5; 29/10; ; 14/5; ; 11/4; ; 14/5; 29/10; 11/4; ; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 58/19; 11/4; ; ; 59/20; 3; ; 9/5; 11/4; 3
Sevilla B; 6; 11/2; 11/2; ; 57/10; ; 11/2; ; 23/4; 11/2; 11/2; ; 5; 5; 5; 11/2; 11/2; 6; 11/2; 23/5; 11/2; ; ; 11/2; 25/4; ; 11/4; 24/5; 33/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-17 22:23:41 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; ; 57/100; ; 1/2; ; 11/21; 8/15; 1/2; 11/20; 8/15; 11/20; 11/20; 1/2; 8/15; 8/15; 8/15; 18/35; 11/21; ; ; 8/15; 8/15; ; 4/11; 1/2; 8/15
Draw; 3; 11/4; 11/4; ; 3; ; 11/4; ; 14/5; 11/4; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 56/19; 14/5; 56/19; 11/4; ; ; 59/20; 56/19; ; 5/2; 13/5; 3
Sevilla B; 6; 11/2; 5; ; 31/5; ; 11/2; ; 23/4; 5; 11/2; 9/2; 5; 19/4; 5; 11/2; 11/2; 60/11; 11/2; 43/10; 11/2; ; ; 5; 11/2; ; 13/5; 9/2; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-18 02:23:34 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; ; 29/50; ; 1/2; ; 11/21; 8/15; 1/2; 11/20; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 8/15; 18/35; 11/21; ; ; 8/15; 8/15; ; 8/15; 1/2; 8/15
Draw; 3; 11/4; 11/4; ; 31/10; ; 11/4; ; 14/5; 11/4; 11/4; 14/5; 3; 11/4; 14/5; 14/5; 14/5; 56/19; 14/5; 56/19; 11/4; ; ; 59/20; 3; ; 14/5; 13/5; 3
Sevilla B; 6; 11/2; 24/5; ; 29/5; ; 11/2; ; 23/4; 24/5; 11/2; 9/2; 5; 19/4; 5; 5; 11/2; 27/5; 11/2; 43/10; 11/2; ; ; 5; 60/11; ; 11/2; 21/5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-18 10:23:39 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; ; 29/50; ; 1/2; ; 11/21; 8/15; 1/2; 11/20; 8/15; 11/20; 11/20; 1/2; 8/15; 8/15; 8/15; 18/35; 11/21; ; ; 8/15; 8/15; ; 4/9; ; 8/15
Draw; 3; 14/5; 11/4; ; 61/20; ; 11/4; ; 14/5; 11/4; 11/4; 13/5; 3; 11/4; 14/5; 14/5; 14/5; 56/19; 14/5; 56/19; 11/4; ; ; 59/20; 56/19; ; 14/5; ; 14/5
Sevilla B; 6; 11/2; 24/5; ; 59/10; ; 11/2; ; 23/4; 24/5; 11/2; 11/2; 5; 19/4; 5; 11/2; 11/2; 27/5; 11/2; 43/10; 11/2; ; ; 5; 60/11; ; 11/2; ; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-18 14:23:57 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 18/35; 8/15; 18/35; 11/21; ; ; 11/20; 8/15; ; 4/9; 4/9; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; ; ; 16/5; 58/19; ; 14/5; 27/10; 3
Sevilla B; 6; 11/2; 5; 9/2; 6; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 60/11; 11/2; 43/10; 11/2; ; ; 5; 11/2; ; 7/2; 9/2; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-18 18:24:01 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 18/35; 8/15; 18/35; 11/21; 1/2; ; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 6; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 60/11; 11/2; 43/10; 11/2; 9/2; ; 5; 11/2; ; 24/5; 5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-18 22:25:18 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 18/35; 8/15; 18/35; 11/21; 1/2; ; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 6; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 60/11; 11/2; 43/10; 11/2; 9/2; ; 5; 11/2; ; 24/5; 5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-19 02:25:14 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 18/35; 8/15; 18/35; 11/21; 1/2; ; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 6; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 60/11; 11/2; 43/10; 11/2; 9/2; ; 5; 11/2; ; 24/5; 5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-19 10:24:58 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 6/11; 18/35; 6/11; 18/35; 11/21; 1/2; ; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 6; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 27/5; 11/2; 43/10; 11/2; 9/2; ; 5; 60/11; ; 5; 5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-19 14:25:12 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 6/11; 18/35; 6/11; 18/35; 11/21; 1/2; ; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 6; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 27/5; 11/2; 43/10; 11/2; 9/2; ; 5; 60/11; ; 5; 26/5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-19 18:25:37 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 6/11; 18/35; 6/11; 18/35; 11/21; 1/2; ; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 61/10; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 11/2; 11/2; 27/5; 11/2; 43/10; 11/2; 9/2; ; 5; 60/11; ; 26/5; 27/5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-19 22:26:07 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 11/20; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 8/15; 6/11; 18/35; 6/11; 18/35; 11/21; 1/2; ; 11/20; 8/15; 1/2; 8/15; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 11/4; ; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 56/19; 11/4; 14/5; ; 16/5; 58/19; 3; 14/5; 3
Sevilla B; 6; 11/2; 5; 9/2; 61/10; ; 11/2; ; 23/4; 5; 11/2; 5; 5; 19/4; 5; 5; 11/2; 27/5; 11/2; 43/10; 11/2; 9/2; ; 5; 60/11; 24/5; 5; 29/5
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-20 02:25:29 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 14/25; ; 1/2; ; 11/21; 8/15; 8/15; 11/20; 8/15; 11/20; 8/15; 8/15; 6/11; 1/2; 6/11; 18/35; 11/21; 1/2; ; 11/20; 18/35; 8/15; 8/15; 8/15
Draw; 3; 14/5; 14/5; 14/5; 16/5; ; 3; ; 14/5; 14/5; 11/4; 11/4; 3; 14/5; 3; 14/5; 14/5; 31/10; 14/5; 56/19; 11/4; 14/5; ; 16/5; 31/10; 14/5; 11/4; 3
Sevilla B; 6; 11/2; 19/4; 9/2; 29/5; ; 5; ; 23/4; 19/4; 5; 5; 5; 19/4; 5; 5; 11/2; 11/2; 11/2; 43/10; 11/2; 9/2; ; 5; 61/11; 26/5; 27/5; 6
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-20 10:25:25 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 14/25; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 6/11; 1/2; 6/11; 8/15; 11/21; 1/2; ; 11/20; 18/35; 8/15; 8/15; 8/15
Draw; 3; 14/5; 29/10; 14/5; 16/5; ; 3; ; 14/5; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 14/5; 31/10; 14/5; 31/10; 11/4; 14/5; ; 16/5; 31/10; 3; 3; 3
Sevilla B; 6; 11/2; 5; 9/2; 59/10; ; 5; ; 23/4; 5; 5; 5; 9/2; 19/4; 5; 5; 11/2; 11/2; 11/2; 22/5; 11/2; 9/2; ; 5; 61/11; 29/5; 6; 6
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-20 14:28:19 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Valladolid; 1/2; 1/2; 8/15; 11/20; 14/25; ; 1/2; ; 11/21; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 6/11; 18/35; 6/11; 11/21; 11/21; 1/2; ; 11/20; 8/15; 8/15; 8/15; 8/15
Draw; 3; 14/5; 29/10; 14/5; 31/10; ; 3; ; 14/5; 29/10; 11/4; 14/5; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 11/4; 14/5; ; 16/5; 58/19; 3; 3; 3
Sevilla B; 6; 11/2; 5; 9/2; 61/10; ; 5; ; 23/4; 5; 11/2; 5; 9/2; 5; 5; 5; 11/2; 11/2; 11/2; 9/2; 11/2; 9/2; ; 5; 61/11; ; 6; 6
META; spain/la-liga-segunda/valladolid-v-sevilla-b; 2018-01-20 18:25:31 GMT+2; 2018-01-20 15:00; In Play; Xlenovo
Valladolid; 5/6; 5/6; 8/11; ; 7/10; ; 7/10; 4/5; 9/11; 3/4; ; 9/10; 7/10; 8/11; 4/5; 5/6; 10/11; 14/19; 13/15; 6/7; ; ; ; 8/11; 13/19; ; 4/5; 4/6
Draw; 13/8; 13/8; 17/10; ; 11/5; ; 9/5; 7/5; 8/5; 33/20; ; 13/10; 17/10; 7/4; 13/8; 11/8; 7/5; 7/4; 16/11; 8/5; ; ; ; 19/10; 19/10; ; 17/10; 19/10
Sevilla B; 6; 11/2; 13/2; ; 29/5; ; 5; 11/2; 6; 13/2; ; 11/2; 6; 6; 5; 15/2; 21/4; 13/2; 21/4; 53/10; ; ; ; 6; 13/2; ; 34/5; 23/10
