META; spain/la-liga-segunda/sevilla-b-v-leonesa; 2017-08-30 14:27:46 GMT+3; 2017-09-03 19:00; Nothing; Xlenovo
Sevilla B; 23/20; 13/10; ; ; 13/10; 6/5; ; 6/5; ; 23/17; 27/20; 13/10; 13/10; ; ; 13/10; 5/4; ; 13/10; 77/50; 24/19; ; 13/10; ; ; ; 5/4; 13/10; 
Draw; 21/10; 2; ; ; 21/10; 2; ; 15/8; ; 2; 2; 2; 21/10; ; ; 39/19; 21/10; ; 21/10; 21/10; 11/5; ; 21/10; ; ; ; 9/5; 19/10; 
Leonesa; 9/4; 85/40; ; ; 9/4; 21/10; ; 11/5; ; 21/10; 21/10; 11/5; 9/4; ; ; 28/13; 11/5; ; 21/10; 56/25; 23/12; ; 2; ; ; ; 2; 21/10; 
META; spain/la-liga-segunda/sevilla-b-v-leonesa; 2017-08-30 18:27:36 GMT+3; 2017-09-03 19:00; Nothing; Xlenovo
Sevilla B; 5/4; 13/10; ; 6/4; 11/8; 6/5; ; 5/4; 13/10; 23/17; 27/20; 11/8; 11/8; 13/10; ; 11/8; 5/4; 5/4; 13/10; 159/100; 13/10; 23/18; 11/8; ; ; ; 5/4; 5/4; 
Draw; 21/10; 21/10; ; 21/10; 21/10; 2; ; 15/8; 21/10; 2; 2; 21/10; 21/10; 2; ; 39/19; 21/10; 2; 21/10; 193/100; 28/13; 39/19; 21/10; ; ; ; 9/5; 19/10; 
Leonesa; 2; 2; ; 19/10; 11/5; 21/10; ; 2; 9/4; 2; 2; 2; 21/10; 21/10; ; 39/19; 11/5; 9/4; 21/10; 47/20; 13/7; 9/4; 2; ; ; ; 2; 21/10; 
META; spain/la-liga-segunda/sevilla-b-v-leonesa; 2017-08-30 22:27:21 GMT+3; 2017-09-03 19:00; Nothing; Xlenovo
Sevilla B; 11/8; 13/10; ; 6/4; 7/5; 6/5; ; 5/4; 13/10; 23/17; 27/20; 11/8; 11/8; 13/10; 7/5; 11/8; 5/4; 5/4; 23/17; 8/5; 13/10; 23/18; 11/8; 13/10; 11/8; ; 5/4; 13/10; 
Draw; 21/10; 21/10; ; 21/10; 21/10; 2; ; 15/8; 21/10; 2; 2; 21/10; 21/10; 2; 21/10; 39/19; 21/10; 2; 21/10; 97/50; 28/13; 39/19; 21/10; 2; 2; ; 9/5; 19/10; 
Leonesa; 15/8; 2; ; 19/10; 21/10; 21/10; ; 2; 9/4; 2; 2; 2; 21/10; 21/10; 2; 2; 11/5; 9/4; 39/19; 58/25; 13/7; 9/4; 2; 2; 2; ; 2; 21/10; 
META; spain/la-liga-segunda/sevilla-b-v-leonesa; 2017-08-31 02:26:38 GMT+3; 2017-09-03 19:00; Nothing; Xlenovo
Sevilla B; 11/8; 13/10; ; 6/4; 11/8; 6/5; ; 5/4; 13/10; 26/19; 11/8; 11/8; 11/8; 13/10; 7/5; 11/8; 5/4; 5/4; 23/17; 77/50; 13/10; 23/18; 11/8; 13/10; 11/8; ; 5/4; 13/10; 
Draw; 21/10; 2; ; 21/10; 21/10; 2; ; 15/8; 21/10; 2; 2; 21/10; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 99/50; 28/13; 39/19; 21/10; 2; 2; ; 9/5; 19/10; 
Leonesa; 15/8; 21/10; ; 19/10; 11/5; 21/10; ; 2; 9/4; 2; 2; 2; 21/10; 21/10; 2; 39/19; 11/5; 9/4; 39/19; 119/50; 13/7; 9/4; 2; 2; 2; ; 2; 21/10; 
META; spain/la-liga-segunda/sevilla-b-v-leonesa; 2017-08-31 10:26:17 GMT+3; 2017-09-03 19:00; Nothing; Xlenovo
Sevilla B; 11/8; 13/10; ; 6/4; 11/8; 6/5; ; 5/4; 13/10; 26/19; 11/8; 11/8; 11/8; 13/10; 7/5; 11/8; 5/4; 5/4; 23/17; 77/50; 13/10; 23/18; 11/8; 13/10; 11/8; ; 5/4; 13/10; 
Draw; 21/10; 2; ; 21/10; 21/10; 2; ; 15/8; 21/10; 2; 2; 21/10; 21/10; 2; 21/10; 39/19; 21/10; 2; 21/10; 99/50; 28/13; 39/19; 21/10; 2; 2; ; 9/5; 19/10; 
Leonesa; 15/8; 21/10; ; 19/10; 11/5; 21/10; ; 2; 9/4; 2; 2; 2; 21/10; 21/10; 2; 2; 11/5; 9/4; 2; 119/50; 13/7; 9/4; 2; 2; 2; ; 2; 21/10; 
META; spain/la-liga-segunda/sevilla-b-v-leonesa; 2017-08-31 14:27:01 GMT+3; 2017-09-03 19:00; Nothing; Xlenovo
