META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-10 22:22:24 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-11 02:23:39 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-11 10:23:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-11 14:25:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-11 18:24:49 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/50; 6/4
Draw; 1/50; 9/5
Zaragoza; 1/50; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-11 22:24:25 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/33; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/33; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-12 02:24:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/25; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/25; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-12 10:25:03 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/25; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/25; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-12 14:25:40 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/25; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/25; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-12 18:25:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/25; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/25; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-12 22:25:39 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/50; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/50; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-13 02:25:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/33; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/33; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-13 10:25:44 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/33; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/33; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-13 14:26:11 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 1/33; 6/4
Draw; 1/100; 9/5
Zaragoza; 1/33; 9/5
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-13 18:26:04 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 19/20; 21/20; 1; 59/50; 1; 10/11; 15/13; 21/20; 21/20; 21/20; 21/20; 21/20; 15/13; 11/10; 1; 21/20; 8/13; 23/20
Draw; 2; 21/10; 23/10; 2; 15/8; 19/10; 21/10; 2; 11/5; 2; 19/10; 21/10; 11/5; 39/19; 2/11; 9/4; ; 
Zaragoza; 15/4; 14/5; 27/10; 14/5; 11/4; 11/4; 45/17; 13/5; 11/4; 11/4; 14/5; 56/19; 13/5; 29/10; 59/20; 56/19; 2/7; 27/10
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-13 22:25:49 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 21/20; 1; 11/10; 21/20; 121/00; 1; 10/11; 15/13; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 19/17; 8/7; 23/20; 21/20; 11/10; 4/6; 10/9
Draw; 2; 21/10; 21/10; 21/10; 23/10; 2; 11/5; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 39/19; 11/5; 21/10; 28/13; 21/10; 11/5; 39/19; 5/4; 21/10; 
Zaragoza; 10/3; 5/2; 13/5; 27/10; 11/4; 11/4; 27/11; 5/2; 11/4; 5/2; 5/2; 11/4; 13/5; 11/4; 29/10; 9/4; 27/11; 14/5; 11/4; 11/4; 6/4; 13/5; 
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-14 02:24:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 11/10; 21/20; 11/10; 21/20; 121/00; 1; 11/10; 1; 15/13; 11/10; 11/10; 21/20; 11/10; 23/20; 21/20; 11/10; 1; 19/17; 8/7; 11/10; 21/20; 11/10; 10/11; 11/10
Draw; 21/10; 21/10; 21/10; 21/10; 59/25; 2; 2; 11/5; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 28/13; 11/5; 21/10; 28/13; 11/5; 11/5; 28/13; 9/5; 21/10; 
Zaragoza; 14/5; 13/5; 5/2; 13/5; 131/0; 13/5; 5/2; 13/5; 27/11; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 28/11; 29/10; 9/4; 27/11; 11/4; 11/4; 28/11; 23/10; 5/2
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-14 10:24:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 11/10; 21/20; 11/10; 21/20; 121/00; 1; 11/10; 1; 15/13; 11/10; 11/10; 21/20; 11/10; 23/20; 21/20; 11/10; 1; 19/17; 8/7; 11/10; 21/20; 11/10; 10/11; 11/10
Draw; 21/10; 85/40; 21/10; 21/10; 59/25; 2; 2; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 11/5; 21/10; 9/5; 21/10; 
Zaragoza; 14/5; 13/5; 5/2; 13/5; 131/0; 13/5; 5/2; 13/5; 27/11; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 29/10; 9/4; 27/11; 11/4; 11/4; 13/5; 23/10; 5/2
META; spain/la-liga-segunda/osasuna-v-zaragoza; 2018-03-14 14:25:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Osasuna; 11/10; 21/20; 21/20; 21/20; 113/00; 1; 11/10; 1; 15/13; 21/20; 11/10; 21/20; 11/10; 23/20; 11/10; 21/20; 1; 17/16; 8/7; 11/10; 21/20; 21/20; 10/11; 1; 21/20; 10/9
Draw; 21/10; 21/10; 21/10; 21/10; 47/20; 2; 2; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 28/13; 11/5; 21/10; 28/13; 11/5; 11/5; 28/13; 9/5; 21/10; 21/10; 23/10; 
