META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-14 02:24:11 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-14 10:24:10 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-14 14:24:34 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-14 18:24:42 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-14 22:24:25 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-15 02:24:17 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-15 10:24:24 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-15 14:24:08 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-15 18:28:02 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-15 22:25:51 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-16 02:25:02 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-16 10:26:22 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-16 14:32:00 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-16 22:27:11 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-17 02:25:31 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-17 10:25:28 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-17 14:29:52 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; ; ; ; ; 36/25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 4/6; ; 
Draw; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 10/11; ; 
Gijon; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; 20/21; ; 
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-17 18:24:10 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; 5/4; 11/8; 13/10; ; 36/25; ; 11/8; ; 16/11; 13/10; 11/8; ; 13/10; 13/10; 13/10; 13/10; 7/5; 23/17; 7/5; 24/19; 10/7; ; 13/10; 27/20; 23/17; ; 5/4; 6/5; 7/5
Draw; 2; 2; 21/10; ; 11/5; ; 2; ; 21/10; 21/10; 2; ; 21/10; 41/20; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 21/10; 21/10; ; 9/5; 2; 21/10
Gijon; 5/2; 2; 21/10; ; 23/10; ; 2; ; 2; 21/10; 21/10; ; 21/10; 21/10; 11/5; 21/10; 2; 11/5; 2; 15/8; 37/19; ; 23/10; 21/10; 11/5; ; 9/5; 19/10; 9/4
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-17 22:23:50 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; 5/4; 11/8; 13/10; ; 36/25; ; 11/8; ; 16/11; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 7/5; 9/7; 10/7; ; 11/8; 27/20; 23/17; ; 5/4; 6/5; 7/5
Draw; 2; 2; 21/10; ; 11/5; ; 2; ; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 28/13; 21/10; 11/5; 21/10; ; 9/4; 21/10; 28/13; ; 15/8; 21/10; 11/5
Gijon; 5/2; 2; 2; ; 23/10; ; 2; ; 2; 2; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 28/13; 2; 11/6; 37/19; ; 85/40; 21/10; 11/5; ; 19/10; 9/5; 11/5
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-18 02:23:44 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; 5/4; 11/8; 13/10; ; 141/100; ; 11/8; ; 7/5; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 7/5; 9/7; 11/8; ; 11/8; 27/20; 23/17; ; 5/4; 6/5; 7/5
Draw; 2; 2; 21/10; ; 57/25; ; 2; ; 28/13; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; ; 9/4; 21/10; 28/13; ; 15/8; 21/10; 11/5
Gijon; 5/2; 2; 2; ; 113/50; ; 2; ; 39/19; 2; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 28/13; 2; 11/6; 2; ; 85/40; 21/10; 11/5; ; 19/10; 9/5; 11/5
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-18 10:23:49 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; 5/4; 11/8; 13/10; ; 143/100; ; 11/8; ; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 7/5; 23/17; 7/5; 9/7; 11/8; ; 11/8; 27/20; 23/17; ; 5/4; ; 7/5
Draw; 2; 2; 21/10; ; 9/4; ; 2; ; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 21/10; 28/13; ; 9/5; ; 11/5
Gijon; 5/2; 2; 2; ; 113/50; ; 2; ; 39/19; 2; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 28/13; 2; 11/6; 2; ; 85/40; 21/10; 11/5; ; 19/10; ; 11/5
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-18 14:24:07 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; 11/8; 11/8; 23/17; 13/10; 39/25; ; 11/8; ; 7/5; 27/20; 11/8; 13/10; 11/8; 27/20; 13/10; 11/8; 7/5; 7/5; 7/5; 9/7; 11/8; ; 7/5; 29/20; 7/5; ; 5/4; 5/4; 7/5
Draw; 2; 2; 21/10; 21/10; 107/50; ; 2; ; 28/13; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 11/5; 28/13; ; 19/10; 2; 11/5
Gijon; 9/4; 2; 2; 2; 54/25; ; 2; ; 39/19; 2; 2; 21/10; 15/8; 2; 21/10; 2; 2; 39/19; 2; 11/6; 2; ; 85/40; 2; 39/19; ; 9/5; 9/5; 21/10
META; spain/la-liga-segunda/lugo-v-gijon; 2018-01-18 18:24:11 GMT+2; 2018-01-20 19:30; Nothing; Xlenovo
Lugo; 7/5; 11/8; 23/17; 13/10; 39/25; ; 11/8; ; 7/5; 27/20; 11/8; 13/10; 11/8; 27/20; 13/10; 11/8; 7/5; 7/5; 7/5; 9/7; 11/8; 13/10; 7/5; 29/20; 7/5; ; 5/4; 5/4; 7/5
