META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-22 22:23:05 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Cadiz; 1/50; 7/4
Draw; 1/50; 7/4
Valladolid; 1/50; 7/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-23 02:23:18 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Cadiz; 1/50; 7/4
Draw; 1/50; 7/4
Valladolid; 1/50; 7/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-23 10:23:18 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Cadiz; 1/50; 7/4
Draw; 1/50; 7/4
Valladolid; 1/50; 7/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-23 14:23:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Cadiz; 1/50; 7/4
Draw; 1/50; 7/4
Valladolid; 1/50; 7/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-23 18:24:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Cadiz; 1/50; 7/4
Draw; 1/50; 7/4
Valladolid; 1/50; 7/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-23 22:24:42 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Draw; 1/100; 7/4
Cadiz; 1/50; 7/4
Valladolid; 1/50; 7/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-24 02:24:19 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 23/20; 1/33; 10/9
Draw; 21/10; 2/5; 2
Cadiz; 16/5; 2/5; 3
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-24 10:24:14 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 10/11; 10/11; 10/11; 23/20; 10/11; 10/11; 20/21; 20/21; 19/20; 19/20; 10/11; 37/40; 10/11; 4/7; 10/9
Draw; 12/5; 85/40; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; 5/4; 2
Cadiz; 3; 16/5; 16/5; 31/10; 16/5; 3; 16/5; 3; 56/19; 10/3; 3; 8/5; 3; ; 
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-24 14:24:41 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 21/20; 1; 21/20; 113/00; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 11/10; 4/6; 10/9; 
Draw; 23/10; 21/10; 2; 113/0; 21/10; 23/10; 2; 21/10; 21/10; 11/5; 21/10; 23/10; 28/13; 9/4; 11/5; 13/10; 11/5
Cadiz; 13/5; 11/4; 13/5; 3; 29/10; 14/5; 13/5; 11/4; 11/4; 11/4; 13/5; 14/5; 40/17; 11/4; 29/10; 6/4; 14/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-24 18:24:28 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 1; 1; 11/10; 103/00; 1; 1; 1; 20/21; 1; 1; 21/20; 1; 21/20; 1; 10/11; 10/11; 1; ; ; ; ; ; 
Draw; 23/10; 21/10; 2; 21/10; 23/10; 21/10; 2; 23/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 23/10; 28/13; 9/4; 9/4; 11/5; 19/10; 19/10; 9/4; 9/4
Cadiz; 14/5; 14/5; 14/5; 13/5; 10/3; 29/10; 11/4; 14/5; 14/5; 3; 3; 14/5; 29/10; 14/5; 40/17; 11/4; 3; 29/10; 13/5; 9/4; 3; ; 
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-24 22:24:28 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 1; 21/20; 11/10; 109/00; 1; 1; 21/20; 1; 21/20; 1; 1; 21/20; 1; 1; 11/10; 10/11; 21/20; 1; ; ; ; ; 
Draw; 23/10; 21/10; 2; 21/10; 23/10; 21/10; 2; 23/10; 2; 21/10; 2; 21/10; 21/10; 11/5; 23/10; 28/13; 9/4; 9/4; 11/5; 19/10; 19/10; 11/5; 9/4
Cadiz; 14/5; 11/4; 11/4; 13/5; 31/10; 29/10; 11/4; 14/5; 11/4; 3; 14/5; 3; 14/5; 14/5; 14/5; 40/17; 11/4; 31/10; 14/5; 13/5; 9/4; 14/5; 14/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-25 02:23:37 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 11/10; 11/10; 11/10; 11/10; 29/25; 21/20; 11/10; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 1; 11/10; 1; 11/10; 11/10; 23/20; 20/21; 23/20; 11/10
Draw; 11/5; 2; 21/10; 57/25; 2; 23/10; 2; 21/10; 21/10; 21/10; 2; 28/13; 23/10; 28/13; 9/4; 11/5; 28/13; 19/10; 15/8; 11/5; 9/4; ; 
Cadiz; 13/5; 13/5; 13/5; 13/5; 72/25; 14/5; 5/2; 14/5; 13/5; 13/5; 13/5; 14/5; 13/5; 13/5; 14/5; 9/4; 11/4; 11/4; 13/5; 5/2; 21/10; 11/4; 11/4
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-25 10:23:20 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 11/10; 21/20; 11/10; 11/10; 59/50; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 6/5; 11/10; 11/10; 1; 11/10; 1; 11/10; 23/20; 20/21; 10/9; 
Draw; 11/5; 21/10; 2; 21/10; 57/25; 21/10; 2; 23/10; 2; 21/10; 21/10; 9/4; 21/10; 28/13; 23/10; 28/13; 9/4; 11/5; 19/10; 15/8; 11/5; 
Cadiz; 13/5; 13/5; 13/5; 13/5; 141/0; 27/10; 5/2; 14/5; 13/5; 13/5; 13/5; 13/5; 13/5; 28/11; 14/5; 9/4; 11/4; 11/4; 13/5; 13/5; 21/10; 13/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-25 14:23:42 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 11/10; 21/20; 11/10; 11/10; 61/50; 11/10; 11/10; 1; 23/20; 11/10; 23/20; 6/5; 11/10; 15/13; 21/20; 11/10; 1; 23/20; 15/13; 23/20; 1; 6/5; 6/5
Draw; 11/5; 21/10; 2; 21/10; 113/0; 21/10; 2; 23/10; 2; 21/10; 21/10; 9/4; 21/10; 28/13; 23/10; 28/13; 9/4; 11/5; 28/13; 11/5; 15/8; 11/5; 23/10
Cadiz; 13/5; 13/5; 5/2; 13/5; 68/25; 27/10; 5/2; 14/5; 5/2; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 9/4; 11/4; 27/10; 5/2; 5/2; 2; 5/2; 13/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-25 18:23:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 11/10; 11/10; 23/20; 11/10; 123/00; 11/10; 11/10; 1; 23/20; 11/10; 23/20; 23/20; 23/20; 6/5; 11/10; 15/13; 21/20; 11/10; 1; 23/20; 15/13; 23/20; 1; 6/5; 10/9
Draw; 11/5; 2; 21/10; 57/25; 21/10; 2; 23/10; 2; 21/10; 2; 21/10; 41/20; 9/4; 21/10; 28/13; 23/10; 28/13; 9/4; 11/5; 11/5; 21/10; 15/8; 11/5; 9/4; 
Cadiz; 13/5; 5/2; 12/5; 13/5; 133/0; 27/10; 5/2; 14/5; 12/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 13/5; 9/4; 11/4; 27/10; 28/11; 5/2; 2; 5/2; 13/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-25 22:23:19 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 11/10; 11/10; 6/5; 11/10; 61/50; 23/20; 11/10; 11/10; 6/5; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 21/20; 19/16; 11/10; 6/5; 15/13; 23/20; 21/20; 23/20; 6/5
Draw; 11/5; 2; 21/10; 57/25; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 9/4; 21/10; 28/13; 23/10; 21/10; 39/19; 85/40; 11/5; 2; 9/5; 11/5; 9/4; 
Cadiz; 13/5; 5/2; 12/5; 13/5; 27/10; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 23/10; 49/20; 13/5; 5/2; 28/11; 13/5; 21/10; 27/10; 13/5; 28/11; 5/2; 19/10; 13/5; 13/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-26 02:23:13 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 11/10; 11/10; 6/5; 11/10; 61/50; 23/20; 11/10; 11/10; 6/5; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 21/20; 19/16; 11/10; 6/5; 15/13; 23/20; 21/20; 23/20; 6/5
Draw; 11/5; 2; 21/10; 57/25; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 9/4; 21/10; 28/13; 23/10; 21/10; 39/19; 85/40; 11/5; 2; 9/5; 11/5; 9/4; 
Cadiz; 13/5; 5/2; 12/5; 13/5; 27/10; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 23/10; 49/20; 13/5; 5/2; 28/11; 13/5; 21/10; 27/10; 13/5; 28/11; 5/2; 19/10; 13/5; 13/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-26 10:23:22 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 23/20; 23/20; 6/5; 11/10; 61/50; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 21/20; 19/16; 11/10; 5/4; 15/13; 23/20; 21/20; 23/20; 6/5
Draw; 11/5; 2; 21/10; 57/25; 21/10; 2; 21/10; 2; 21/10; 21/10; 2; 9/4; 2; 28/13; 23/10; 21/10; 39/19; 21/10; 11/5; 2; 9/5; 11/5; 9/4; ; 
Cadiz; 5/2; 12/5; 12/5; 13/5; 27/10; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 23/10; 49/20; 13/5; 5/2; 28/11; 13/5; 21/10; 27/10; 5/2; 28/11; 5/2; 19/10; 13/5; 13/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-26 14:23:57 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 23/20; 23/20; 23/20; 11/10; 59/50; 23/20; 11/10; 11/10; 23/20; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 21/20; 19/16; 11/10; 6/5; 15/13; 10/9; 1; 23/20; 23/20
Draw; 11/5; 2; 21/10; 23/10; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 2; 9/4; 21/10; 28/13; 23/10; 21/10; 39/19; 85/40; 11/5; 2; 15/8; 11/5; 9/4; 
Cadiz; 5/2; 12/5; 12/5; 13/5; 14/5; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 23/10; 5/2; 13/5; 5/2; 28/11; 13/5; 21/10; 27/10; 13/5; 13/5; 13/5; 21/10; 27/10; 27/10
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-26 18:23:38 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 23/20; 23/20; 23/20; 11/10; 59/50; 23/20; 11/10; 11/10; 23/20; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; 21/20; 19/16; 11/10; 23/20; 15/13; 23/20; 1; 23/20; 23/20; 
Draw; 11/5; 2; 21/10; 23/10; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 2; 9/4; 21/10; 23/10; 21/10; 39/19; 11/5; 11/5; 2; 15/8; 11/5; 9/4; ; 
Cadiz; 5/2; 12/5; 12/5; 13/5; 14/5; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 23/10; 5/2; 13/5; 5/2; 28/11; 13/5; 21/10; 27/10; 13/5; 13/5; 5/2; 21/10; 27/10; 27/10
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-26 22:23:33 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 21/20; 21/20; 11/10; 11/10; 111/00; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 6/5; 11/10; 21/20; 21/20; 15/14; 11/10; 11/10; 21/20; 10/9; 20/21; 21/20; 11/10
Draw; 9/4; 21/10; 2; 21/10; 58/25; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 41/20; 9/4; 21/10; 11/5; 23/10; 21/10; 39/19; 11/5; 11/5; 2; 15/8; 9/4; 9/4
Cadiz; 11/4; 13/5; 13/5; 13/5; 3; 27/10; 11/4; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 12/5; 27/10; 14/5; 14/5; 11/4; 11/5; 14/5; 14/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-27 02:23:19 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 21/20; 21/20; 11/10; 11/10; 111/00; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 6/5; 11/10; 21/20; 21/20; 15/14; 11/10; 11/10; 21/20; 10/9; 21/20; 11/10
Draw; 9/4; 21/10; 2; 21/10; 58/25; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; 41/20; 9/4; 21/10; 11/5; 23/10; 21/10; 39/19; 11/5; 11/5; 21/10; 9/4; 9/4
Cadiz; 11/4; 13/5; 13/5; 13/5; 3; 27/10; 11/4; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 12/5; 27/10; 14/5; 14/5; 14/5; 14/5; 14/5
META; spain/la-liga-segunda/valladolid-v-cadiz; 2018-04-27 10:23:26 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Valladolid; 21/20; 21/20; 11/10; 11/10; 111/00; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 6/5; 11/10; 21/20; 11/10; 15/14; 11/10; 11/10; 21/20; 10/9; 21/20; 11/10
