META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-02 02:24:00 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-02 10:24:36 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-02 18:25:25 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Cordoba; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Alcorcon; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-02 22:25:51 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Cordoba; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Alcorcon; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-03 02:25:23 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Cordoba; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Alcorcon; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-03 10:25:48 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Cordoba; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Alcorcon; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-03 14:25:59 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
Cordoba; 5/4; 13/10; 13/10; ; 13/10; 61/50; ; ; ; ; 5/4; ; ; ; ; ; ; 13/10; 73/50; ; ; ; 11/8; 13/10; ; 5/4; ; 
Draw; 19/10; 15/8; 21/10; ; 2; 37/20; ; ; ; ; 2; ; ; ; ; ; ; 37/19; 52/25; ; ; ; 21/10; 21/10; ; 9/5; ; 
Alcorcon; 13/5; 23/10; 2; ; 12/5; 9/4; ; ; ; ; 23/10; ; ; ; ; ; ; 23/10; 12/5; ; ; ; 9/4; 9/4; ; 2; ; 
META; spain/la-liga-segunda/cordoba-v-alcorcon; 2017-10-03 18:25:42 GMT+3; 2017-10-08 17:00; Nothing; Xlenovo
