META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-14 02:24:08 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-16 22:27:07 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-17 02:25:29 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-17 10:25:25 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-17 14:29:50 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; ; ; ; ; 127/100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; 3/10; ; 
Draw; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; 1/2; ; 
Lorca; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; 10/9; ; 
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-17 18:24:07 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 13/10; 13/10; 23/17; ; 133/100; ; 5/4; ; 6/5; 27/20; 13/10; ; 11/8; 27/20; 11/8; 13/10; 7/5; 23/17; 7/5; 9/7; 6/5; ; 11/8; 7/5; 23/17; ; 5/6; 13/10; 7/5
Draw; 2; 19/10; 19/10; ; 103/50; ; 15/8; ; 21/10; 19/10; 2; ; 2; 39/20; 19/10; 2; 19/10; 2; 19/10; 39/19; 39/19; ; 21/10; 39/20; 2; ; 6/5; 15/8; 2
Lorca; 12/5; 11/5; 21/10; ; 27/10; ; 9/4; ; 27/11; 21/10; 9/4; ; 21/10; 43/20; 9/4; 9/4; 11/5; 9/4; 11/5; 79/40; 27/11; ; 23/10; 11/5; 9/4; ; 13/10; 19/10; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-17 22:23:48 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 13/10; 13/10; 23/17; ; 133/100; ; 5/4; ; 23/17; 27/20; 13/10; 11/8; 11/8; 27/20; 13/10; 13/10; 7/5; 23/17; 7/5; 4/3; 4/3; ; 11/8; 7/5; 23/17; ; 5/6; 5/4; 7/5
Draw; 2; 2; 2; ; 103/50; ; 2; ; 21/10; 2; 2; 2; 21/10; 41/20; 21/10; 2; 37/19; 39/19; 37/19; 39/19; 39/19; ; 21/10; 2; 21/10; ; 6/5; 19/10; 21/10
Lorca; 12/5; 85/40; 21/10; ; 27/10; ; 9/4; ; 11/5; 21/10; 11/5; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 28/13; 11/5; 23/12; 28/13; ; 9/4; 21/10; 11/5; ; 5/4; 9/5; 9/4
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-18 02:23:41 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 13/10; 13/10; 23/17; ; 143/100; ; 5/4; ; 23/17; 27/20; 13/10; 11/8; 11/8; 27/20; 13/10; 13/10; 7/5; 23/17; 7/5; 4/3; 4/3; ; 11/8; 7/5; 23/17; ; 1; 5/4; 7/5
Draw; 2; 2; 2; ; 11/5; ; 2; ; 21/10; 2; 2; 2; 21/10; 41/20; 21/10; 2; 37/19; 39/19; 37/19; 39/19; 39/19; ; 21/10; 2; 21/10; ; 6/5; 19/10; 21/10
Lorca; 12/5; 85/40; 21/10; ; 58/25; ; 9/4; ; 11/5; 21/10; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 23/12; 28/13; ; 9/4; 21/10; 11/5; ; 6/5; 9/5; 9/4
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-18 10:23:46 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 13/10; 13/10; 13/10; ; 36/25; ; 5/4; ; 23/17; 13/10; 13/10; 11/8; 11/8; 27/20; 13/10; 13/10; 7/5; 23/17; 7/5; 4/3; 4/3; ; 11/8; 7/5; 7/5; ; 1; ; 7/5
Draw; 2; 2; 2; ; 54/25; ; 2; ; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 37/19; 39/19; 37/19; 39/19; 39/19; ; 21/10; 2; 39/19; ; 19/10; ; 21/10
Lorca; 12/5; 21/10; 21/10; ; 117/50; ; 9/4; ; 11/5; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 23/12; 28/13; ; 9/4; 21/10; 11/5; ; 6/4; ; 9/4
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-18 14:24:05 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 11/8; 23/17; 11/8; 36/25; ; 11/8; ; 23/17; 27/20; 13/10; 7/5; 7/5; 11/8; 13/10; 11/8; 7/5; 7/5; 7/5; 15/11; 4/3; ; 29/20; 7/5; 7/5; ; 20/21; 5/4; 7/5
Draw; 2; 2; 2; 21/10; 54/25; ; 2; ; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 37/19; 39/19; 37/19; 28/13; 39/19; ; 85/40; 2; 39/19; ; 19/10; 19/10; 21/10
Lorca; 9/4; 2; 2; 19/10; 117/50; ; 2; ; 11/5; 2; 21/10; 2; 15/8; 41/20; 11/5; 2; 11/5; 28/13; 11/5; 25/14; 28/13; ; 85/40; 21/10; 28/13; ; 6/4; 19/10; 9/4
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-18 18:24:09 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 11/8; 29/20; ; 11/8; ; 16/11; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 7/5; 7/5; 7/5; 15/11; 10/7; 13/10; 29/20; 7/5; 7/5; ; 1; 5/4; 7/5
Draw; 2; 2; 2; 21/10; 107/50; ; 2; ; 37/19; 2; 2; 2; 21/10; 2; 21/10; 2; 37/19; 2; 37/19; 28/13; 19/10; 15/8; 85/40; 2; 39/19; ; 19/10; 19/10; 2
Lorca; 9/4; 21/10; 2; 19/10; 47/20; ; 2; ; 28/13; 2; 21/10; 21/10; 2; 41/20; 11/5; 21/10; 11/5; 28/13; 11/5; 25/14; 28/13; 2; 85/40; 21/10; 11/5; ; 7/4; 19/10; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-18 22:25:25 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 11/8; 143/100; ; 11/8; ; 16/11; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 7/5; 7/5; 7/5; 15/11; 10/7; 13/10; 29/20; 7/5; 7/5; ; 13/10; 13/10; 7/5
Draw; 2; 2; 2; 21/10; 54/25; ; 2; ; 37/19; 2; 2; 2; 21/10; 2; 21/10; 2; 37/19; 2; 37/19; 21/10; 19/10; 15/8; 21/10; 2; 2; ; 19/10; 19/10; 2
Lorca; 9/4; 21/10; 2; 19/10; 59/25; ; 2; ; 28/13; 2; 21/10; 21/10; 2; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 9/5; 28/13; 2; 85/40; 21/10; 11/5; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-19 02:25:21 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 11/8; 143/100; ; 11/8; ; 16/11; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 7/5; 7/5; 7/5; 15/11; 10/7; 13/10; 29/20; 7/5; 7/5; ; 13/10; 13/10; 7/5
Draw; 2; 2; 2; 21/10; 54/25; ; 2; ; 37/19; 2; 2; 2; 21/10; 2; 21/10; 2; 37/19; 2; 37/19; 21/10; 19/10; 15/8; 21/10; 2; 2; ; 19/10; 19/10; 2
Lorca; 9/4; 21/10; 2; 19/10; 59/25; ; 2; ; 28/13; 2; 21/10; 21/10; 2; 41/20; 11/5; 21/10; 11/5; 11/5; 11/5; 9/5; 28/13; 2; 85/40; 21/10; 11/5; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-19 10:25:05 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 11/8; 29/20; ; 11/8; ; 16/11; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 16/11; 7/5; 16/11; 11/8; 10/7; 13/10; 6/4; 7/5; 7/5; ; 13/10; 13/10; 7/5
Draw; 2; 2; 2; 21/10; 107/50; ; 2; ; 37/19; 2; 2; 2; 21/10; 2; 21/10; 2; 37/19; 2; 37/19; 39/19; 19/10; 15/8; 2; 2; 2; ; 19/10; 19/10; 2
Lorca; 9/4; 21/10; 2; 19/10; 47/20; ; 2; ; 28/13; 2; 21/10; 21/10; 2; 2; 11/5; 2; 11/5; 11/5; 11/5; 11/6; 28/13; 2; 85/40; 21/10; 11/5; ; 2; 2; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-19 14:25:19 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 29/20; 36/25; ; 11/8; ; 16/11; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 16/11; 7/5; 16/11; 11/8; 10/7; 13/10; 29/20; 7/5; 7/5; ; 13/10; 13/10; 7/5
Draw; 2; 2; 2; 2; 54/25; ; 2; ; 37/19; 2; 2; 2; 21/10; 41/20; 21/10; 2; 37/19; 2; 37/19; 39/19; 19/10; 15/8; 21/10; 2; 2; ; 19/10; 2; 2
Lorca; 9/4; 21/10; 2; 15/8; 117/50; ; 2; ; 28/13; 2; 21/10; 21/10; 2; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 11/6; 28/13; 2; 21/10; 21/10; 11/5; ; 2; 19/10; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-19 18:25:45 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 29/20; 36/25; ; 11/8; ; 23/17; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 16/11; 7/5; 16/11; 11/8; 4/3; 13/10; 29/20; 7/5; 7/5; ; 13/10; 13/10; 7/5
Draw; 2; 2; 2; 2; 54/25; ; 2; ; 37/19; 2; 2; 2; 21/10; 41/20; 21/10; 2; 37/19; 2; 37/19; 39/19; 19/10; 15/8; 21/10; 2; 2; ; 19/10; 2; 2
Lorca; 9/4; 21/10; 2; 15/8; 117/50; ; 2; ; 40/17; 2; 21/10; 21/10; 2; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 11/6; 23/10; 2; 21/10; 21/10; 11/5; ; 2; 19/10; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-19 22:26:14 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 29/20; 29/20; ; 11/8; ; 23/17; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 16/11; 7/5; 16/11; 11/8; 4/3; 13/10; 29/20; 7/5; 7/5; 11/8; 13/10; 7/5
Draw; 2; 2; 2; 2; 107/ 50; ; 2; ; 37/19; 2; 2; 2; 21/10; 41/20; 21/10; 2; 37/19; 2; 37/19; 39/19; 19/10; 15/8; 21/10; 2; 2; 19/10; 19/10; 2
Lorca; 9/4; 21/10; 2; 15/8; 47/20; ; 2; ; 40/17; 2; 21/10; 21/10; 2; 2; 11/5; 2; 11/5; 11/5; 11/5; 11/6; 23/10; 2; 85/40; 21/10; 9/4; 2; 2; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-20 02:25:37 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/8; 13/10; 23/17; 29/20; 71/50; ; 11/8; ; 23/17; 27/20; 13/10; 11/8; 11/8; 27/20; 13/10; 11/8; 16/11; 23/17; 16/11; 11/8; 4/3; 13/10; 29/20; 7/5; 7/5; 11/8; 13/10; 7/5
Draw; 2; 2; 2; 2; 107/ 50; ; 2; ; 37/19; 2; 2; 2; 21/10; 41/20; 21/10; 2; 37/19; 2; 37/19; 39/19; 19/10; 15/8; 21/10; 2; 2; 19/10; 21/10; 2
Lorca; 9/4; 21/10; 2; 15/8; 12/5; ; 2; ; 40/17; 2; 11/5; 21/10; 21/10; 41/20; 11/5; 21/10; 11/5; 9/4; 11/5; 11/6; 23/10; 2; 11/5; 21/10; 9/4; 21/10; 2; 23/10
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-20 10:25:32 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 13/10; 13/10; 6/5; 5/4; 131/ 100; ; 5/4; ; 23/17; 6/5; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 16/13; 4/3; 6/5; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10
Draw; 2; 2; 2; 2; 54/25; ; 2; ; 37/19; 2; 2; 2; 21/10; 41/20; 2; 2; 2; 2; 2; 39/19; 19/10; 15/8; 21/10; 2; 39/19; 2; 21/10; 21/10
Lorca; 12/5; 21/10; 9/4; 11/5; 131/ 50; ; 9/4; ; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 5/2; 49/20; 12/5; 12/5; 9/4; 5/2
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-20 14:28:28 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 21/20; 13/10; 1; 11/10; 53/50; ; 1; ; 19/17; 1; 21/20; 1; 21/20; 21/20; 1; 1; 21/20; 21/20; 21/20; 17/16; 19/17; 10/11; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20
Draw; 21/10; 2; 11/5; 21/10; 119/ 50; ; 2; ; 39/19; 11/5; 21/10; 11/5; 11/5; 43/20; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 2; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4
Lorca; 3; 21/10; 13/5; 12/5; 31/10; ; 11/4; ; 11/4; 13/5; 11/4; 11/4; 5/2; 13/5; 3; 11/4; 3; 37/13; 3; 45/17; 27/10; 13/5; 29/10; 29/10; 29/10; 14/5; 14/5; 3
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-20 18:25:39 GMT+2; 2018-01-20 19:00; Nothing; Xlenovo
SD Huesca; 11/10; 13/10; 11/10; 23/20; 59/50; ; 11/10; ; 11/10; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 6/5; 13/12; 21/20; 23/20; 23/20; 11/10; 6/5; 23/20; 6/5
Draw; 11/5; 2; 21/10; 21/10; 113/ 50; ; 2; ; 28/13; 21/10; 21/10; 21/10; 11/5; 43/20; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 2; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10
Lorca; 13/5; 21/10; 12/5; 23/10; 71/25; ; 5/2; ; 45/17; 12/5; 5/2; 5/2; 23/10; 23/10; 5/2; 5/2; 11/4; 13/5; 11/4; 23/10; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 11/4; 14/5
META; spain/la-liga-segunda/lorca-v-sd-huesca; 2018-01-20 22:24:21 GMT+2; 2018-01-20 19:00; In Play; Xlenovo
SD Huesca; 2/11; 1/5; 28/17; ; ; ; ; 1/8; 3/19; 1/5; 2/9; 1/7; 2/9; ; 13/8; 1/5; 2/13; 17/10; 2/13; 2/11; ; ; 2/11; 1/5; 7/4; ; 1/5; 
Draw; 9/2; 4; 21/20; ; ; ; ; 4; 24/5; 21/5; 4; 9/2; 15/4; ; 1; 4; 17/4; 1; 17/4; 22/5; ; ; 9/2; 17/4; 1; ; ; 5/6
Lorca; 22; 20; 7/2; ; ; ; ; 30; 25; 22; 22; 25; 20; ; 7/2; 18; 25; 39/10; 25; 37/2; ; ; 22; 28; 75/19; ; ; 
