META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-04 22:25:35 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Granada; 1/50
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-05 02:25:39 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Granada; 1/50
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-05 10:25:36 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Granada; 1/50
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-05 14:26:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Granada; 1/50
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-05 18:26:08 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 1/100
Gimnastic; 1/50
Granada; 1/50
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-05 22:26:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Granada; 3/4; 8/11; 3/4; 4/5; 1/50
Draw; 13/5; 13/5; 28/11; 53/20; 4/7
Gimnastic; 16/5; 10/3; 16/5; 16/5; 4/7
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-06 02:26:03 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Granada; 3/4; 8/11; 3/4; 10/13; 2/11
Draw; 13/5; 13/5; 28/11; 53/20; 5/4
Gimnastic; 16/5; 10/3; 16/5; 10/3; 11/4
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-06 10:25:51 GMT+2; 2018-03-09 20:00; Nothing; Xlenovo
Tenerife; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 5/6
Draw; 11/5; 2; 39/19; 21/10; 2; 39/19; 21/10; 13/8
Oviedo; 13/5; 9/4; 21/10; 9/4; 23/10; 21/10; 23/10; 9/5
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-06 14:26:00 GMT+2; 2018-03-09 20:00; Nothing; Xlenovo
Tenerife; 11/10; 117/00; 11/10; 1; 6/5; 11/10; 11/10; 11/10; 11/10; 21/20; 6/5; 21/20; 11/10; 10/11
Draw; 2; 121/0; 9/4; 15/8; 28/13; 21/10; 23/10; 21/10; 9/4; 11/5; 28/13; 11/5; 9/4; 9/5
Oviedo; 13/5; 67/25; 12/5; 13/5; 11/5; 5/2; 12/5; 13/5; 12/5; 40/17; 11/5; 27/10; 12/5; 23/10
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-06 18:26:08 GMT+2; 2018-03-10 07:00; Nothing; Xlenovo
Tenerife; 10/11; 1; 19/20; 107/00; 1; 10/11; 11/10; 19/20; 1; 1; 19/20; 9/10; 19/20; 11/10; 20/21; 19/20; 1; 10/11; 20/21; 
Draw; 9/4; 21/10; 21/10; 9/4; 2; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 28/13; 11/5; 11/5; 28/13; 23/10; 9/4; 11/5; 19/10; 11/5
Oviedo; 10/3; 14/5; 29/10; 13/4; 11/4; 11/4; 28/11; 29/10; 3; 14/5; 56/19; 10/3; 45/17; 5/2; 16/5; 3; 13/5; 5/2; ; 
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-07 10:57:25 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Granada; 1/2; 4/9; 13/25; 4/9; 2/5; 5/11; 4/9; 1/2; 1/2; 1/2; 4/9; 7/15; 5/11; 10/21; 5/11; 1/2; 9/20; 7/15; 4/9
Draw; 11/4; 14/5; 63/20; 3; 11/4; 37/13; 3; 14/5; 3; 14/5; 29/10; 29/10; 58/19; 14/5; 3; 56/19; 14/5; ; 
Gimnastic; 13/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 25/4; 7; 23/5; 6; 13/2; 6; 25/4; 32/5; ; ; 
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-07 14:24:58 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Granada; 1/2; 4/9; 13/25; 4/9; 2/5; 5/11; 4/9; 1/2; 1/2; 1/2; 4/9; 7/15; 5/11; 10/21; 5/11; 1/2; 9/20; 7/15; 4/9; 4/9
Draw; 11/4; 14/5; 63/20; 3; 11/4; 37/13; 3; 14/5; 3; 14/5; 29/10; 29/10; 58/19; 14/5; 3; 56/19; 14/5; 3; ; 
Gimnastic; 13/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 25/4; 7; 23/5; 6; 13/2; 6; 25/4; 32/5; 36/5; ; ; 
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-07 18:25:28 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Granada; 1/2; 4/9; 1/2; 13/25; 2/5; 4/9; 2/5; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 4/9; 10/21; 5/11; 10/21; 1/2; 1/2; 9/20; 10/21; 4/9; 4/9; 4/9
Draw; 11/4; 3; 29/10; 63/20; 29/10; 11/4; 11/4; 11/4; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 56/19; 29/10; 58/19; 27/10; 3; 3; 14/5; 3; 11/4
Gimnastic; 13/2; 6; 11/2; 7; 6; 6; 11/2; 6; 11/2; 5; 11/2; 6; 13/2; 7; 23/5; 6; 13/2; 6; 13/2; 32/5; 36/5; ; ; 
META; spain/la-liga-segunda/granada-v-gimnastic; 2018-03-07 22:24:44 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Granada; 1/2; 4/9; 1/2; 13/25; 2/5; 4/9; 2/5; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 4/9; 10/21; 5/11; 10/21; 1/2; 1/2; 9/20; 10/21; 4/9; 4/9; 4/9
Draw; 11/4; 3; 29/10; 63/20; 29/10; 11/4; 11/4; 11/4; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 56/19; 29/10; 58/19; 27/10; 3; 3; 14/5; 3; 11/4
