META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-11 22:23:52 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 11/10; ; ; ; ; ; 6/5; ; 11/10; ; ; ; 23/20; ; ; ; 11/10; 11/10; 15/13; ; ; 11/10; ; 11/10; ; ; ; ; 
Gimnastic de Tarragona; 5/4; ; ; ; ; ; 5/4; ; 11/10; ; ; ; 6/5; ; ; ; 11/10; 11/10; 6/5; 127/100; 17/14; 11/10; ; 11/10; ; ; 1/50; ; 
Draw; 2; ; ; ; ; ; 85/40; ; 21/10; ; ; ; 21/10; ; ; ; 11/5; 21/10; 39/19; 21/10; 28/13; 21/10; ; 2; ; ; 1/50; ; 
Almeria; 5/2; ; ; ; ; ; 5/2; ; 5/2; ; ; ; 49/20; ; ; ; 12/5; 5/2; 40/17; 14/5; 39/19; 5/2; ; 23/10; ; ; 1/50; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-13 10:23:59 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; ; ; ; ; 23/20; 5/4; ; 11/10; ; ; ; 6/5; ; ; ; 11/10; 11/10; 6/5; 127/100; 17/14; 11/10; ; 11/10; ; ; 1/50; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; 11/5; 21/10; 39/19; 21/10; 28/13; 21/10; ; 2; ; ; 1/100; ; 
Almeria; 5/2; ; ; ; ; 43/20; 5/2; ; 5/2; ; ; ; 49/20; ; ; ; 12/5; 5/2; 40/17; 14/5; 39/19; 5/2; ; 23/10; ; ; 1/50; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-13 14:25:03 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; ; ; ; ; 23/20; 5/4; ; 11/10; ; ; ; 6/5; ; ; ; 11/10; 11/10; 6/5; 11/8; 17/14; 11/10; ; 11/10; ; ; 8/11; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; 11/5; 21/10; 39/19; 41/20; 28/13; 21/10; ; 2; ; ; 13/8; ; 
Almeria; 5/2; ; ; ; ; 43/20; 5/2; ; 5/2; ; ; ; 49/20; ; ; ; 12/5; 5/2; 40/17; 131/50; 39/19; 5/2; ; 23/10; ; ; 11/8; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-13 18:24:39 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; ; ; ; ; 23/20; 5/4; ; 11/10; ; ; ; 6/5; ; ; ; 11/10; 11/10; 6/5; 11/8; 17/14; 11/10; ; 11/10; ; ; 8/11; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; 11/5; 21/10; 39/19; 41/20; 28/13; 21/10; ; 2; ; ; 13/8; ; 
Almeria; 5/2; ; ; ; ; 43/20; 5/2; ; 5/2; ; ; ; 49/20; ; ; ; 12/5; 5/2; 40/17; 131/50; 39/19; 5/2; ; 23/10; ; ; 11/8; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-13 22:24:27 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; ; ; ; ; 23/20; 5/4; ; 11/10; ; ; ; 6/5; ; ; ; 11/10; 11/10; 15/13; 11/8; 17/14; 11/10; ; 11/10; ; ; 10/9; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; 11/5; 21/10; 2; 41/20; 28/13; 21/10; ; 2; ; ; 19/10; ; 
Almeria; 5/2; ; ; ; ; 43/20; 5/2; ; 5/2; ; ; ; 49/20; ; ; ; 12/5; 5/2; 40/17; 131/50; 39/19; 5/2; ; 23/10; ; ; 11/5; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-14 02:24:08 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; ; ; 5/4; 6/5; 23/20; 5/4; ; 11/10; 5/4; ; 6/5; 6/5; ; ; ; 11/10; 11/10; 15/13; 11/8; 17/14; 11/10; ; 11/10; ; ; 10/9; ; 
Draw; 2; ; ; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; ; 11/5; 21/10; ; ; ; 11/5; 21/10; 39/19; 41/20; 28/13; 21/10; ; 2; ; ; 19/10; ; 
Almeria; 5/2; ; ; 23/10; 5/2; 43/20; 5/2; ; 5/2; 9/4; ; 9/4; 49/20; ; ; ; 12/5; 5/2; 12/5; 131/50; 39/19; 5/2; ; 23/10; ; ; 11/5; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-14 10:24:06 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; ; ; 5/4; 6/5; 23/20; 5/4; ; 11/10; 5/4; 5/4; 6/5; 6/5; ; ; ; 11/10; 11/10; 6/5; 11/8; 13/11; 11/10; ; 11/10; ; ; 10/9; ; 
Draw; 2; ; ; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; ; ; 11/5; 21/10; 39/19; 41/20; 28/13; 21/10; ; 2; ; ; 19/10; ; 
Almeria; 5/2; ; ; 23/10; 5/2; 43/20; 5/2; ; 5/2; 9/4; 9/4; 9/4; 49/20; ; ; ; 12/5; 5/2; 40/17; 131/50; 39/19; 5/2; ; 23/10; ; ; 11/5; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-14 14:24:46 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; ; 5/4; 6/5; 21/20; 6/5; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 15/13; 63/50; 13/11; 11/10; ; 11/10; ; ; 10/9; 10/9; 
Draw; 2; 2; ; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 39/19; 11/5; 28/13; 21/10; ; 2; ; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; ; 23/10; 5/2; 23/10; 13/5; ; 5/2; 12/5; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 40/17; 27/10; 39/19; 5/2; ; 23/10; ; ; 11/5; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-14 18:24:48 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; ; 5/4; 6/5; 21/20; 6/5; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 15/13; 63/50; 13/11; 11/10; ; 11/10; ; ; 10/9; 10/9; 
Draw; 2; 2; ; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 39/19; 11/5; 28/13; 21/10; ; 2; ; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; ; 23/10; 5/2; 23/10; 13/5; ; 5/2; 12/5; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 40/17; 27/10; 39/19; 5/2; ; 23/10; ; ; 11/5; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-14 22:24:57 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 6/5; 5/4; 6/5; 21/20; 6/5; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 63/50; 13/11; 11/10; ; 11/10; ; ; 10/9; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; ; 2; ; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 13/5; ; 5/2; 12/5; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 27/10; 39/19; 5/2; ; 23/10; ; ; 11/5; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-15 02:24:39 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 6/5; 5/4; 6/5; 21/20; 6/5; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 63/50; 13/11; 11/10; 6/5; 11/10; ; ; 10/9; ; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; ; 
Almeria; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 13/5; ; 5/2; 12/5; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 27/10; 39/19; 5/2; 9/4; 23/10; ; ; 11/5; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-15 10:24:50 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 6/5; 5/4; 6/5; 21/20; 6/5; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 63/50; 13/11; 11/10; 6/5; 11/10; ; ; 1/100; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 11/5; 2; ; ; 4/7; 19/10; 
Almeria; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 13/5; ; 5/2; 12/5; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 27/10; 39/19; 5/2; 9/4; 23/10; ; ; 1/100; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-15 14:24:57 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 6/5; 5/4; 6/5; 21/20; 6/5; ; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 63/50; 13/11; 11/10; 6/5; 11/10; ; ; 10/9; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; 2; 
Almeria; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 13/5; ; 5/2; 12/5; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 27/10; 39/19; 5/2; 9/4; 23/10; ; ; 11/5; 9/4; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-15 18:24:58 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 6/5; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; ; 6/5; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 63/50; 13/11; 11/10; 6/5; 11/10; ; ; 10/9; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 15/8; 21/10; ; 2; 11/5; 21/10; ; 21/10; ; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 13/5; 23/10; 5/2; ; 12/5; 9/4; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 27/10; 39/19; 5/2; 9/4; 23/10; ; ; 11/5; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-15 22:25:17 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; ; ; 11/10; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 15/8; 21/10; 2; 2; 19/10; 21/10; ; 21/10; ; 11/5; 21/10; 39/19; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; 2; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 23/10; 5/2; 12/5; 12/5; 13/5; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; ; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-16 02:25:04 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; ; 23/20; 6/5; 6/5; ; 6/5; ; 11/10; 11/10; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; ; ; 11/10; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 21/10; ; 2; 19/10; 21/10; ; 21/10; ; 11/5; 21/10; 39/19; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; 2; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 5/2; ; 12/5; 13/5; 49/20; ; 12/5; ; 12/5; 5/2; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; ; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-16 10:24:50 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 11/10; 6/5; 11/10; 11/10; ; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; 11/10; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; ; ; 11/10; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 21/10; ; 2; 19/10; 21/10; ; 21/10; 39/19; 11/5; 21/10; 39/19; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 9/4; 27/10; 12/5; 5/2; ; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; 5/2; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; ; ; 9/4; 19/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-16 14:24:56 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; 11/10; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; ; ; 11/10; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 2; 19/10; 21/10; ; 21/10; 39/19; 11/5; 21/10; 39/19; 11/5; 28/13; 21/10; 11/5; 2; ; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 5/2; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; 5/2; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; ; ; 9/4; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-16 18:25:07 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 15/13; 31/25; 8/7; 11/10; 6/5; 11/10; ; ; 11/10; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 39/19; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 2; ; ; 19/10; 2; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; ; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-16 22:25:17 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 15/13; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 11/10; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 39/19; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 19/10; 2; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; 12/5; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-17 02:24:52 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 15/13; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 11/10; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 39/19; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 19/10; 2; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 12/5; 137/50; 28/13; 5/2; 23/10; 23/10; 12/5; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-17 10:25:02 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 15/13; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 11/10; ; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 39/19; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 19/10; ; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 27/11; 137/50; 28/13; 5/2; 23/10; 23/10; 12/5; ; 9/4; ; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-17 14:25:18 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 11/10; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 12/5; 137/50; 28/13; 5/2; 9/4; 23/10; 12/5; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-17 18:25:05 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 11/10; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 19/10; 2; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 12/5; 137/50; 28/13; 5/2; 9/4; 23/10; 12/5; ; 9/4; 23/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-17 22:25:02 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 11/10; 10/9; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 85/40; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 2; 11/5; 11/5; 28/13; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 19/10; 19/10; 
Almeria; 5/2; 12/5; 49/20; 23/10; 5/2; 23/10; 27/10; 12/5; 28/11; 12/5; 12/5; 13/5; 49/20; ; 12/5; 12/5; 12/5; ; 27/11; 137/50; 28/13; 5/2; 9/4; 23/10; 12/5; ; 9/4; 21/10; 
META; spain/la-liga-segunda/gimnastic-de-tarragona-v-almeria; 2017-08-18 02:24:34 GMT+3; 2017-08-20 19:30; Nothing; Xlenovo
Gimnastic de Tarragona; 5/4; 23/20; 23/20; 5/4; 6/5; 21/20; 6/5; 11/10; 11/10; 15/13; 23/20; 6/5; 6/5; ; 6/5; 6/5; 11/10; ; 6/5; 31/25; 8/7; 11/10; 6/5; 11/10; 6/5; ; 1/100; 23/20; 
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 85/40; 2; 11/5; 2; 2; 19/10; 21/10; ; 21/10; 2; 11/5; 11/5; 28/13; 11/5; 28/13; 11/5; 11/5; 2; 2; ; 2/9; 2; 
