META; spain/la-liga-segunda/gijon-v-oviedo; 2017-09-04 14:25:38 GMT+3; 2017-09-09 17:00; Nothing; Xlenovo
Gijon; 4/5; 5/6; ; 10/11; 5/6; ; 10/11; 8/11; 16/19; 13/15; 20/23; 20/23; 17/20; ; 5/6; ; ; 5/6; 5/6; 47/50; 13/15; 16/19; ; ; ; ; 5/6; 5/6; 
Draw; 12/5; 11/5; ; 9/4; 23/10; ; 12/5; 11/5; 11/5; 11/5; 11/5; 11/5; 47/20; ; 12/5; ; ; 11/5; 9/4; 119/50; 9/4; 11/5; ; ; ; ; 2; 21/10; 
Oviedo; 15/4; 10/3; ; 16/5; 7/2; ; 10/3; 16/5; 18/5; 16/5; 16/5; 10/3; 7/2; ; 10/3; ; ; 7/2; 38/11; 73/20; 37/13; 18/5; ; ; ; ; 3; 3; 
META; spain/la-liga-segunda/gijon-v-oviedo; 2017-09-04 18:26:11 GMT+3; 2017-09-09 17:00; Nothing; Xlenovo
Gijon; 4/5; 5/6; 9/10; 10/11; 5/6; ; 10/11; 8/11; 16/19; 13/15; 20/23; 20/23; 17/20; 4/5; 5/6; ; ; 5/6; 5/6; 47/50; 9/10; 16/19; ; ; ; ; 5/6; 5/6; 
Draw; 12/5; 11/5; 11/5; 9/4; 23/10; ; 12/5; 11/5; 11/5; 11/5; 11/5; 11/5; 47/20; 23/10; 12/5; ; ; 11/5; 9/4; 119/50; 9/4; 11/5; ; ; ; ; 2; 21/10; 
Oviedo; 15/4; 10/3; 16/5; 16/5; 7/2; ; 10/3; 16/5; 18/5; 16/5; 16/5; 10/3; 7/2; 10/3; 10/3; ; ; 7/2; 38/11; 73/20; 11/4; 18/5; ; ; ; ; 3; 3; 
META; spain/la-liga-segunda/gijon-v-oviedo; 2017-09-04 22:26:11 GMT+3; 2017-09-09 17:00; Nothing; Xlenovo
Gijon; 4/5; 5/6; 17/20; 10/11; 5/6; ; 20/23; 8/11; 16/19; 11/13; 17/20; 5/6; 17/20; 4/5; 5/6; 5/6; ; 5/6; 5/6; 23/25; 13/15; 16/19; ; ; ; ; 5/6; 5/6; 
Draw; 12/5; 11/5; 11/5; 9/4; 23/10; ; 12/5; 11/5; 11/5; 11/5; 11/5; 9/4; 47/20; 23/10; 12/5; 9/4; ; 11/5; 9/4; 12/5; 9/4; 11/5; ; ; ; ; 21/10; 21/10; 
Oviedo; 15/4; 10/3; 16/5; 16/5; 7/2; ; 7/2; 16/5; 18/5; 13/4; 13/4; 10/3; 7/2; 10/3; 10/3; 10/3; ; 7/2; 7/2; 15/4; 29/10; 18/5; ; ; ; ; 3; 3; 
