META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-20 14:26:57 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 29/20; 6/4; 6/4; 6/4; ; ; ; ; ; 6/4; 6/4; 6/4; ; ; ; ; ; 6/4; 167/100; ; ; ; 8/5; ; 6/4; ; 1/5; 7/5; 
Draw; 2; 15/8; 19/10; 2; ; ; ; ; ; 19/10; 2; 2; ; ; ; ; ; 19/10; 51/25; ; ; ; 2; ; 19/10; ; 1/4; 15/8; 
Osasuna; 21/10; 19/10; 19/10; 15/8; ; ; ; ; ; 19/10; 2; 15/8; ; ; ; ; ; 19/10; 21/10; ; ; ; 2; ; 19/10; ; 1/5; 13/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-20 18:27:16 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 28/17; 6/4; 6/4; ; ; ; 8/5; 33/20; 17/10; 8/5; ; 13/8; 13/8; ; 8/5; 8/5; 91/50; 17/11; 17/11; ; 17/10; 33/20; 28/17; ; 1; 6/4; 
Osasuna; 15/8; 9/5; 17/10; 15/8; 9/5; ; ; ; 19/10; 17/10; 15/8; 7/4; ; 7/4; 9/5; ; 19/10; 7/4; 48/25; 13/8; 24/13; ; 19/10; 15/8; 7/4; ; 11/10; 6/4; 
Draw; 2; 15/8; 19/10; 2; 37/20; ; ; ; 2; 19/10; 19/10; 2; ; 39/20; 2; ; 37/19; 19/10; 51/25; 39/19; 37/19; ; 2; 19/10; 37/19; ; 11/8; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-20 22:27:13 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 28/17; 6/4; 6/4; ; ; ; 8/5; 33/20; 13/8; 8/5; 13/8; 13/8; 13/8; ; 8/5; 8/5; 7/4; 17/11; 17/11; ; 17/10; 33/20; 28/17; ; 7/5; 6/4; 
Osasuna; 15/8; 7/4; 17/10; 15/8; 9/5; ; ; ; 19/10; 17/10; 15/8; 7/4; 17/10; 7/4; 9/5; ; 19/10; 9/5; 199/100; 13/8; 24/13; ; 19/10; 15/8; 24/13; ; 7/4; 6/4; 
Draw; 2; 15/8; 19/10; 2; 37/20; ; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; ; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 7/4; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-21 02:26:54 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 28/17; 6/4; 6/4; ; ; ; 8/5; 33/20; 13/8; 8/5; 13/8; 13/8; 13/8; ; 8/5; 8/5; 7/4; 17/11; 17/11; ; 17/10; 33/20; 28/17; ; 7/5; 6/4; 
Osasuna; 15/8; 7/4; 17/10; 15/8; 9/5; ; ; ; 19/10; 17/10; 15/8; 7/4; 17/10; 7/4; 9/5; ; 19/10; 9/5; 199/100; 13/8; 24/13; ; 19/10; 15/8; 24/13; ; 7/4; 6/4; 
Draw; 2; 15/8; 19/10; 2; 37/20; ; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; ; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 7/4; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-21 10:27:08 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 28/17; 6/4; 6/4; ; ; ; 8/5; 33/20; 13/8; 8/5; 13/8; 33/20; 13/8; ; 8/5; 8/5; 87/50; 17/11; 17/11; ; 17/10; 33/20; 28/17; ; 6/4; 6/4; 
Osasuna; 15/8; 7/4; 7/4; 15/8; 9/5; ; ; ; 19/10; 7/4; 15/8; 7/4; 17/10; 7/4; 9/5; ; 19/10; 24/13; 2; 13/8; 24/13; ; 15/8; 15/8; 24/13; ; 13/8; 8/5; 
Draw; 2; 15/8; 19/10; 2; 37/20; ; ; ; 2; 19/10; 2; 2; 2; 19/10; 2; ; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 7/4; 9/5; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-21 14:27:11 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 13/8; 6/4; 6/4; 13/8; ; ; 8/5; 13/8; 13/8; 8/5; 13/8; 13/8; 13/8; ; 8/5; 8/5; 87/50; 17/11; 17/11; ; 17/10; 33/20; 28/17; ; 6/4; 6/4; 
Osasuna; 15/8; 7/4; 7/4; 15/8; 9/5; 7/4; ; ; 19/10; 7/4; 15/8; 7/4; 7/4; 9/5; 9/5; ; 19/10; 24/13; 2; 13/8; 24/13; ; 19/10; 15/8; 24/13; ; 13/8; 13/8; 
Draw; 2; 19/10; 19/10; 2; 37/20; 19/10; ; ; 2; 19/10; 2; 2; 2; 19/10; 2; ; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 7/4; 9/5; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-21 18:27:15 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 13/8; 6/4; 6/4; 13/8; ; ; 8/5; 13/8; 13/8; 8/5; 13/8; 13/8; 13/8; ; 8/5; 8/5; 87/50; 17/11; 17/11; ; 17/10; 33/20; 28/17; ; 6/4; 7/5; 
Osasuna; 15/8; 9/5; 7/4; 15/8; 9/5; 7/4; ; ; 19/10; 7/4; 15/8; 7/4; 7/4; 9/5; 9/5; ; 19/10; 24/13; 2; 13/8; 24/13; ; 19/10; 15/8; 24/13; ; 13/8; 13/8; 
Draw; 2; 15/8; 19/10; 2; 37/20; 19/10; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; ; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 7/4; 9/5; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-21 22:26:57 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 6/4; 13/8; 17/11; 6/4; 6/4; 31/20; ; ; 8/5; 31/20; 13/8; 8/5; 13/8; 31/20; 13/8; ; 8/5; 8/5; 87/50; 17/11; 17/11; ; 8/5; 33/20; 8/5; ; 6/4; 7/5; 
Osasuna; 2; 9/5; 9/5; 15/8; 9/5; 15/8; ; ; 19/10; 9/5; 19/10; 7/4; 7/4; 37/20; 9/5; ; 19/10; 24/13; 2; 13/8; 24/13; ; 2; 15/8; 19/10; ; 7/4; 7/4; 
Draw; 2; 15/8; 19/10; 2; 37/20; 15/8; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; ; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 9/5; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-22 02:24:46 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 6/4; 13/8; 17/11; 6/4; 6/4; 31/20; ; ; 8/5; 31/20; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 8/5; 8/5; 87/50; 17/11; 17/11; ; 8/5; 33/20; 8/5; ; 6/4; 7/5; 
Osasuna; 2; 9/5; 9/5; 15/8; 9/5; 15/8; ; ; 19/10; 9/5; 19/10; 7/4; 7/4; 37/20; 9/5; 15/8; 19/10; 24/13; 2; 13/8; 24/13; ; 2; 15/8; 19/10; ; 7/4; 7/4; 
Draw; 2; 15/8; 19/10; 2; 37/20; 15/8; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; 19/10; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 9/5; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-22 10:25:18 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 6/4; 13/8; 17/11; 6/4; 6/4; 31/20; ; ; 8/5; 31/20; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 8/5; 8/5; 87/50; 17/11; 17/11; ; 8/5; 33/20; 8/5; ; 6/4; ; 
Osasuna; 2; 9/5; 9/5; 15/8; 9/5; 15/8; ; ; 19/10; 9/5; 19/10; 7/4; 7/4; 37/20; 9/5; 15/8; 19/10; 24/13; 2; 13/8; 24/13; ; 2; 15/8; 19/10; ; 7/4; ; 
Draw; 2; 19/10; 19/10; 2; 37/20; 15/8; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; 19/10; 37/19; 37/19; 41/20; 39/19; 37/19; ; 2; 19/10; 37/19; ; 9/5; ; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-22 14:25:24 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 6/4; 13/8; 17/11; 6/4; 6/4; 31/20; ; ; 8/5; 31/20; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 8/5; 8/5; 87/50; 17/11; 17/11; 6/4; 8/5; 33/20; 8/5; ; 6/4; 7/5; 
Osasuna; 2; 9/5; 9/5; 15/8; 9/5; 15/8; ; ; 19/10; 9/5; 19/10; 7/4; 7/4; 37/20; 9/5; 15/8; 19/10; 24/13; 2; 13/8; 24/13; 9/5; 2; 15/8; 19/10; ; 7/4; 7/4; 
Draw; 2; 19/10; 19/10; 2; 37/20; 15/8; ; ; 2; 19/10; 2; 2; 2; 39/20; 2; 19/10; 37/19; 37/19; 41/20; 39/19; 37/19; 9/5; 2; 19/10; 37/19; ; 9/5; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-22 18:25:17 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 6/4; 13/8; 17/11; 6/4; 6/4; 31/20; ; ; 8/5; 31/20; 8/5; 31/20; 13/8; 31/20; 8/5; 6/4; 8/5; 17/11; 43/25; 17/11; 17/11; 6/4; 8/5; 33/20; 8/5; ; 7/5; 7/5; 
Osasuna; 2; 9/5; 9/5; 15/8; 9/5; 15/8; ; ; 19/10; 9/5; 19/10; 15/8; 7/4; 15/8; 19/10; 15/8; 19/10; 24/13; 101/50; 13/8; 24/13; 9/5; 2; 15/8; 24/13; ; 7/4; 7/4; 
Draw; 2; 19/10; 19/10; 2; 37/20; 15/8; ; ; 2; 19/10; 2; 2; 2; 19/10; 19/10; 19/10; 37/19; 37/19; 41/20; 39/19; 37/19; 9/5; 2; 19/10; 2; ; 9/5; 15/8; 
META; spain/la-liga-segunda/lugo-v-osasuna; 2017-11-22 22:25:46 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Lugo; 6/4; 6/4; 17/11; 6/4; 6/4; 31/20; 6/4; ; 8/5; 31/20; 8/5; 31/20; 8/5; 31/20; 8/5; 6/4; 8/5; 8/5; 43/25; 17/11; 17/11; 6/4; 8/5; 33/20; 8/5; ; 7/5; 7/5; 
