META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-12 10:21:20 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Granada; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-12 14:21:38 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Granada; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-12 18:20:51 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Granada; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-12 22:18:16 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Granada; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-13 02:17:55 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100
Granada; 1/33
Reus Deportiu; 1/33
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-13 10:17:53 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 1/33; 4/5
Reus Deportiu; 7/2; 18/5; 7/2; 7/2; 57/17; 18/5; 10/3; 3; 7/2; 15/4; 10/3; 77/19; 33/10; 21/5; 41/10; 5/4; 21/5
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-17 10:29:03 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/5; 4/5; 5/6; 5/6; 22/25; 3/4; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 17/20; 5/6; 4/5; 5/6; 5/6; 11/13; 9/10; 5/6; 4/6; 8/11; 5/6; 4/5
Draw; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 21/10; 9/4; 43/20; 11/5; 21/10; 11/5; 21/10; 39/19; 23/10; 11/5; 2; 21/10; 21/10; 
Reus Deportiu; 4; 7/2; 7/2; 7/2; 81/20; 4; 7/2; 39/10; 7/2; 7/2; 4; 16/5; 17/5; 15/4; 15/4; 4; 19/5; 18/5; 77/19; 7/2; 13/5; 21/5; 21/5; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-17 14:19:06 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/5; 4/5; 5/6; 5/6; 22/25; 3/4; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 17/20; 5/6; 4/5; 5/6; 5/6; 11/13; 9/10; 5/6; 4/6; 5/6; 4/5
Draw; 11/5; 85/40; 11/5; 11/5; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 21/10; 11/5; 43/20; 11/5; 21/10; 11/5; 21/10; 39/19; 23/10; 11/5; 2; 21/10; 21/10
Reus Deportiu; 4; 15/4; 7/2; 7/2; 81/20; 4; 7/2; 39/10; 7/2; 7/2; 4; 10/3; 10/3; 15/4; 15/4; 4; 19/5; 18/5; 77/19; 7/2; 21/5; 21/5; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-17 18:18:15 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/5; 4/5; 5/6; 5/6; 22/25; 3/4; 4/5; 11/13; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 11/13; 5/6; 5/6; 4/6; 8/11; 5/6; 4/5
Draw; 11/5; 85/40; 11/5; 11/5; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 21/10; 23/10; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 39/19; 23/10; 11/5; 2; 21/10; 21/10; 
Reus Deportiu; 4; 15/4; 7/2; 7/2; 81/20; 4; 7/2; 39/10; 7/2; 7/2; 15/4; 10/3; 7/2; 15/4; 7/2; 4; 16/5; 19/5; 4; 77/19; 7/2; 11/4; 21/5; 21/5; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-17 22:18:13 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/5; 4/5; 4/5; 5/6; 43/50; 3/4; 4/5; 11/13; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 9/11; 11/13; 4/5; 5/6; 8/11; 4/6; 4/5; 5/6
Draw; 11/5; 85/40; 11/5; 11/5; 9/4; 9/4; 9/4; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 23/10; 21/10; 11/5; 39/19; 12/5; 23/10; 2; 21/10; 12/5; 11/5
Reus Deportiu; 4; 15/4; 18/5; 7/2; 41/10; 4; 7/2; 39/10; 18/5; 7/2; 15/4; 7/2; 15/4; 7/2; 15/4; 15/4; 4; 16/5; 19/5; 4; 19/5; 7/2; 11/4; 3; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-18 02:18:09 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/5; 4/5; 4/5; 5/6; 41/50; 3/4; 4/5; 11/13; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 9/11; 11/13; 4/5; 5/6; 4/5; 4/6; 4/5; 4/5
Draw; 11/5; 85/40; 11/5; 11/5; 66/25; 9/4; 9/4; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 23/10; 21/10; 11/5; 39/19; 12/5; 23/10; 2; 21/10; 12/5; 5/2
Reus Deportiu; 4; 15/4; 18/5; 7/2; 18/5; 4; 7/2; 39/10; 18/5; 7/2; 15/4; 7/2; 15/4; 7/2; 7/2; 15/4; 4; 16/5; 19/5; 4; 19/5; 7/2; 11/4; 3; 7/2
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-18 10:18:13 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 3/4; 3/4; 3/4; 5/6; 4/5; 3/4; 8/11; 11/13; 3/4; 8/11; 3/4; 4/5; 3/4; 3/4; 8/11; 14/19; 5/6; 7/9; 11/13; 3/4; 10/13; 8/11; 4/6; 8/11; 8/11
Draw; 23/10; 11/5; 11/5; 11/5; 59/25; 9/4; 9/4; 21/10; 11/5; 11/5; 21/10; 23/10; 9/4; 23/10; 11/5; 23/10; 11/5; 11/5; 39/19; 12/5; 23/10; 2; 11/5; 12/5; 23/10
Reus Deportiu; 17/4; 15/4; 15/4; 7/2; 43/10; 4; 39/10; 15/4; 4; 7/2; 19/5; 4; 17/4; 4; 17/5; 19/5; 22/5; 43/10; 7/2; 14/5; 3; 23/5; ; ; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-18 14:18:16 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 3/4; 3/4; 3/4; 5/6; 4/5; 3/4; 8/11; 11/13; 3/4; 8/11; 3/4; 4/5; 3/4; 3/4; 8/11; 14/19; 7/9; 7/9; 11/13; 3/4; 10/13; 8/11; 4/6; 8/11; 8/11
Draw; 23/10; 11/5; 11/5; 11/5; 59/25; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 11/5; 39/19; 12/5; 23/10; 2; 11/5; 12/5; 23/10
Reus Deportiu; 17/4; 15/4; 19/5; 7/2; 43/10; 4; 39/10; 19/5; 4; 7/2; 19/5; 4; 17/4; 4; 17/5; 19/5; 22/5; 43/10; 7/2; 14/5; 3; 23/5; ; ; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-18 18:18:22 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 3/4; 3/4; 4/5; 4/5; 5/6; 3/4; 8/11; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 7/9; 9/11; 3/4; 4/5; 4/5; 8/11; 8/11; 4/5; 8/11
Draw; 23/10; 11/5; 11/5; 9/4; 57/25; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 23/10; 9/4; 21/10; 21/10; 11/5; 11/5
Reus Deportiu; 17/4; 15/4; 18/5; 18/5; 85/20; 4; 43/10; 18/5; 4; 15/4; 10/3; 7/2; 15/4; 15/4; 54/13; 4; 41/13; 17/4; 4; 21/5; 7/2; 13/5; 22/5; 22/5; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-18 22:18:16 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 3/4; 3/4; 4/5; 4/5; 41/50; 3/4; 8/11; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 4/5; 4/5; 10/13; 7/9; 9/11; 3/4; 4/5; 10/13; 8/11; 8/11; 8/11; 8/11
Draw; 23/10; 11/5; 11/5; 9/4; 117/0; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; 23/10; 23/10; 11/5; 21/10; 23/10; 23/10
Reus Deportiu; 17/4; 15/4; 18/5; 18/5; 21/5; 4; 43/10; 18/5; 4; 15/4; 10/3; 7/2; 15/4; 15/4; 54/13; 4; 41/13; 17/4; 4; 54/13; 7/2; 13/5; 22/5; 22/5; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-19 02:18:07 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 3/4; 3/4; 5/6; 4/5; 41/50; 3/4; 4/5; 3/4; 5/6; 8/11; 4/5; 5/6; 5/6; 4/5; 4/5; 10/13; 7/9; 11/13; 3/4; 5/6; 10/13; 8/11; 8/11; 8/11; 8/11
Draw; 23/10; 11/5; 11/5; 9/4; 117/0; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 9/4; 11/5; 12/5; 23/10; 11/5; 21/10; 23/10; 23/10
Reus Deportiu; 17/4; 15/4; 7/2; 18/5; 21/5; 4; 7/2; 43/10; 7/2; 4; 15/4; 10/3; 7/2; 15/4; 15/4; 54/13; 4; 58/19; 17/4; 19/5; 54/13; 7/2; 13/5; 22/5; 4
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-19 10:18:13 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/6; 4/6; 4/6; 8/11; 71/00; 4/6; 4/6; 3/4; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 3/4; 7/10; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 12/5; 12/5; 12/5; 12/5; 66/25; 13/5; 12/5; 11/5; 12/5; 5/2; 13/5; 13/5; 12/5; 13/5; 5/2; 28/11; 12/5; 5/2; 11/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5
Reus Deportiu; 19/4; 4; 21/5; 19/5; 9/2; 4; 43/10; 21/5; 4; 15/4; 4; 17/4; 4; 49/11; 19/4; 19/5; 17/4; 22/5; 9/2; 22/5; 9/2; 23/5; 23/5; ; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-19 14:18:31 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/6; 4/6; 7/10; 8/11; 71/00; 4/6; 4/6; 3/4; 7/10; 8/11; 7/10; 7/10; 8/11; 4/6; 7/10; 9/13; 4/6; 13/18; 3/4; 7/10; 9/13; 4/6; 8/11; 4/6; 8/11
Draw; 12/5; 12/5; 12/5; 12/5; 66/25; 5/2; 12/5; 11/5; 12/5; 12/5; 12/5; 13/5; 12/5; 13/5; 12/5; 28/11; 13/5; 13/5; 11/5; 13/5; 28/11; 13/5; 13/5; 13/5; 13/5
Reus Deportiu; 19/4; 4; 19/5; 9/2; 4; 43/10; 4; 4; 7/2; 4; 17/4; 4; 74/17; 9/2; 39/11; 17/4; 22/5; 22/5; 22/5; 23/5; 23/5; 23/5; ; ; 
META; spain/la-liga-segunda/granada-v-reus-deportiu; 2018-05-19 18:18:14 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Granada; 4/6; 4/6; 4/6; 8/11; 69/00; 4/6; 4/6; 3/4; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; 4/6; 4/6; 4/6; 7/10; 3/4; 4/6; 4/6; 4/6; 8/11; 4/6; 8/11
Draw; 12/5; 12/5; 12/5; 12/5; 133/0; 5/2; 12/5; 11/5; 12/5; 12/5; 13/5; 13/5; 49/20; 13/5; 5/2; 28/11; 13/5; 13/5; 11/5; 27/10; 28/11; 13/5; 13/5; 13/5; 13/5
Reus Deportiu; 19/4; 4; 19/5; 93/20; 4; 43/10; 4; 9/2; 4; 15/4; 4; 17/4; 4; 49/11; 9/2; 62/17; 17/4; 22/5; 9/2; 9/2; 23/5; 24/5; 23/5; ; 
