META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-24 18:27:12 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 6/5; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; 6/5; ; ; 15/13; ; 6/5; 11/10; ; 6/5; ; 15/13; ; ; 10/9; 
Draw; 11/5; ; ; ; ; ; ; ; 11/5; ; ; 21/10; ; ; 23/10; ; ; 28/13; ; 23/10; 11/5; ; 23/10; ; 28/13; ; ; 2; 
FC Barcelona B; 12/5; ; ; ; ; ; ; ; 12/5; ; ; 11/5; ; ; 11/5; ; ; 9/4; ; 19/10; 12/5; ; 12/5; ; 23/10; ; ; 2; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-24 22:27:15 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 6/5; ; ; ; ; ; ; ; 11/10; ; ; 5/4; ; ; 6/5; ; ; 15/13; ; 6/5; 11/10; ; 6/5; ; 15/13; ; ; 10/9; 
Draw; 11/5; ; ; ; ; ; ; ; 11/5; ; ; 21/10; ; ; 23/10; ; ; 28/13; ; 23/10; 11/5; ; 23/10; ; 11/5; ; ; 2; 
FC Barcelona B; 12/5; ; ; ; ; ; ; ; 12/5; ; ; 11/5; ; ; 11/5; ; ; 9/4; ; 19/10; 12/5; ; 12/5; ; 23/10; ; ; 2; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-25 02:27:15 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 6/5; ; 6/5; ; ; ; ; ; 11/10; ; ; 6/5; ; ; 6/5; ; ; 15/13; ; 7/6; 11/10; ; 6/5; ; 6/5; ; ; ; 
Draw; 11/5; ; 21/10; ; ; ; ; ; 11/5; ; ; 21/10; ; ; 23/10; ; ; 28/13; ; 23/10; 11/5; ; 23/10; ; 28/13; ; ; ; 
FC Barcelona B; 12/5; ; 11/5; ; ; ; ; ; 12/5; ; ; 23/10; ; ; 11/5; ; ; 9/4; ; 37/19; 12/5; ; 12/5; ; 9/4; ; ; ; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-25 10:27:19 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 6/5; ; 6/5; ; ; ; ; ; 11/10; ; ; 6/5; ; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 11/10; ; 6/5; ; 15/13; ; ; 10/9; 
Draw; 11/5; ; 21/10; ; ; ; ; ; 11/5; ; ; 21/10; ; ; 23/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; ; 23/10; ; 11/5; ; ; 21/10; 
FC Barcelona B; 12/5; ; 11/5; ; ; ; ; ; 12/5; ; ; 23/10; ; ; 11/5; ; 9/4; 9/4; 9/4; 37/19; 12/5; ; 12/5; ; 9/4; ; ; 2; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-25 14:27:23 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 6/5; ; 6/5; ; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 11/10; ; 6/5; 23/20; 15/13; ; ; 10/9; 
Draw; 11/5; ; 21/10; ; ; ; ; ; 11/5; ; ; 21/10; ; ; 23/10; ; 11/5; 21/10; 11/5; 23/10; 11/5; ; 23/10; 11/5; 28/13; ; ; 21/10; 
FC Barcelona B; 12/5; ; 11/5; ; ; ; ; ; 12/5; ; ; 5/2; ; ; 11/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; ; 12/5; 12/5; 12/5; ; ; 2; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-25 18:27:16 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 23/20; ; 15/13; ; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 11/10; 6/5; 7/6; 11/10; ; 6/5; 23/20; 15/13; ; ; 10/9; 
Draw; 11/5; ; 11/5; ; ; ; ; ; 11/5; ; ; 11/5; ; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; ; 23/10; 9/4; 28/13; ; ; 21/10; 
FC Barcelona B; 5/2; ; 11/5; ; ; ; ; ; 12/5; ; ; 12/5; ; ; 12/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; ; 12/5; 47/20; 40/17; ; ; 19/10; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-25 22:27:19 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 23/20; ; 15/13; ; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 11/10; 6/5; 7/6; 11/10; ; 6/5; 23/20; 15/13; ; ; 10/9; 
Draw; 11/5; ; 11/5; ; ; ; ; ; 11/5; ; ; 11/5; ; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; ; 23/10; 9/4; 28/13; ; ; 21/10; 
FC Barcelona B; 5/2; ; 11/5; ; ; ; ; ; 12/5; ; ; 12/5; ; ; 12/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; ; 12/5; 47/20; 40/17; ; ; 19/10; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-26 02:27:23 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 23/20; ; 15/13; ; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 11/10; 6/5; 7/6; 11/10; ; 6/5; 23/20; 15/13; ; ; 10/9; 
Draw; 11/5; ; 11/5; ; ; ; ; ; 11/5; ; ; 11/5; ; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; ; 23/10; 9/4; 28/13; ; ; 21/10; 
FC Barcelona B; 5/2; ; 11/5; ; ; ; ; ; 12/5; ; ; 12/5; ; ; 12/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; ; 12/5; 47/20; 40/17; ; ; 19/10; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-26 10:27:44 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 23/20; ; 15/13; ; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 11/10; 6/5; 7/6; 11/10; ; 6/5; 23/20; 15/13; ; ; ; 
Draw; 11/5; ; 11/5; ; ; ; ; ; 11/5; ; ; 11/5; ; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; ; 23/10; 9/4; 28/13; ; ; ; 
FC Barcelona B; 5/2; ; 11/5; ; ; ; ; ; 12/5; ; ; 12/5; ; ; 12/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; ; 12/5; 47/20; 40/17; ; ; ; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-26 14:30:00 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 23/20; ; 15/13; 23/20; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 11/10; 6/5; 7/6; 11/10; ; 6/5; 23/20; 15/13; ; ; 10/9; 
Draw; 11/5; ; 11/5; 11/5; ; ; ; ; 11/5; ; ; 11/5; ; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; ; 23/10; 9/4; 28/13; ; ; 21/10; 
FC Barcelona B; 5/2; ; 11/5; 11/5; ; ; ; ; 12/5; ; ; 12/5; ; ; 12/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; ; 12/5; 47/20; 40/17; ; ; 19/10; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-26 18:27:18 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
Zaragoza; 23/20; ; 6/5; 23/20; ; ; ; ; 11/10; ; ; 11/10; ; ; 6/5; ; 6/5; 11/10; 6/5; 7/6; 11/10; 11/10; 6/5; 23/20; 15/13; ; ; 23/20; 
Draw; 11/5; ; 11/5; 11/5; ; ; ; ; 11/5; ; ; 11/5; ; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 11/5; 85/40; 23/10; 9/4; 28/13; ; ; 2; 
FC Barcelona B; 5/2; ; 11/5; 11/5; ; ; ; ; 12/5; ; ; 12/5; ; ; 12/5; ; 9/4; 40/17; 9/4; 37/19; 12/5; 11/5; 12/5; 47/20; 40/17; ; ; 19/10; 
META; spain/la-liga-segunda/zaragoza-v-fc-barcelona-b; 2017-12-26 22:26:26 GMT+2; 2018-01-06 19:30; Nothing; Xlenovo
