META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-15 10:18:31 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
Lugo; 1/50; 7/5
SD Huesca; 1/50; 7/4
Draw; 1/50; 11/5
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-15 14:19:07 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
Lugo; 1/50; 7/5
SD Huesca; 1/50; 7/4
Draw; 1/50; 11/5
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-15 18:19:07 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
Lugo; 1/50; 7/5
SD Huesca; 1/50; 7/4
Draw; 1/50; 11/5
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-15 22:18:46 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
SD Huesca; 21/20; 21/20; 21/20; 4/9; 7/4
Draw; 23/10; 23/10; 23/10; 5/6; 11/5
Lugo; 23/10; 12/5; 23/10; 5/6; 7/5
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-16 02:18:25 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
SD Huesca; 21/20; 21/20; 21/20; 4/9; 7/4
Draw; 23/10; 23/10; 23/10; 5/6; 11/5
Lugo; 23/10; 12/5; 23/10; 5/6; 7/5
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-16 10:18:37 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
SD Huesca; 21/20; 21/20; 21/20; 4/9; 7/4
Lugo; 23/10; 23/10; 23/10; 10/11; 7/5
Draw; 23/10; 12/5; 23/10; 10/11; 11/5
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-16 14:19:49 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
SD Huesca; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 19/20; 21/20; 11/10; 4/7; 1
Draw; 2; 2; 21/10; 2; 37/19; 2; 21/10; 10/11; 2; ; 
Lugo; 11/4; 11/4; 11/4; 14/5; 11/4; 16/5; 16/5; 27/10; 29/10; 1/4; 7/2
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-17 10:29:29 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
SD Huesca; 19/20; 10/11; 5/6; 103/100; 19/20; 20/21; 10/11; 1; 19/20; 10/11; 19/20; 19/20; 15/16; 21/20; 19/20; 4/6; 10/11; 1; ; 
Draw; 2; 9/4; 23/10; 57/25; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 21/10; 28/13; 21/10; 11/5; 23/10; 28/13; 11/8; 2; 11/5; 9/4
Lugo; 7/2; 14/5; 16/5; 31/10; 31/10; 3; 16/5; 13/5; 13/5; 3; 29/10; 13/4; 31/10; 29/10; 56/19; 1/16; 21/10; 3; ; 
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-17 14:19:43 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
SD Huesca; 19/20; 10/11; 5/6; 103/00; 19/20; 20/21; 10/11; 1; 19/20; 10/11; 19/20; 19/20; 15/16; 21/20; 19/20; 4/6; 1; ; 
Draw; 2; 9/4; 23/10; 57/25; 11/5; 11/5; 23/10; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 11/5; 23/10; 28/13; 11/8; 11/5; 9/4
Lugo; 7/2; 14/5; 16/5; 31/10; 31/10; 3; 13/5; 13/5; 3; 56/19; 13/4; 31/10; 29/10; 3; 1/16; 3; ; ; 
META; spain/la-liga-segunda/lugo-v-sd-huesca; 2018-05-17 18:18:39 GMT+3; 2018-05-21 20:00; Nothing; Xlenovo
