META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-07 02:25:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Draw; 2; 7/4; 17/10; 8/5; 189/100; 9/5; 7/4; 24/13; 17/10; 9/5; 17/10; 7/4; 17/10; 9/5; 7/4; 9/5; 9/5; 9/5; 7/4; 24/13; 13/8; 13/8; 9/5
Cadiz; 7/4; 9/5; 15/8; 2; 15/8; 7/4; 24/13; 15/8; 9/5; 15/8; 15/8; 19/10; 9/5; 9/5; 19/10; 9/5; 9/5; 2; 19/10; 7/4; 9/5; 19/10; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-11 22:24:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 33/20; 19/10; 9/5; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 13/8; 17/10; 13/8; 17/10; 17/10; 24/13; 11/7; 7/4; 7/4; 7/4; 13/8; 6/4; 7/4; 7/4
Draw; 2; 7/4; 17/10; 8/5; 191/100; 7/4; 7/4; 24/13; 17/10; 7/4; 17/10; 9/5; 17/10; 9/5; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 17/10; 13/8; 15/8; 15/8
Cadiz; 7/4; 15/8; 19/10; 9/5; 52/25; 19/10; 15/8; 24/13; 19/10; 15/8; 2; 15/8; 39/20; 2; 15/8; 37/19; 9/5; 20/11; 9/5; 21/10; 37/19; 19/10; 15/8; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-12 02:24:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 17/10; 33/20; 19/10; 9/5; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 13/8; 33/20; 13/8; 17/10; 17/10; 24/13; 11/7; 7/4; 7/4; 17/10; 13/8; 7/4; 7/4
Draw; 2; 17/10; 17/10; 8/5; 191/100; 7/4; 7/4; 24/13; 17/10; 7/4; 8/5; 9/5; 17/10; 9/5; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 13/8; 15/8; 15/8
Cadiz; 7/4; 15/8; 19/10; 9/5; 52/25; 19/10; 15/8; 24/13; 19/10; 15/8; 21/10; 15/8; 39/20; 2; 15/8; 37/19; 9/5; 20/11; 9/5; 21/10; 37/19; 7/4; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-12 10:24:32 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 33/20; 19/10; 9/5; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 13/8; 33/20; 13/8; 17/10; 17/10; 7/4; 11/7; 7/4; 7/4; 17/10; 13/8; 6/4; 7/4; 7/4
Draw; 2; 7/4; 17/10; 8/5; 191/100; 7/4; 7/4; 24/13; 17/10; 7/4; 17/10; 9/5; 17/10; 9/5; 7/4; 24/13; 9/5; 29/16; 9/5; 7/4; 24/13; 13/8; 13/8; 15/8; 15/8
Cadiz; 7/4; 15/8; 19/10; 9/5; 52/25; 19/10; 15/8; 24/13; 19/10; 15/8; 2; 15/8; 39/20; 2; 15/8; 37/19; 19/10; 20/11; 9/5; 21/10; 37/19; 7/4; 15/8; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-12 14:24:52 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 33/20; 19/10; 9/5; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 13/8; 33/20; 13/8; 17/10; 17/10; 7/4; 11/7; 7/4; 7/4; 17/10; 13/8; 6/4; 7/4; 7/4
Draw; 2; 7/4; 17/10; 8/5; 191/100; 7/4; 7/4; 24/13; 17/10; 7/4; 17/10; 9/5; 17/10; 9/5; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 13/8; 13/8; 15/8; 15/8
Cadiz; 7/4; 15/8; 19/10; 9/5; 52/25; 19/10; 15/8; 24/13; 19/10; 15/8; 2; 15/8; 39/20; 2; 15/8; 37/19; 19/10; 20/11; 9/5; 21/10; 37/19; 7/4; 15/8; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-12 18:24:51 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 33/20; 19/10; 9/5; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 13/8; 33/20; 13/8; 17/10; 17/10; 7/4; 11/7; 7/4; 7/4; 17/10; 13/8; 6/4; 7/4; 7/4
Draw; 2; 7/4; 17/10; 8/5; 191/100; 7/4; 7/4; 24/13; 17/10; 7/4; 17/10; 9/5; 17/10; 9/5; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 13/8; 13/8; 15/8; 15/8
Cadiz; 7/4; 15/8; 19/10; 9/5; 52/25; 19/10; 15/8; 24/13; 19/10; 15/8; 2; 15/8; 39/20; 2; 15/8; 37/19; 19/10; 20/11; 9/5; 21/10; 37/19; 9/5; 15/8; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-12 22:24:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 13/8; 13/8; 177/100; 13/8; 13/8; 9/5; 13/8; 13/8; 17/10; 8/5; 13/8; 13/8; 17/10; 17/10; 7/4; 32/21; 7/4; 7/4; 17/10; 6/4; 6/4; 7/4; 7/4
Draw; 2; 7/4; 17/10; 13/8; 48/25; 9/5; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 17/10; 9/5; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 13/8; 13/8; 15/8; 15/8
Cadiz; 7/4; 19/10; 2; 21/10; 21/10; 2; 15/8; 24/13; 2; 19/10; 2; 2; 19/10; 37/19; 19/10; 15/8; 9/5; 85/40; 2; 19/10; 15/8; 2; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-13 02:24:04 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 13/8; 13/8; 177/100; 13/8; 13/8; 9/5; 13/8; 13/8; 17/10; 8/5; 13/8; 8/5; 17/10; 17/10; 7/4; 32/21; 7/4; 7/4; 17/10; 6/4; 7/4; 7/4
Draw; 2; 7/4; 17/10; 13/8; 48/25; 9/5; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 17/10; 13/8; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 13/8; 15/8; 15/8
Cadiz; 7/4; 19/10; 2; 21/10; 21/10; 2; 15/8; 24/13; 2; 19/10; 2; 2; 9/5; 19/10; 37/19; 19/10; 15/8; 9/5; 85/40; 2; 19/10; 2; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-13 10:24:05 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 13/8; 13/8; 13/8; 177/100; 13/8; 13/8; 9/5; 13/8; 13/8; 17/10; 8/5; 13/8; 8/5; 17/10; 17/10; 7/4; 32/21; 7/4; 7/4; 17/10; 6/4; 7/4
Draw; 2; 7/4; 17/10; 13/8; 48/25; 9/5; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 17/10; 13/8; 7/4; 9/5; 9/5; 29/16; 9/5; 7/4; 24/13; 17/10; 15/8
Cadiz; 7/4; 19/10; 2; 21/10; 21/10; 2; 15/8; 24/13; 2; 19/10; 2; 2; 9/5; 19/10; 37/19; 37/19; 15/8; 9/5; 85/40; 2; 19/10; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-13 14:24:50 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 8/5; 6/4; 8/5; 13/8; 167/100; 13/8; 6/4; 9/5; 8/5; 8/5; 8/5; 6/4; 8/5; 7/5; 6/4; 8/5; 7/4; 6/4; 7/4; 17/10; 28/17; 6/4; 6/4; 13/8; 13/8
Draw; 2; 7/4; 17/10; 13/8; 39/20; 9/5; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 17/10; 17/10; 9/5; 24/13; 9/5; 29/16; 9/5; 7/4; 19/10; 17/10; 13/8; 19/10; 19/10
Cadiz; 15/8; 2; 21/10; 11/5; 2; 24/13; 2; 21/10; 2; 41/20; 2; 2; 37/19; 19/10; 9/5; 11/5; 2; 19/10; 19/10; 21/10; 21/10; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-13 18:24:55 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 8/5; 6/4; 31/20; 13/8; 167/100; 8/5; 6/4; 8/5; 31/20; 8/5; 8/5; 6/4; 31/20; 7/5; 6/4; 17/11; 7/4; 6/4; 17/11; 17/10; 8/5; 6/4; 7/5; 13/8; 13/8
Draw; 2; 9/5; 17/10; 13/8; 39/20; 15/8; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 17/10; 17/10; 9/5; 24/13; 9/5; 29/16; 9/5; 7/4; 19/10; 7/4; 13/8; 19/10; 19/10
Cadiz; 15/8; 2; 21/10; 11/5; 2; 21/10; 2; 21/10; 2; 41/20; 2; 39/19; 37/19; 19/10; 39/19; 11/5; 39/19; 19/10; 2; 21/10; 21/10; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-13 22:24:37 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 8/5; 6/4; 31/20; 13/8; 163/100; 8/5; 6/4; 8/5; 31/20; 8/5; 8/5; 6/4; 31/20; 7/5; 6/4; 17/11; 6/4; 6/4; 17/11; 17/10; 17/11; 6/4; 7/5; 8/5; 8/5
Draw; 2; 7/4; 17/10; 13/8; 39/20; 15/8; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 7/4; 17/10; 9/5; 24/13; 9/5; 29/16; 9/5; 7/4; 24/13; 7/4; 13/8; 19/10; 19/10
Cadiz; 15/8; 2; 21/10; 113/50; 2; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 23/10; 19/10; 39/19; 11/5; 21/10; 2; 11/5; 11/5; ; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-14 02:24:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 8/5; 6/4; 8/5; 13/8; 33/20; 8/5; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 13/8; 7/5; 6/4; 17/11; 6/4; 6/4; 17/11; 17/10; 8/5; 6/4; 8/5; 8/5
Draw; 2; 7/4; 17/10; 13/8; 97/50; 15/8; 7/4; 24/13; 17/10; 9/5; 17/10; 9/5; 7/4; 17/10; 9/5; 24/13; 9/5; 29/16; 9/5; 9/5; 24/13; 7/4; 19/10; 19/10
Cadiz; 15/8; 2; 21/10; 56/25; 2; 21/10; 2; 21/10; 2; 2; 21/10; 23/10; 19/10; 39/19; 85/40; 21/10; 2; 11/5; 11/5; ; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-14 10:24:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 8/5; 6/4; 31/20; 13/8; 79/50; 8/5; 6/4; 8/5; 31/20; 6/4; 31/20; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 23/15; 17/11; 13/8; 17/11; 13/8; 7/5; 13/8
Draw; 2; 7/4; 17/10; 13/8; 39/20; 15/8; 7/4; 24/13; 17/10; 9/5; 7/4; 9/5; 7/4; 17/10; 9/5; 24/13; 9/5; 24/13; 9/5; 9/5; 24/13; 7/4; 13/8; 9/5
Cadiz; 15/8; 21/10; 21/10; 21/10; 117/50; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 28/13; 23/10; 133/67; 39/19; 11/5; 28/13; 11/5; 2; 9/4; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-14 14:25:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Reus Deportiu; 6/4; 13/8; 13/8; 13/8; 91/50; 13/8; 13/8; 8/5; 13/8; 8/5; 31/20; 8/5; 13/8; 6/4; 8/5; 28/17; 8/5; 14/9; 17/11; 17/10; 28/17; 7/4; 7/4; 7/4; 9/5
Draw; 9/5; 17/10; 13/8; 9/5; 9/5; 13/8; 24/13; 17/10; 7/4; 7/4; 9/5; 17/10; 8/5; 17/10; 7/4; 9/5; 15/8; 9/5; 9/5; 7/4; 7/4; 9/5; 7/4; 9/5; 
Cadiz; 11/5; 2; 21/10; 109/50; 21/10; 2; 21/10; 2; 21/10; 2; 2; 21/10; 21/10; 21/10; 27/14; 39/19; 85/40; 21/10; 2; 21/10; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-cadiz; 2018-04-14 18:23:52 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Reus Deportiu; 2/9; 1/5; 2/7; 2/7; 3/13; 1/4; 2/7; 1/4; 2/9; 2/9; 3/11; 1/5; 3/14; 3/11; 1/4; 
Draw; 15/4; 4; 10/3; 79/20; 18/5; 7/2; 16/5; 7/2; 7/2; 7/2; 17/5; 18/5; 75/19; 38/11; 7/2; 7/2
Cadiz; 22; 22; 16; 14; 18; 18; 14; 14; 16; 22; 29/2; 18; 35/2; 59/4; 20; 93/5
