META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-03 14:25:25 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 13/10; 1
Draw; 15/8; 7/5
SD Huesca; 9/4; 1/4
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-03 18:25:31 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 21/20; 11/10; 23/20; 23/20; 123/100; 11/10; 15/13; 23/20; 11/10; 23/20; 6/5; 11/10; 11/10; 15/13; 22/19; 8/7; 6/5; 23/20; 11/10; 1; 6/5
Draw; 2; 21/10; 21/10; 21/10; 107/50; 11/5; 21/10; 21/10; 21/10; 11/5; 19/10; 21/10; 37/19; 2; 9/4; 39/19; 9/4; 11/5; 2; 19/10; 2
SD Huesca; 31/10; 12/5; 23/10; 23/10; 143/50; 5/2; 13/5; 23/10; 13/5; 23/10; 11/4; 5/2; 13/5; 27/10; 39/19; 28/11; 5/2; 49/20; 45/17; 9/4; 14/5
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-03 22:25:28 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 11/10; 6/5; 23/20; 32/25; 11/10; 6/5; 15/13; 6/5; 23/20; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 22/19; 8/7; 6/5; 6/5; 6/5; 1; 6/5
Draw; 2; 21/10; 21/10; 21/10; 85/40; 11/5; 2; 21/10; 21/10; 2; 11/5; 11/5; 19/10; 2; 2; 9/4; 39/19; 23/10; 11/5; 39/19; 19/10; 2; 
SD Huesca; 14/5; 12/5; 9/4; 23/10; 137/50; 5/2; 12/5; 13/5; 9/4; 5/2; 23/10; 9/4; 11/4; 5/2; 28/11; 27/10; 39/19; 28/11; 12/5; 47/20; 28/11; 9/4; 27/10
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-04 02:24:52 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 32/25; 11/10; 6/5; 15/13; 6/5; 23/20; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 22/19; 8/7; 6/5; 6/5; 6/5; 1; 6/5
Draw; 2; 21/10; 21/10; 85/40; 11/5; 2; 21/10; 21/10; 2; 11/5; 21/10; 19/10; 2; 2; 9/4; 39/19; 23/10; 11/5; 39/19; 19/10; 2; ; 
SD Huesca; 14/5; 12/5; 9/4; 23/10; 137/50; 5/2; 12/5; 13/5; 9/4; 5/2; 23/10; 9/4; 11/4; 5/2; 28/11; 27/10; 39/19; 28/11; 12/5; 47/20; 28/11; 9/4; 27/10
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-04 10:24:58 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 32/25; 11/10; 6/5; 15/13; 6/5; 23/20; 23/20; 6/5; 6/5; 11/10; 6/5; 15/13; 22/19; 8/7; 6/5; 6/5; 6/5; 1; 6/5
Draw; 2; 21/10; 21/10; 85/40; 11/5; 2; 21/10; 21/10; 2; 11/5; 21/10; 21/10; 2; 2; 9/4; 39/19; 23/10; 11/5; 39/19; 19/10; 2; ; 
SD Huesca; 14/5; 12/5; 9/4; 23/10; 137/50; 5/2; 12/5; 13/5; 9/4; 5/2; 23/10; 9/4; 14/5; 5/2; 5/2; 27/10; 39/19; 28/11; 12/5; 47/20; 28/11; 9/4; 27/10
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-04 14:25:06 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 129/100; 11/10; 6/5; 15/13; 6/5; 23/20; 23/20; 6/5; 5/4; 11/10; 6/5; 15/13; 22/19; 8/7; 6/5; 6/5; 6/5; 1; 6/5; 6/5
Draw; 2; 21/10; 21/10; 21/10; 107/50; 11/5; 2; 21/10; 21/10; 2; 11/5; 11/5; 21/10; 2; 2; 9/4; 39/19; 23/10; 11/5; 39/19; 19/10; 2; ; 
SD Huesca; 14/5; 23/10; 11/5; 23/10; 27/10; 5/2; 12/5; 13/5; 11/5; 5/2; 23/10; 11/5; 13/5; 5/2; 5/2; 27/10; 39/19; 28/11; 12/5; 47/20; 5/2; 9/4; 2; 13/5
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-04 18:25:10 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 129/100; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 11/10; 6/5; 15/13; 22/19; 6/5; 6/5; 6/5; 6/5; 1; 6/5; 6/5
Draw; 2; 21/10; 21/10; 107/50; 11/5; 2; 21/10; 21/10; 2; 11/5; 21/10; 43/20; 21/10; 2; 2; 9/4; 39/19; 23/10; 11/5; 39/19; 19/10; 2; ; ; 
SD Huesca; 14/5; 12/5; 11/5; 23/10; 27/10; 5/2; 12/5; 27/11; 11/5; 5/2; 23/10; 9/4; 9/4; 13/5; 5/2; 27/11; 27/10; 39/19; 27/11; 12/5; 47/20; 5/2; 9/4; 2; 13/5
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-04 22:25:09 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 13/10; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 11/10; 6/5; 15/13; 22/19; 6/5; 6/5; 6/5; 5/4; 1; 6/5; 5/4; 5/4
Draw; 2; 21/10; 21/10; 43/20; 11/5; 2; 21/10; 21/10; 2; 11/5; 21/10; 43/20; 21/10; 2; 39/19; 2; 9/4; 39/19; 23/10; 11/5; 39/19; 19/10; 2; 2; ; 
SD Huesca; 14/5; 12/5; 11/5; 23/10; 133/50; 5/2; 12/5; 27/11; 11/5; 5/2; 23/10; 9/4; 9/4; 13/5; 5/2; 5/2; 27/10; 39/19; 27/11; 12/5; 47/20; 28/11; 9/4; 2; 13/5; 13/5
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-05 02:25:09 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 131/100; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 11/10; 6/5; 15/13; 22/19; 6/5; 6/5; 6/5; 5/4; 1; 6/5; 5/4; 5/4
Draw; 2; 21/10; 21/10; 85/40; 11/5; 2; 21/10; 21/10; 2; 11/5; 21/10; 43/20; 21/10; 2; 39/19; 2; 11/5; 39/19; 23/10; 11/5; 39/19; 19/10; 2; 2; ; 
SD Huesca; 14/5; 12/5; 11/5; 23/10; 67/25; 5/2; 12/5; 27/11; 11/5; 5/2; 23/10; 9/4; 9/4; 13/5; 5/2; 5/2; 27/10; 39/19; 27/11; 12/5; 47/20; 28/11; 9/4; 2; 13/5; 13/5
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-05 10:25:02 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 23/20; 6/5; 23/20; 131/100; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 11/10; 6/5; 15/13; 22/19; 6/5; 6/5; 5/4; 1; 6/5; 5/4; 6/5
Draw; 2; 21/10; 21/10; 85/40; 11/5; 2; 21/10; 21/10; 2; 11/5; 21/10; 43/20; 21/10; 2; 39/19; 2; 11/5; 39/19; 23/10; 39/19; 19/10; 2; 2; ; 
SD Huesca; 14/5; 12/5; 11/5; 23/10; 67/25; 5/2; 12/5; 27/11; 11/5; 5/2; 23/10; 9/4; 9/4; 13/5; 5/2; 5/2; 27/10; 39/19; 27/11; 12/5; 28/11; 9/4; 2; 13/5; 13/5
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-05 14:25:13 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 23/20; 6/5; 6/5; 23/20; 67/50; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4; 11/8; 6/5; 5/4; 15/13; 22/19; 6/5; 5/4; 5/4; 11/10; 6/5; 13/10; 5/4
Draw; 2; 21/10; 21/10; 21/10; 11/5; 2; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 2; 9/4; 39/19; 23/10; 39/19; 19/10; 2; 2; ; ; ; 
SD Huesca; 14/5; 23/10; 21/10; 23/10; 66/25; 12/5; 12/5; 27/11; 21/10; 12/5; 23/10; 11/5; 43/20; 5/2; 12/5; 5/2; 27/10; 39/19; 27/11; 23/10; 5/2; 21/10; 2; 13/5; 5/2
META; spain/la-liga-segunda/zaragoza-v-sd-huesca; 2018-04-05 18:25:20 GMT+3; 2018-04-07 17:00; Nothing; Xlenovo
Zaragoza; 5/4; 5/4; 6/5; 23/20; 11/8; 5/4; 5/4; 6/5; 5/4; 5/4; 13/10; 13/10; 13/10; 11/8; 5/4; 13/10; 15/13; 9/7; 6/5; 11/8; 13/10; 23/20; 6/5; 27/20; 11/8
Draw; 2; 21/10; 21/10; 85/40; 2; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 2; 2; 11/5; 39/19; 11/5; 39/19; 9/5; 2; 2; ; ; ; ; 
