META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-11 02:22:24 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-11 10:22:38 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 67/50; ; ; ; ; ; ; ; 8/15; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-11 14:23:20 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 67/50; ; ; ; ; ; ; ; 4/7; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-11 18:23:34 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; 13/8; 6/4; 17/11; ; 6/4; 6/4; ; ; ; 31/20; 6/4; 8/5; ; ; 13/8; ; 6/4; 17/11; 6/4; 52/35; ; 7/5; 6/4; 6/4; 17/11; ; 10/9; 7/5; 
Draw; 2; 19/10; 2; ; 2; 2; ; ; ; ; 21/10; 2; ; ; 2; ; 2; 37/19; 21/10; 21/10; ; ; 21/10; 2; 2; ; 17/10; 9/5; 
Gimnastic; 15/8; 15/8; 7/4; ; 37/19; 15/8; ; ; ; 7/4; 2; 7/4; ; ; 9/5; ; 37/19; 9/5; 23/10; 48/29; ; 15/8; 19/10; 2; 24/13; ; 7/5; 13/8; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-11 22:23:56 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; 13/8; 6/4; 6/4; ; 6/4; 6/4; ; ; 17/11; 6/4; 6/4; 31/20; ; 31/20; 6/4; ; 6/4; 17/11; 169/100; 52/35; ; 6/4; 6/4; 31/20; 17/11; ; 20/21; 7/5; 
Gimnastic; 15/8; 9/5; 9/5; ; 37/19; 15/8; ; ; 24/13; 9/5; 19/10; 9/5; ; 9/5; 15/8; ; 37/19; 24/13; 197/100; 48/29; ; 7/4; 2; 9/5; 24/13; ; 23/20; 17/10; 
Draw; 2; 2; 2; ; 2; 2; ; ; ; ; 21/10; 2; ; ; 21/10; ; 2; 2; 43/20; 21/10; ; 2; 21/10; 21/10; 39/19; ; 5/4; 19/10; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-12 02:23:41 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; ; 17/11; 6/4; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 8/5; 52/35; ; 7/5; 6/4; 6/4; 6/4; ; 27/20; 7/5; 
Gimnastic; 19/10; 15/8; 9/5; ; 37/19; 15/8; ; ; 24/13; 9/5; 19/10; 9/5; 15/8; 9/5; 15/8; ; 37/19; 19/10; 52/25; 48/29; ; 9/5; 2; 15/8; 19/10; ; 9/5; 17/10; 
Draw; 2; 19/10; 2; ; 2; 2; ; ; ; ; 21/10; 21/10; ; ; 21/10; ; 2; 2; 54/25; 21/10; ; 2; 21/10; 21/10; 39/19; ; 9/5; 19/10; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-12 10:24:08 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; 8/5; 29/20; 6/4; ; 6/4; 6/4; ; ; 17/11; 6/4; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 8/5; 52/35; ; 7/5; 6/4; 6/4; 6/4; ; 1; 7/5; 
Gimnastic; 19/10; 15/8; 9/5; ; 37/19; 15/8; ; ; 24/13; 9/5; 2; 19/10; 15/8; 9/5; 15/8; ; 37/19; 19/10; 52/25; 48/29; ; 9/5; 2; 15/8; 19/10; ; 8/5; 17/10; 
Draw; 2; 2; 2; ; 2; 2; ; ; ; ; 21/10; 19/10; ; ; 21/10; ; 2; 2; 54/25; 21/10; ; 2; 21/10; 21/10; 39/19; ; 13/8; 19/10; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-12 14:25:15 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Leonesa; 8/5; 29/20; 16/11; 6/4; 6/4; 6/4; ; ; 17/11; 29/20; 6/4; 29/20; ; 29/20; 7/5; ; 6/4; 16/11; 31/20; 17/12; ; 7/5; 6/4; 29/20; 16/11; ; 1; 13/10; 
Gimnastic; 19/10; 15/8; 28/15; 9/5; 37/19; 15/8; ; ; 24/13; 15/8; 2; 19/10; 15/8; 19/10; 2; ; 37/19; 37/19; 107/50; 19/11; ; 9/5; 21/10; 39/20; 37/19; ; 8/5; 9/5; 
Draw; 2; 2; 2; 2; 2; 2; ; ; ; ; 21/10; 2; 21/10; ; 21/10; ; 2; 39/19; 109/50; 21/10; ; 2; 21/10; 21/10; 39/19; ; 13/8; 19/10; 
META; spain/la-liga-segunda/leonesa-v-gimnastic; 2017-12-12 18:26:26 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
