META; spain/la-liga-segunda/cordoba-v-leonesa; 2017-11-20 14:26:55 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Cordoba; 17/20; 19/20; 19/20; 1; ; ; ; ; ; 20/23; 10/11; 20/23; ; ; ; ; ; 13/15; 19/20; ; ; ; 20/21; ; 13/15; ; 1/16; 10/11; 
Draw; 23/10; 85/40; 11/5; 23/10; ; ; ; ; ; 9/4; 23/10; 23/10; ; ; ; ; ; 11/5; 121/50; ; ; ; 23/10; ; 9/4; ; 1/4; 21/10; 
Leonesa; 7/2; 14/5; 29/10; 13/5; ; ; ; ; ; 3; 10/3; 16/5; ; ; ; ; ; 16/5; 71/20; ; ; ; 16/5; ; 13/4; ; 1/10; 13/5; 
META; spain/la-liga-segunda/cordoba-v-leonesa; 2017-11-20 18:27:13 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Cordoba; 17/20; 10/11; 10/11; 1; 7/8; ; ; ; 19/20; 10/11; 10/11; 10/11; ; ; 10/11; ; 10/11; 13/15; 20/21; 13/15; 15/16; ; 9/10; 9/10; 13/15; ; 4/7; 9/10; 
Draw; 23/10; 9/4; 23/10; 23/10; 11/5; ; ; ; 11/5; 23/10; 12/5; 23/10; ; ; 12/5; ; 23/10; 9/4; 63/25; 40/17; 28/13; ; 12/5; 12/5; 23/10; ; 9/5; 21/10; 
Leonesa; 7/2; 3; 14/5; 13/5; 29/10; ; ; ; 16/5; 14/5; 3; 3; ; ; 3; ; 31/10; 58/19; 67/20; 11/4; 31/10; ; 10/3; 3; 31/10; ; 11/5; 5/2; 
META; spain/la-liga-segunda/cordoba-v-leonesa; 2017-11-20 22:27:11 GMT+2; 2017-11-26 17:00; Nothing; Xlenovo
Cordoba; 17/20; 10/11; 10/11; 1; 7/8; ; ; ; 19/20; 10/11; 10/11; 10/11; 10/11; ; 10/11; ; 10/11; 13/15; 20/21; 13/15; 15/16; ; 9/10; 9/10; 10/11; ; 5/6; 9/10; 
Draw; 23/10; 11/5; 23/10; 23/10; 11/5; ; ; ; 11/5; 23/10; 12/5; 23/10; 23/10; ; 12/5; ; 23/10; 23/10; 63/25; 40/17; 28/13; ; 12/5; 12/5; 40/17; ; 2; 21/10; 
Leonesa; 7/2; 3; 14/5; 13/5; 29/10; ; ; ; 16/5; 14/5; 3; 3; 14/5; ; 3; ; 31/10; 31/10; 67/20; 11/4; 31/10; ; 10/3; 3; 41/13; ; 11/4; 5/2; 
