META; spain/la-liga-segunda/granada-v-albacete; 2017-08-11 22:23:55 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 3/4; ; ; ; ; 4/6; 5/6; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; ; ; 4/6; ; 8/11; ; ; ; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-12 18:24:17 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 4/6; 4/5; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; 17/20; 11/14; 4/6; ; 8/11; ; ; ; ; 
Draw; 23/10; ; ; ; ; 11/5; 13/5; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; ; 12/5; ; ; ; ; 
Albacete; 15/4; ; ; ; ; 4; 18/5; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 17/5; 4; 56/19; 19/5; ; 3; ; ; ; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-12 22:24:46 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 4/6; 4/5; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; 17/20; 11/14; 4/6; ; 8/11; ; ; ; ; 
Draw; 23/10; ; ; ; ; 11/5; 5/2; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; ; 12/5; ; ; ; ; 
Albacete; 15/4; ; ; ; ; 4; 15/4; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 17/5; 4; 56/19; 19/5; ; 3; ; ; ; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-13 02:23:58 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 4/6; 4/5; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; 17/20; 11/14; 4/6; ; 8/11; ; ; 1/50; ; 
Draw; 23/10; ; ; ; ; 11/5; 5/2; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; ; 12/5; ; ; 1/50; ; 
Albacete; 15/4; ; ; ; ; 4; 15/4; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 17/5; 4; 56/19; 19/5; ; 3; ; ; 1/50; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-13 10:24:01 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 3/4; 5/6; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; 17/20; 11/14; 4/6; ; 8/11; ; ; 1/50; ; 
Draw; 23/10; ; ; ; ; 5/2; 12/5; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; ; 12/5; ; ; 1/100; ; 
Albacete; 15/4; ; ; ; ; 3; 15/4; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 17/5; 4; 56/19; 19/5; ; 3; ; ; 1/50; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-13 14:25:06 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 4/6; 5/6; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; 17/20; 11/14; 4/6; ; 8/11; ; ; 8/15; ; 
Draw; 23/10; ; ; ; ; 11/5; 12/5; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 27/11; 5/2; 5/2; 5/2; ; 12/5; ; ; 21/10; ; 
Albacete; 15/4; ; ; ; ; 4; 15/4; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 57/17; 4; 56/19; 19/5; ; 3; ; ; 5/2; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-13 18:24:42 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 4/6; 5/6; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 10/13; 17/20; 11/14; 4/6; ; 8/11; ; ; 8/15; ; 
Draw; 23/10; ; ; ; ; 11/5; 12/5; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 27/11; 5/2; 5/2; 5/2; ; 12/5; ; ; 21/10; ; 
Albacete; 15/4; ; ; ; ; 4; 15/4; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 57/17; 4; 56/19; 19/5; ; 3; ; ; 13/5; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-13 22:24:29 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; ; ; 4/6; 5/6; ; 4/6; ; ; ; 4/5; ; ; ; 7/10; 4/6; 14/19; 17/20; 11/14; 4/6; ; 8/11; ; ; 8/15; ; 
Draw; 23/10; ; ; ; ; 11/5; 12/5; ; 5/2; ; ; ; 51/20; ; ; ; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; ; 12/5; ; ; 6/4; ; 
Albacete; 15/4; ; ; ; ; 4; 15/4; ; 39/10; ; ; ; 10/3; ; ; ; 17/4; 7/2; 7/2; 4; 56/19; 19/5; ; 3; ; ; 19/10; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-14 02:24:10 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; 5/6; 4/5; 3/4; 4/5; ; 4/6; 4/5; ; 4/5; 4/5; ; ; ; 7/10; 4/6; 14/19; 17/20; 11/14; 4/6; ; 8/11; ; ; 8/11; ; 
Draw; 23/10; ; ; 12/5; 5/2; 5/2; 5/2; ; 5/2; 12/5; ; 12/5; 51/20; ; ; ; 23/10; 5/2; 27/11; 5/2; 5/2; 5/2; ; 12/5; ; ; 23/10; ; 
Albacete; 15/4; ; ; 10/3; 7/2; 3; 15/4; ; 39/10; 16/5; ; 10/3; 10/3; ; ; ; 17/4; 7/2; 7/2; 4; 56/19; 19/5; ; 3; ; ; 3; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-14 10:24:08 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; ; ; 5/6; 4/5; 4/6; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; ; ; 7/10; 13/18; 10/13; 17/20; 11/14; 13/18; ; 8/11; ; ; 8/11; ; 
Draw; 23/10; ; ; 12/5; 5/2; 11/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; ; ; 23/10; 27/11; 12/5; 5/2; 5/2; 27/11; ; 12/5; ; ; 9/4; ; 
Albacete; 15/4; ; ; 10/3; 7/2; 4; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; ; ; 17/4; 18/5; 57/17; 4; 56/19; 18/5; ; 3; ; ; 3; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-14 14:24:49 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; ; 5/6; 4/5; 4/6; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 10/13; 17/20; 11/14; 13/18; ; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; ; 12/5; 5/2; 11/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 23/10; 27/11; 12/5; 5/2; 5/2; 27/11; ; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; ; 10/3; 7/2; 4; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 17/4; 18/5; 57/17; 4; 56/19; 18/5; ; 3; ; ; 3; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-14 18:24:51 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; ; 5/6; 4/5; 4/6; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 10/13; 17/20; 11/14; 13/18; ; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; ; 12/5; 5/2; 11/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 23/10; 27/11; 12/5; 5/2; 5/2; 27/11; ; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; ; 10/3; 7/2; 4; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 17/4; 18/5; 57/17; 4; 56/19; 18/5; ; 3; ; ; 3; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-14 22:24:59 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 4/6; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 10/13; 17/20; 11/14; 13/18; ; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 11/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 23/10; 27/11; 12/5; 5/2; 5/2; 27/11; ; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 4; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 17/4; 18/5; 57/17; 4; 56/19; 18/5; ; 3; ; ; 3; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-15 02:24:42 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 4/6; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 8/11; ; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 11/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 23/10; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; ; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 4; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 17/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 3; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-15 10:24:53 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 4/6; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 2/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 11/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 23/10; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 19/10; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 4; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 17/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 1/100; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-15 14:24:59 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; ; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; ; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 7/2; 19/5; ; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 15/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 3; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-15 18:25:00 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 13/18; ; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 27/11; ; 12/5; 12/5; 51/20; ; 12/5; ; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 7/2; 19/5; 3; 37/10; ; 13/4; 10/3; 10/3; ; 7/2; ; 15/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 3; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-15 22:25:20 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; ; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 7/2; 19/5; 3; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; ; 15/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 3; 3; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-16 02:25:06 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 13/18; ; 4/5; 4/5; 4/5; ; 4/5; ; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; ; 12/5; 12/5; 51/20; ; 12/5; ; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 37/10; ; 13/4; 10/3; 10/3; ; 7/2; ; 15/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 3; 3; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-16 10:24:53 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 8/11; 4/5; 8/11; 13/18; ; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 27/11; ; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 10/3; 19/5; 10/3; 37/10; ; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 3; 13/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-16 14:24:58 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 13/18; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 13/18; 4/5; 17/20; 11/14; 13/18; 5/6; 8/11; ; ; 1/33; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 2; 23/10; 
Albacete; 15/4; 7/2; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 37/10; 13/4; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 18/5; 17/5; 4; 56/19; 18/5; 3; 3; ; ; 1/50; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-16 18:25:10 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 37/10; 17/5; 4; 56/19; 37/10; 3; 3; ; ; 3; 3; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-16 22:25:19 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 5/6; 8/11; ; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; ; ; 9/4; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 37/10; 17/5; 4; 56/19; 37/10; 3; 3; ; ; 7/2; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-17 02:24:55 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 5/6; 8/11; 4/5; ; 4/7; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 23/10; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 10/3; 15/4; 37/10; 17/5; 4; 56/19; 37/10; 3; 3; 10/3; ; 7/2; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-17 10:25:04 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 5/6; 8/11; 4/5; ; 8/11; ; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 12/5; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 9/4; ; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 37/10; 38/11; 4; 56/19; 37/10; 3; 3; 10/3; ; 3; ; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-17 14:25:21 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 4/5; 8/11; 4/5; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 9/4; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 37/10; 17/5; 4; 56/19; 37/10; 3; 3; 10/3; ; 10/3; 3; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-17 18:25:10 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 4/5; 8/11; 4/5; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 9/4; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 10/3; 15/4; 37/10; 17/5; 4; 56/19; 37/10; 3; 3; 10/3; ; 3; 3; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-17 22:25:04 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 4/5; 8/11; 8/11; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 9/4; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 7/2; 15/4; 37/10; 17/5; 4; 56/19; 37/10; 3; 3; 7/2; ; 7/2; 14/5; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-18 02:24:36 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 7/10; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 7/10; 3/4; 4/5; 17/20; 11/14; 3/4; 4/5; 8/11; 4/5; ; 4/6; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 5/2; 27/11; 5/2; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 23/10; 23/10; 
Albacete; 15/4; 10/3; 10/3; 10/3; 7/2; 7/2; 19/5; 10/3; 15/4; 13/4; 13/4; 10/3; 10/3; ; 7/2; 10/3; 15/4; 37/10; 38/11; 4; 56/19; 37/10; 3; 3; 10/3; ; 3; 3; 
META; spain/la-liga-segunda/granada-v-albacete; 2017-08-18 10:24:53 GMT+3; 2017-08-20 21:00; Nothing; Xlenovo
Granada; 4/5; 3/4; 4/5; 5/6; 4/5; 4/6; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; ; 4/5; 4/5; 13/18; 3/4; 4/5; 17/20; 11/14; 3/4; 4/5; 8/11; 8/11; ; 8/11; 8/11; 
Draw; 23/10; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 27/11; 12/5; 12/5; 12/5; 51/20; ; 12/5; 12/5; 13/5; 27/11; 5/2; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; ; 23/10; 23/10; 
